,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,GNFT,2020-06-30,USD,-22681000,None,None,None,None,None,0,None,None,None,-417000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1,GNFT,2020-03-31,USD,-22681000,None,None,None,None,None,0,None,None,None,-417000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,GNFT,2019-12-31,USD,-410500,None,None,None,None,None,0,None,None,None,260000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3,GNFT,2019-09-30,USD,-410500,None,None,None,None,None,0,None,None,None,260000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,GNFT,2019-06-30,USD,-23429500,None,None,None,None,1574500,32500,0,0,None,-96500,60866000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-25566000
5,GNFT,2019-03-31,USD,-23429500,None,None,None,None,1574500,32500,0,0,None,-96500,60866000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-25566000
6,GNFT,2018-12-31,USD,-12267000,None,None,None,None,294500,977500,0,0,None,-1477000,-1641000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-22504500
7,GNFT,2018-09-30,USD,-12267000,None,None,None,None,294500,977500,0,0,None,-1477000,-1641000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-22504500
8,GNFT,2018-06-30,USD,-1759355.31,None,None,None,None,36361.61,54821.26,0,0,None,-57498.19,-180246.50,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-1924711.39
9,GNFT,2018-03-31,USD,-1879699.70,None,None,None,None,38848.84,58571.17,0,0,None,-61431.21,-192575.82,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-2056366.56
