,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,BIGC,2020-12-31,USD,-3329000,1748000,None,222000,861000,700000,586000,1832000,None,-14201000,-586000,44543000,None,None,None,None,None,None,None,None,None,None,-1946000,None,40628000,None,-14201000
1,BIGC,2020-09-30,USD,-6206000,2423000,None,-186000,2890000,700000,333000,1468000,None,-10855000,-333000,160007000,None,None,None,None,None,None,None,None,None,None,172179000,None,153468000,None,-10855000
