,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,DAO,2020-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-447754000
1,DAO,2020-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-877805000
2,DAO,2020-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-257806000
3,DAO,2020-03-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-169424000
4,DAO,2019-12-31,CNY,-29400000,None,None,None,None,3250000,4453000,0,-23572000,None,0,1512837000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-201998000
5,DAO,2019-09-30,CNY,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-231130000
6,DAO,2019-06-30,CNY,-200804000,None,None,None,None,4569000,9322000,0,-0.02,None,135364000,75643000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-167894000
7,DAO,2019-03-31,CNY,-100402000,None,None,None,None,0.01,0.03,0,-0.02,None,67682000,0.20,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-91878000
8,DAO,2018-09-30,USD,-14616896.45,None,None,None,None,332586,676454.75,0,-644426.33,None,9853397.20,5506194.59,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-11209509.53
9,DAO,2018-06-30,USD,-19309500,None,None,None,None,1345000,3239000,None,-1419000,None,-201704000,232933000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46089000
10,DAO,2018-03-31,USD,-19309500,None,None,None,None,1345000,3239000,None,-1419000,None,-201704000,232933000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46089000
