,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,PLIN,2019-12-31,USD,-1343405,None,None,None,None,None,0,None,None,None,-117511,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1,PLIN,2019-09-30,USD,-1343405,None,None,None,None,None,0,None,None,None,-117511,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,PLIN,2019-06-30,USD,-893555,None,None,None,None,689530,20640,None,9177,None,-6433,6650530,None,None,None,None,None,None,None,None,None,None,4595630,None,None,None,4363590
3,PLIN,2019-03-31,USD,-893555,None,None,None,None,204678,9844,None,9177,None,-6433,2204037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1613754
4,PLIN,2018-12-31,USD,-3480150,None,None,None,None,280180,950,None,74753,None,1206410,2242450,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1136080
5,PLIN,2018-09-30,USD,-1740076,None,None,None,None,140089,474,None,74753,None,603205,1121226,None,None,None,None,None,None,None,None,None,None,None,None,None,None,568042
6,PLIN,2018-06-30,USD,-3595030,None,None,None,None,542190,89350,None,56668,None,-89350,3992710,None,None,None,None,None,None,None,None,None,None,1800000,None,None,None,3768110
7,PLIN,2018-03-31,USD,-990621,None,None,None,None,138646,24380,None,56668,None,-24380,434795,None,None,None,None,None,None,None,None,None,None,None,None,None,None,937143
8,PLIN,2017-12-31,USD,-1613790,None,None,None,None,264900,40590,None,None,None,-40590,3123120,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1893820
9,PLIN,2017-06-30,USD,-2513830,None,None,None,None,531630,11670,None,None,None,-11670,2496350,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2454870
