,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,UPST,2020-12-31,USD,68514000,None,None,None,None,647000,1356000,None,None,None,8807000,123364000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,1027000
1,UPST,2020-09-30,USD,68514000,None,None,None,None,None,0,None,None,None,8807000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,UPST,2019-12-31,USD,10555000,None,None,None,None,450000,4012000,None,None,None,-8087000,-22457000,None,None,None,None,None,None,None,None,None,None,-661000,None,None,None,6051000
3,UPST,2019-09-30,USD,10555000,None,None,None,None,None,0,None,None,None,-8087000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
