,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,CRSA,2020-12-31,USD,-175894,None,None,2244118,-16510,None,None,None,None,-2430127,86005,-37571,None,None,None,None,None,None,None,None,32179,None,None,None,-127460,None,-2430127
1,CRSA,2020-09-30,USD,-812326,None,None,-428406,-39509,None,None,None,None,-417033,57883,-12675,None,None,None,None,None,None,None,None,38383,None,None,None,-767118,None,-417033
2,CRSA,2020-06-30,USD,-169573,None,None,-6219,-29731,None,None,None,None,-129737,507600,2782,None,None,None,None,None,None,None,None,50739,None,None,None,-129737,None,-129737
3,CRSA,2020-03-31,USD,-392069,None,None,-16132,27428,None,None,None,None,485422,200000,-73736,None,None,None,None,None,None,None,None,47956,None,None,None,-265805,None,485422
4,CRSA,2019-12-31,USD,-398919,None,None,253708,-32976,None,None,None,None,475794,325674,72969,None,None,None,None,None,None,None,None,287711,None,257000000,None,-276,None,475794
5,CRSA,2019-09-30,USD,-549625,None,None,-157792,-32975,None,None,None,None,1053472,577326,-37273,None,None,None,None,None,None,None,None,-37274,None,257000000,None,-9572,None,1053472
6,CRSA,2019-06-30,USD,-546377,None,None,None,None,None,None,None,None,1049594,0,55852,None,None,None,None,None,None,None,None,None,None,257000000,None,1049594,None,1049594
7,CRSA,2019-03-31,USD,239455,None,None,None,None,None,None,None,None,171366,-250000000,251342222,None,None,None,None,None,None,None,None,None,None,257000000,None,None,None,171366
8,CRSA,2018-12-31,USD,154410,None,None,None,None,None,None,None,None,-5061,None,-154410,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-5061
9,CRSA,2018-09-30,USD,0,None,None,None,None,None,None,None,None,0,-250000000,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
10,CRSA,2018-06-30,USD,-267290,None,None,None,None,None,None,None,None,0,-250000000,267290,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
11,CRSA,2018-03-31,USD,-72854,None,None,None,None,None,None,None,None,-1560,-250000000,50000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1560
