,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,FUBO,2020-09-30,USD,-30136000,2051610,None,-4487000,12807000,16157000,33000,2863000,None,-274117000,-652000,62241000,14699000,None,None,None,None,None,None,68216000,-1696000,0,68540000,None,31453000,None,-274117000
1,FUBO,2020-06-30,USD,-34836000,None,None,None,None,14300000,None,None,None,-99755000,1724000,41717000,None,None,None,None,None,None,None,26629000,None,None,-339000,None,-99773000,None,-72922000
2,FUBO,2020-03-31,USD,-7478000,245000,None,1018000,64000,5220000,None,1166000,None,-5175000,-2421000,2356000,None,None,None,None,None,None,None,2297000,978000,203000,2500000,None,-7543000,None,-55470000
3,FUBO,2019-12-31,USD,474000,229000,None,1076000,-3958000,5176000,166000,-4085000,None,-104695000,-116000,1370000,None,None,None,None,None,None,None,673000,585000,250000,923000,None,1728000,None,-18566000
4,FUBO,2019-09-30,USD,2805000,192000,None,2977000,-3535000,4835000,250000,None,None,-6909000,1999000,941000,None,None,None,None,None,None,None,717000,275000,None,1167000,None,5745000,None,-6781000
5,FUBO,2019-06-30,USD,-966000,22000,None,-87000,None,5200000,None,None,None,-3365000,427000,384000,None,None,None,None,None,None,None,421000,392000,None,421000,None,-155000,None,-5547000
6,FUBO,2019-03-31,USD,-582000,75000,None,546000,None,234000,None,None,None,-2867000,-801000,1658000,None,None,None,None,None,None,None,1778000,18000,None,1778000,None,275000,None,-3466000
7,FUBO,2018-12-31,USD,-691032,127401,None,583002,None,-3473763,None,None,None,-5344282,-801000,685481,None,None,None,None,None,None,None,784000,452950,None,784000,None,-5551,None,-3467743
8,FUBO,2018-09-30,USD,-856968,None,None,75998,None,3414763,None,None,None,-4865718,None,524519,None,None,None,None,None,None,None,875000,170050,None,875000,None,-332449,None,-4260257
9,FUBO,2018-06-30,USD,-964000,None,None,-46000,None,440000,None,None,None,-2187000,None,914000,None,None,None,None,None,None,None,922000,None,None,922000,None,-50000,None,-2187000
10,FUBO,2018-03-31,USD,-641000,None,None,-86000,None,728000,None,None,None,-695000,None,983000,None,None,None,None,None,None,None,549000,807000,None,549000,None,342000,None,-695000
11,FUBO,2017-12-31,USD,-254000,None,None,147000,None,274000,None,None,None,-373000,None,236000,None,None,None,None,None,None,None,23000,None,None,23000,None,-89000,None,-373000
12,FUBO,2017-09-30,USD,-179000,None,None,75000,None,None,None,None,None,-808000,None,260000,None,None,None,None,None,None,None,30000,None,None,30000,None,81000,None,-808000
13,FUBO,2017-06-30,USD,-96000,None,None,-148000,None,None,None,None,None,5017000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26000,None,5017000
14,FUBO,2017-03-31,USD,-83000,None,None,96000,None,None,None,None,None,6638000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-83000,None,6638000
15,FUBO,2016-12-31,USD,-5062000,None,None,456000,None,None,None,None,None,-5033000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-99000,None,-5034000
16,FUBO,2016-09-30,USD,-276000,None,None,-21000,None,None,None,None,None,-707000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,193000,None,-705000
17,FUBO,2016-06-30,USD,-1823000,None,None,88000,None,None,None,None,None,-1823000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,-1823000
18,FUBO,2016-03-31,USD,-2573000,None,None,71000,None,None,None,None,None,-2499000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-41000,None,-2467000
19,FUBO,2015-12-31,USD,-5366977,None,None,-33207,None,None,None,None,None,-5663124,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-114434,None,-5648610
