,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,LSPD,2020-12-31,USD,-54143000,None,None,None,None,9674000,786000,None,17000,None,-232953000,5886000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-42651000
1,LSPD,2020-09-30,USD,-7379000,None,None,None,None,5715000,486000,None,-475000,None,286000,316091000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-19466000
2,LSPD,2020-06-30,USD,-7411000,None,None,None,None,5644000,160000,None,309000,None,-1471000,797000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-20116000
3,LSPD,2020-03-31,USD,-8885000,None,None,None,None,5631000,1301000,None,-312000,None,-59029000,153741000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-18597000
4,LSPD,2019-12-31,USD,-10732000,None,None,None,None,3188000,1342000,None,-13000,None,-34838000,238000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-15762000
5,LSPD,2019-09-30,USD,-2628000,None,None,None,None,2832000,573000,None,3000,None,-16962000,282000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-10075000
6,LSPD,2019-06-30,USD,-6305000,None,None,None,None,1816000,393000,None,-79000,None,None,-729000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-9097000
