,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,MWK,2020-12-31,USD,-1509000,466000,None,None,-6046000,373000,56000,-2789000,-1424000,-44354000,-24989000,18820000,23918000,None,None,None,None,None,None,None,None,None,-125356000,None,-7678000,None,-44354000
1,MWK,2020-09-30,USD,16523000,703000,None,None,-9448000,100000,14000,-130000,-8369000,-805000,-14046000,17717000,103350000,None,None,None,None,None,None,None,None,None,23400000,None,20194000,None,-805000
2,MWK,2020-06-30,USD,8168000,859000,None,None,-10619000,38000,1000,4482000,-16910000,-2937000,-1000,-5021000,-5863000,None,None,None,None,None,None,None,None,None,0,None,-2937000,None,-2937000
3,MWK,2020-03-31,USD,-17091000,759000,None,None,10644000,41000,18000,3140000,8044000,-15030000,-18000,803000,2021000,None,None,None,None,None,None,None,None,None,102000000,None,-16306000,None,-15030000
4,MWK,2019-12-31,USD,-12054000,734000,None,None,6908000,47000,66000,-2093000,10304000,-18546000,-137000,6860000,-63242000,None,None,None,None,None,None,None,None,None,71444000,None,-5331000,None,-18546000
5,MWK,2019-09-30,USD,3143000,724000,None,None,-5962000,41000,24000,-1188000,-5761000,-14975000,-1126000,-5858000,65838000,None,None,None,None,None,None,None,None,None,-5444000,None,-3841000,None,-14975000
6,MWK,2019-06-30,USD,-4366000,None,None,None,None,40000,11000,None,-2514000,-16879000,-11000,30937000,None,None,None,None,None,None,None,None,None,None,30902000,None,None,None,-16879000
7,MWK,2019-03-31,USD,-11923000,None,None,None,None,55000,13000,None,3331000,-8389000,-10000,4627000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-8389000
8,MWK,2018-12-31,USD,-10816000,None,None,None,None,253000,36000,None,9459000,-8590000,-36000,15107000,None,None,None,None,None,None,None,None,None,None,31647000,None,None,None,-31823000
9,MWK,2018-09-30,USD,-1761000,None,None,None,None,60000,13000,None,2591000,-5127000,-10000,8832000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-5127000
