,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,TLS,2020-09-30,USD,11118000,524000,None,None,None,1284000,292000,None,None,2494000,-2592000,-605000,None,None,None,None,None,None,None,None,None,None,None,None,7921000,None,-200000
1,TLS,2020-06-30,USD,-904000,None,None,None,None,1345000,122000,None,None,3072000,-1774000,-1300000,None,None,None,None,None,None,None,None,None,None,None,None,3072000,None,266000
2,TLS,2020-03-31,USD,1743000,1427000,None,None,None,1389000,210000,None,None,-1460000,-1717000,-394000,None,None,None,None,None,None,None,None,None,None,None,None,-368000,None,-2244000
3,TLS,2019-12-31,USD,7432000,3605000,None,None,None,1363000,949000,None,None,-921000,-1220000,-1257000,None,None,None,None,None,None,None,None,None,None,None,None,4955000,None,-3480000
4,TLS,2019-09-30,USD,-1542000,866000,None,None,None,1268000,731000,None,None,3718000,-1615000,4177000,None,None,None,None,None,None,None,None,None,None,None,None,1020000,None,2233000
5,TLS,2019-06-30,USD,1882000,874000,None,None,None,1407000,96000,None,None,-1994000,-785000,-542000,None,None,None,None,None,None,None,None,None,None,None,None,-1994000,None,-1741000
6,TLS,2019-03-31,USD,4044000,593000,None,None,None,934000,2314000,None,None,-2940000,-2912000,-983000,None,None,None,None,None,None,None,None,None,None,None,None,149000,None,-3413000
7,TLS,2018-12-31,USD,1733000,623000,None,None,None,880000,952000,None,None,-1783000,-1282000,-794000,None,None,None,None,None,None,None,None,None,None,None,None,-343000,None,-3680000
8,TLS,2018-09-30,USD,1035000,633000,None,None,None,779000,524000,None,None,4828000,-1007000,-493000,None,None,None,None,None,None,None,None,None,None,None,None,-465000,None,4113000
9,TLS,2018-06-30,USD,2681000,647000,None,None,None,712000,216000,None,None,444000,-695000,-1153000,None,None,None,None,None,None,None,None,None,None,None,None,833000,None,-87000
10,TLS,2018-03-31,USD,819000,599000,None,None,None,657000,773000,None,None,-1752000,-1130000,-242000,None,None,None,None,None,None,None,None,None,None,None,None,-553000,None,-1986000
11,TLS,2017-12-31,USD,2333000,623000,None,None,None,585000,303000,None,None,4604000,-673000,-1313000,None,None,None,None,None,None,None,None,None,None,None,None,347000,None,3699000
12,TLS,2017-09-30,USD,1052000,627000,None,None,None,535000,-728000,None,None,-1966000,-383000,-463000,None,None,None,None,None,None,None,None,None,None,None,None,206000,None,-3044000
13,TLS,2017-06-30,USD,-3150000,631000,None,None,None,439000,1057000,None,None,-3150000,-1057000,-3247000,None,None,None,None,None,None,None,None,None,None,None,None,-2052000,None,-3389000
14,TLS,2017-03-31,USD,-13520000,540000,None,None,None,440000,116000,None,None,-2986000,-116000,7784000,None,None,None,None,None,None,None,None,None,None,None,None,1440000,None,-3099000
15,TLS,2016-12-31,USD,-11414000,273000,None,None,None,438000,253000,None,None,-3519000,-253000,-1004000,None,None,None,None,None,None,None,None,None,None,None,None,-1622000,None,-4305000
16,TLS,2016-09-30,USD,26369000,357000,None,None,None,1360000,151000,None,None,1345000,-151000,-5897000,None,None,None,None,None,None,None,None,None,None,None,None,3323000,None,-91000
17,TLS,2016-06-30,USD,-1337000,369000,None,None,None,48000,97000,None,None,-1337000,-97000,-1580000,None,None,None,None,None,None,None,None,None,None,None,None,-1095000,None,-1912000
18,TLS,2016-03-31,USD,7434000,381000,None,None,None,1052000,123000,None,None,-157000,-123000,-4149000,None,None,None,None,None,None,None,None,None,None,None,None,-5000,None,-867000
19,TLS,2015-12-31,USD,-3230000,362000,None,None,None,1073000,60000,None,None,-8754000,-60000,1356000,None,None,None,None,None,None,None,None,None,None,None,None,24000,None,-9380000
