,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,JMIA,2020-12-31,EUR,-26577000,None,None,None,None,2023000,672000,None,1431000,None,-519000,191032000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-47084000
1,JMIA,2020-09-30,EUR,-20634000,None,None,None,None,1893000,923000,None,1120000,None,-791000,-679000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-32323000
2,JMIA,2020-06-30,EUR,-11996000,None,None,None,None,2084000,468000,None,-3000,None,-621000,-1652000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-39306000
3,JMIA,2020-03-31,EUR,-39265000,None,None,None,None,2128000,453000,None,-790000,None,61973000,-1582000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-42217000
4,JMIA,2019-12-31,EUR,-50956000,None,None,None,None,2378000,2127000,0,1007000,None,-1936000,-4163000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-63461000
5,JMIA,2019-09-30,EUR,-42682000,None,None,None,None,2055000,1510000,0,3274000,None,-1456000,-2330000,None,None,None,None,0,0,None,None,None,None,329177000,None,0,0,-49818000
6,JMIA,2019-06-30,EUR,-49667000,None,None,None,None,1778000,1450000,0,-3127000,None,-928000,252159000,None,None,None,None,0,0,None,None,None,None,329172000,None,0,0,-67674000
7,JMIA,2019-03-31,EUR,-39300000,None,None,None,None,1700000,700000,0,-1700000,None,-700000,71200000,None,None,None,None,0,0,None,None,None,None,75000000,None,0,0,-45700000
8,JMIA,2018-09-30,USD,-44088909.47,None,None,None,None,642509.84,1245658.72,0,-1434359.81,None,-1569807.83,37013197.50,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-46351007.18
9,JMIA,2018-06-30,USD,-39932495.34,None,None,None,None,577281.19,818202.98,0,-529562.38,None,-644785.85,74487895.72,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-48637104.28
10,JMIA,2018-03-31,USD,-40718415.55,None,None,None,None,615081.81,615081.81,0,984130.89,None,-984130.89,29523926.68,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-41333497.36
