,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,IMAC,2020-12-31,USD,-1973036,0,None,-917302,169311,625341,73361,80226,None,-24778,-73361,3006045,1652742,None,None,None,None,None,None,1445242,None,None,1445242,None,959648,None,190158
1,IMAC,2020-09-30,USD,-1035301,7094,None,-151141,-8670,430121,42115,-56415,None,-1472399,-42115,-61049,-18654,None,None,None,None,None,None,-38004,None,None,-38004,None,-1138465,None,-1429658
2,IMAC,2020-06-30,USD,-1827842,28646,None,-637277,-166860,453651,3268,68741,None,-1975112,-247018,3595689,1229254,None,None,None,None,None,None,2370780,None,None,2370780,None,-1634349,None,-2030688
3,IMAC,2020-03-31,USD,-1157207,27412,None,356425,77846,450495,7243,141966,None,-2070149,-207243,2272701,943162,None,None,None,None,None,None,1403837,None,None,1403837,None,908251,None,-1733545
4,IMAC,2019-12-31,USD,-1273468,0,None,570961,695055,447958,511904,476851,None,-1012765,-364808,1271054,-36390,None,None,None,None,None,None,None,None,None,1311697,None,-367222,None,-1448313
5,IMAC,2019-09-30,USD,-1116215,66476,None,71691,-368993,422405,298843,-323758,None,-1711913,-298843,-75433,-69781,None,None,None,None,None,None,None,None,None,4196830,None,-1490491,None,-1548962
6,IMAC,2019-06-30,USD,-784911,None,None,None,None,396989,347043,101738,None,-2196501,-347043,297804,None,None,None,None,None,None,None,None,None,None,307845,None,-1851517,None,-1900768
7,IMAC,2019-03-31,USD,-894149,None,None,None,None,285567,42426,-361450,None,-2030410,-42426,3807811,None,None,None,None,None,None,None,None,None,None,3888982,None,2871237,None,-1599187
8,IMAC,2018-12-31,USD,-195154,None,None,None,None,106246,-826157,None,None,-889126,454578,-306983,None,None,None,None,None,None,None,None,None,None,-335320,None,None,None,-937459
9,IMAC,2018-09-30,USD,-882776,None,None,None,None,424317,-324,None,None,-1255931,242422,669635,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-979668
10,IMAC,2018-06-30,USD,-153839,None,None,None,None,89236,1214703,None,None,-949961,-985047,800970,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-731952
11,IMAC,2018-03-31,USD,-576541,None,None,None,None,31268,1191620,None,None,-689855,-1315726,2314988,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-404664
