,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,FUTU,2020-12-31,HKD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,532460000
1,FUTU,2020-09-30,HKD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,401721000
2,FUTU,2020-06-30,HKD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,236488000
3,FUTU,2020-03-31,HKD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,154854000
4,FUTU,2019-12-31,HKD,3161694000,None,None,None,None,0,0,0,0,None,-80958000,1151622000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,43942000
5,FUTU,2019-09-30,HKD,-716879000,None,None,None,None,0,0,0,0,None,-35388000,1003772000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,20851000
6,FUTU,2019-06-30,HKD,305753000,None,None,None,None,0,0,0,0,None,-71806000,501611000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,55330000
7,FUTU,2019-03-31,HKD,-781134000,None,None,None,None,0,0,0,0,None,28095000,1033300000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,45541000
8,FUTU,2018-12-31,USD,137181199.48,None,None,None,None,352286.22,648901.26,0,0,None,-6044153.89,-41530063.72,None,None,None,None,0,0,None,None,None,None,0,None,0,0,4874292.94
9,FUTU,2018-09-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-294938
10,FUTU,2018-06-30,USD,-76859528.36,None,None,None,None,351688.97,647801.15,0,0,None,-453792.22,292293817.72,None,None,None,None,0,0,None,None,None,None,0,None,0,0,3089483.75
11,FUTU,2018-03-31,USD,-172073,None,None,None,None,None,0,None,None,None,None,41118,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-111645
12,FUTU,2017-12-31,USD,51308,None,None,None,None,None,0,None,None,None,None,-6822,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-98565
13,FUTU,2017-09-30,USD,24746,None,None,None,None,None,0,None,None,None,None,-6640,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-164798
14,FUTU,2017-06-30,USD,-34670,None,None,None,None,None,0,None,None,None,None,-6582,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46259
15,FUTU,2017-03-31,USD,-89664,None,None,None,None,None,0,None,None,None,None,20044,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-70937
16,FUTU,2016-12-31,USD,-143857,None,None,None,None,None,0,None,None,None,None,20044,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-162778
