,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,NUZE,2020-12-31,USD,-1699073,75656,None,-195186,225312,121824,58990,27012,10928,-5896072,-58990,2679420,-8594,None,None,None,None,None,None,2683980,None,None,2683980,None,921357,None,-5896072
1,NUZE,2020-09-30,USD,-1232542,-61272,None,-32841,110375,98096,103532,134969,-6778,-1070283,-100390,472546,-22031,None,None,None,None,None,None,712281,None,None,8118559,None,-882244,None,-982556
2,NUZE,2020-06-30,USD,-767962,82587,None,112742,-97741,101007,0,-257649,52361,-2542418,513554,4835861,-23363,None,None,None,None,None,None,4873263,None,None,4873263,None,4592192,10739,-2541062
3,NUZE,2020-03-31,USD,-756388,83800,None,-117766,-849872,111574,4515,-229548,-382637,-2490251,-408069,-21125,-21125,None,None,None,None,None,None,0,None,None,0,None,-1207335,-21753,-2521220
4,NUZE,2019-12-31,USD,-1479364,84820,None,83485,491377,97812,11791,18295,179209,-3421232,-11791,1963195,-31328,None,None,None,None,None,None,1994523,None,None,1994523,None,504912,32872,-3432253
5,NUZE,2019-09-30,USD,-1451032,-98026,None,275229,411031,286455,225195,129387,183147,1221261,-817635,582832,-29898,None,None,None,None,None,None,612730,None,None,-5362820,None,-1735390,-49555,1228731
6,NUZE,2019-06-30,USD,-1638014,33176,None,-377778,388237,133308,138515,273504,17306,-9406503,-138515,3748912,136729,None,None,None,None,None,None,3612183,None,None,3612183,None,1910940,-61443,-9393927
7,NUZE,2019-03-31,USD,-568565,None,None,398674,11192,-33267,955878,-9041,11212,-1453002,-955878,188297,None,None,None,None,None,None,None,228204,None,None,228204,None,-1291227,44919,-1434363
8,NUZE,2018-12-31,USD,-742990,None,None,50936,165552,65711,149540,-28708,154444,-2576692,-125940,1484856,None,None,None,None,None,None,None,1494805,None,None,1494805,None,635051,19125,-2588406
9,NUZE,2018-09-30,USD,-482436,None,None,164154,138728,59736,942061,60003,70008,-1565918,-158351,1845184,None,None,None,None,None,None,None,2013997,None,None,-2686352,None,1191098,-13299,-1548910
10,NUZE,2018-06-30,USD,-599287,None,None,3407,-29641,44101,-59939,26239,-90428,-633598,-59939,772094,None,None,None,None,None,None,None,784352,None,None,1844352,None,100278,-12590,-639863
11,NUZE,2018-03-31,USD,-716446,None,None,-2402,-82088,35950,-293771,-78080,4669,-734871,-293771,1223005,None,None,None,None,None,None,None,1235200,None,None,531310,None,222836,10048,-737263
12,NUZE,2017-12-31,USD,-512587,None,None,36237,35486,23536,-38145,64846,-33360,-642784,-38145,496109,None,None,None,None,None,None,None,509110,None,None,153000,None,-54873,-250,-643556
13,NUZE,2017-09-30,USD,-322892,None,None,89065,-88123,31509,-50640,-146476,81091,-687267,-50640,542471,None,None,None,None,None,None,None,179535,None,None,765000,585465,195718,None,-677515
14,NUZE,2017-06-30,USD,-394600,None,None,-177127,116486,20417,-602,111717,-19803,-371990,-602,398147,None,None,None,None,None,None,None,0,None,None,315318,None,-431,None,-367009
15,NUZE,2017-03-31,USD,-328210,None,None,52935,-57481,12634.27,0,-12989,54630,-363139,0,304936,None,None,None,None,None,None,None,145510,None,None,145510,None,-64668,None,-385292
16,NUZE,2016-12-31,USD,-352126,None,None,-57513,10084,18646,-135731,-82692,24866,-211964,15945,512276,None,None,None,None,None,None,None,535000,None,None,535000,None,176095,None,-346374
17,NUZE,2016-09-30,USD,-236508,None,None,136040,-138861,10408,-1625,-44177,-41896,-307561,-1625,261699,None,None,None,None,None,None,None,24000,None,None,-113699,None,23566,None,-302935
18,NUZE,2016-06-30,USD,-362508,None,None,-86045,-50320,None,-5708,-11993,-47079,-1624593,0,322501,None,None,None,None,None,None,None,346001,None,None,347501,None,-40007,None,-324820
19,NUZE,2016-03-31,USD,-285873,None,None,68653,76001,None,325,20524,55811,338787,-325,296000,None,None,None,None,None,None,None,226000,None,None,226000,None,9802,None,337939
