,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,WMG,2020-12-31,USD,169000000,42000000,None,-11000000,143000000,71000000,18000000,98000000,-11000000,233000000,-343000000,178000000,None,None,None,None,62000000,-62000000,None,None,None,None,-1000000,None,4000000,None,98000000
1,WMG,2020-09-30,USD,176000000,34000000,None,184000000,112000000,67000000,49000000,27000000,18000000,-19000000,-132000000,-28000000,None,None,None,None,63000000,-63000000,None,None,None,None,None,None,16000000,None,-1000000
2,WMG,2020-06-30,USD,123000000,56000000,None,21000000,-52000000,62000000,30000000,-39000000,-7000000,-946000000,-36000000,-43000000,None,None,None,None,37000000,-37000000,None,None,None,None,None,None,44000000,None,-520000000
3,WMG,2020-03-31,USD,86000000,21000000,None,-58000000,-97000000,61000000,20000000,-107000000,1000000,-74000000,-19000000,-38000000,None,None,None,None,38000000,-38000000,None,None,None,None,None,None,-81000000,None,-74000000
4,WMG,2019-12-31,USD,78000000,58000000,None,-65000000,129000000,71000000,26000000,101000000,-10000000,122000000,-32000000,-207000000,None,None,None,None,206000000,-206000000,None,None,None,None,None,None,-161000000,None,120000000
5,WMG,2019-09-30,USD,151000000,18000000,None,110000000,52000000,66000000,39000000,40000000,9000000,105000000,-36000000,-31000000,None,None,None,None,31000000,-31000000,None,None,None,None,None,None,84000000,None,90000000
6,WMG,2019-06-30,USD,150000000,50000000,None,8000000,7000000,66000000,31000000,-40000000,1000000,267000000,-47000000,-32000000,None,None,None,None,32000000,-32000000,None,None,None,None,None,None,71000000,None,13000000
7,WMG,2019-03-31,USD,7000000,28000000,None,-22000000,35000000,69000000,75000000,2000000,0,67000000,-55000000,-31000000,None,None,None,None,-31000000,-31000000,None,None,None,None,None,None,53000000,None,67000000
8,WMG,2018-12-31,USD,92000000,42000000,None,-97000000,103000000,68000000,None,88000000,-13000000,86000000,-238000000,182000000,None,None,None,None,None,None,None,None,None,None,None,None,36000000,None,86000000
9,WMG,2018-09-30,USD,160000000,22000000,None,166000000,-29000000,56000000,None,0,2000000,-13000000,-46000000,-502000000,None,None,None,None,None,None,None,None,None,None,None,None,-383000000,None,-14000000
10,WMG,2018-06-30,USD,116000000,40000000,1000000,32000000,18000000,71000000,None,28000000,2000000,321000000,479000000,-304000000,None,None,None,None,None,None,None,None,None,None,None,None,293000000,-11000000,320000000
11,WMG,2018-03-31,USD,-20000000,34000000,None,-90000000,-70000000,69000000,None,-78000000,1000000,-1000000,-22000000,-146000000,None,None,None,None,None,None,None,None,None,None,None,None,-164000000,4000000,-3000000
12,WMG,2017-12-31,USD,105000000,51000000,None,-26000000,96000000,65000000,None,93000000,-2000000,5000000,-6000000,-3000000,None,None,None,None,None,None,None,None,None,None,None,None,129000000,2000000,4000000
13,WMG,2017-09-30,USD,471000000,18000000,None,150000000,-26000000,61000000,None,5000000,1000000,-38000000,-120000000,-31000000,None,None,None,None,None,None,None,None,None,None,None,None,80000000,5000000,-39000000
14,WMG,2017-06-30,USD,228000000,56000000,None,-33000000,31000000,64000000,None,14000000,1000000,143000000,6000000,-4000000,None,None,None,None,None,None,None,None,None,None,None,None,91000000,6000000,141000000
15,WMG,2017-03-31,USD,19000000,17000000,None,-34000000,-24000000,63000000,None,-24000000,0,20000000,0,-55000000,None,None,None,None,None,None,None,None,None,None,None,None,21000000,6000000,19000000
16,WMG,2016-12-31,USD,184000000,47000000,None,-13000000,61000000,63000000,None,65000000,-3000000,24000000,-12000000,-38000000,None,None,None,None,None,None,None,None,None,None,None,None,96000000,-10000000,22000000
17,WMG,2016-09-30,USD,912000000,47000000,None,70000000,-243000000,68000000,None,-223000000,None,107000000,-9000000,-111000000,None,None,None,None,None,None,None,None,None,None,None,None,14000000,-1000000,-4000000
18,WMG,2016-06-30,USD,-439000000,48000000,None,-64000000,79000000,75000000,None,68000000,None,-117000000,164000000,-5000000,None,None,None,None,None,None,None,None,None,None,None,None,29000000,3000000,-9000000
19,WMG,2016-03-31,USD,-14000000,34000000,None,165000000,168000000,75000000,None,163000000,None,12000000,-145000000,-94000000,None,None,None,None,None,None,None,None,None,None,None,None,38000000,-2000000,11000000
