,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,CAP,2020-12-31,USD,-726959,None,None,None,None,None,0,None,None,None,-345000000,346356631,None,None,None,None,None,None,None,None,None,None,346850000,None,None,None,-134490
1,CAP,2020-09-30,USD,-10130,None,None,None,None,None,0,None,None,None,-345000000,-61589,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-10130
2,CAP,2020-06-30,USD,-1116,None,None,None,None,None,0,None,None,None,-345000000,49870,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-300
3,CAP,2020-03-31,USD,-1116,None,None,None,None,None,0,None,None,None,-345000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,CAP,2019-12-31,USD,-1830,None,None,None,None,None,0,None,None,None,None,-64180,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3770
5,CAP,2019-09-30,USD,-798,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6,CAP,2019-06-30,USD,-230,None,None,None,None,None,0,None,None,None,None,-44730,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1000
7,CAP,2018-12-31,USD,-5140,None,None,None,None,None,0,None,None,None,None,-25330,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-230
8,CAP,2018-09-30,USD,-5110,None,None,None,None,0,394000,None,0,None,-458269000,-19440,None,None,None,None,0,0,None,None,None,None,0,None,None,None,-200
9,CAP,2018-06-30,USD,78412000,None,None,None,None,0,196000,None,0,None,-227653000,163928000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
10,CAP,2018-03-31,USD,39247000,None,None,None,None,0,58000,None,0,None,-94814000,74331000,None,None,None,None,0,0,None,None,None,None,2700000,None,None,None,0
11,CAP,2017-12-31,None,155192000,None,None,None,None,0,126000,None,0,None,-411751000,245625000,None,None,None,None,0,0,None,None,None,None,28028000,None,None,None,0
12,CAP,2017-09-30,USD,104758000,None,None,None,None,0,91000,None,0,None,-216635000,100316000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
13,CAP,2017-06-30,USD,65166000,None,None,None,None,0,85000,None,0,None,-86196000,356000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
14,CAP,2017-03-31,USD,25658000,None,None,None,None,0,44000,None,0,None,-26094000,-14172000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
15,CAP,2016-12-31,None,129256000,None,None,None,None,0,82000,None,0,None,-181600000,46599000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
16,CAP,2016-09-30,USD,93868000,None,None,None,None,0,92000,None,0,None,-123249000,14293000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
17,CAP,2016-06-30,USD,60523000,None,None,None,None,0,49000,None,0,None,-104755000,23029000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,0
18,CAP,2016-03-31,USD,30111000,None,None,None,None,0,25000,None,0,None,-32736000,2968000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,7166000
19,CAP,2015-12-31,None,147369000,None,None,None,None,0,83000,None,0,None,-305248000,156536000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,26838000
20,CAP,2015-09-30,USD,109866000,None,None,None,None,0,73000,None,0,None,-241502000,142192000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,39420000
