,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,SLQT,2020-12-31,USD,-93802000,None,None,None,None,3590000,3017000,None,None,90456000,-4881000,-2781000,None,None,None,None,None,None,None,None,None,None,100000,None,94541000,None,90416000
1,SLQT,2020-09-30,USD,-9345000,7446000,None,14973000,29791000,3347000,2751000,31581000,None,837000,-4215000,-7938000,None,None,None,None,None,None,None,None,None,None,309000,None,-21498000,None,837000
