,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,ALUS,2020-12-31,USD,-738674,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-738674,None,-3869949
1,ALUS,2020-09-30,USD,-289968,None,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,-289968,None,-175288
2,ALUS,2020-06-30,USD,-480599,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-480599,None,-416264
3,ALUS,2020-03-31,USD,-402163,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-402163,None,1274636
4,ALUS,2019-12-31,USD,-385957,None,None,None,None,None,0,None,None,None,-492857225,290004820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,216198
5,ALUS,2019-09-30,USD,-6440,None,None,None,None,None,0,None,None,None,None,6440,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6490
6,ALUS,2019-06-30,USD,-6325,None,None,None,None,None,0,None,None,None,-492857225,6325,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6325
7,ALUS,2008-12-31,USD,None,None,None,None,None,None,1041000,None,870000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
8,ALUS,2008-09-30,USD,None,None,None,None,None,None,965000,None,1290000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
9,ALUS,2008-06-30,USD,None,None,None,None,None,None,796000,None,795000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
10,ALUS,2008-03-31,USD,None,None,None,None,None,None,497000,None,261000,None,None,78000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
11,ALUS,2007-12-31,USD,None,None,None,None,None,None,909000,None,None,None,40569000,3912000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
12,ALUS,2007-09-30,USD,None,None,None,None,None,None,690000,None,None,None,None,50821000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13,ALUS,2007-06-30,USD,None,None,None,None,None,None,250000,None,None,None,None,57565000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14,ALUS,2006-12-31,USD,None,None,None,None,None,None,298000,None,None,None,None,7514000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
