,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,PFHD,2020-12-31,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5541000
1,PFHD,2020-09-30,USD,3593000,None,None,None,None,393000,0,None,None,None,-22905000,41363000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,950000
2,PFHD,2020-06-30,USD,11845000,None,None,None,None,494000,49000,None,None,None,-228271000,354753000,None,None,None,None,None,None,None,None,None,None,-2880000,None,None,None,3131000
3,PFHD,2020-03-31,USD,-9708000,None,None,None,None,245000,692000,None,None,None,-55088000,20004000,None,None,None,None,None,None,None,None,None,None,-2106000,None,None,None,-1317000
4,PFHD,2019-12-31,USD,5640000,None,None,None,None,421000,729000,None,None,None,-22236000,85051000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,988000
5,PFHD,2019-09-30,USD,-7001000,None,None,None,None,792000,1108000,None,None,None,-56129000,79832000,None,None,None,None,None,None,None,None,None,None,-3500000,None,None,None,494000
6,PFHD,2019-06-30,USD,10437000,None,None,None,None,25000,16000,None,None,None,-127246000,47486000,None,None,None,None,None,None,None,None,None,None,-262000,None,None,None,499000
7,PFHD,2019-03-31,USD,-2706000,None,None,None,None,131000,474000,None,None,None,-53278000,98939000,None,None,None,None,None,None,None,None,None,None,-118000,None,None,None,355000
8,PFHD,2018-12-31,USD,-5872000,None,None,None,None,-71000,133000,None,None,None,-12737000,29021000,None,None,None,None,None,None,None,None,None,None,20169000,None,None,None,786000
9,PFHD,2018-09-30,USD,10010000,None,None,None,None,582000,0,None,None,None,None,150274000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1320000
