,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,EXPC,2020-12-31,USD,-378407,None,None,-67559,-32875,None,None,None,None,-338216,334927,None,None,None,None,None,None,None,None,None,None,None,None,None,-43480,None,-338216
1,EXPC,2020-09-30,USD,-127930,None,None,-26741,-32875,None,None,None,None,-100155,334927,None,None,None,None,None,None,None,None,None,None,None,None,None,-127930,None,-100155
2,EXPC,2020-06-30,USD,-75857,None,None,5234,None,None,None,None,None,-5982,334927,None,None,None,None,None,None,None,None,None,None,None,None,None,-5982,None,-5982
3,EXPC,2020-03-31,USD,-212273,None,None,108551,23625,None,None,None,None,572071,334927,None,None,None,None,None,None,None,None,None,None,None,None,None,-212273,None,572071
4,EXPC,2019-12-31,USD,-255215,None,None,None,None,None,None,None,None,686639,-196428650,-258366,None,None,None,None,None,None,None,None,None,None,None,None,None,None,686639
5,EXPC,2019-09-30,USD,-1297,None,None,None,None,None,None,None,None,98139,-196428650,276820486,None,None,None,None,None,None,None,None,None,None,None,None,None,None,98139
