,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,AFYA,2020-09-30,BRL,119499000,None,None,None,None,26399000,28279000,None,-460000,None,-172823000,75236000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,74832000
1,AFYA,2020-06-30,BRL,88021000,None,None,None,None,26383000,24501000,None,672000,None,-218559000,-115753000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,60679000
2,AFYA,2020-03-31,BRL,101396000,None,None,None,None,24947000,20848000,None,-1648000,None,-132466000,355726000,None,None,None,None,None,None,None,None,None,None,389170000,None,None,None,99816000
3,AFYA,2019-12-31,BRL,68569000,None,None,None,None,22449000,20381000,0,-1013000,None,-78330000,-40432000,None,None,None,None,0,0,None,None,None,None,992778000,None,0,0,49797000
4,AFYA,2019-09-30,BRL,121837000,None,None,None,None,22262000,79936000,0,-107000,None,-72025000,860672000,None,None,None,None,-26.27,-26.27,None,None,None,None,992778000,None,0,0,46267000
5,AFYA,2019-06-30,BRL,51078000,None,None,None,None,19387000,11745000,0,976000,None,-186796000,-41135000,None,None,None,None,-10.92,-10.92,None,None,None,None,0,None,0,0,16317000
6,AFYA,2019-03-31,BRL,57732000,None,None,None,None,9054000,9647000,0,-92000,None,-16998000,142330000,None,None,None,None,-10.60,-10.60,None,None,None,None,0,None,0,0,51705000
7,AFYA,2018-12-31,BRL,5331611.07,None,None,None,None,602609.20,5587560.87,0,0,None,-67603380.31,14526944.12,None,None,None,None,0,0,None,None,None,None,0,None,0,0,6553292.02
8,AFYA,2018-09-30,USD,469380.53,None,None,None,None,10667.04,97313.61,0,-2003.92,None,-238960.17,20100.89,None,None,None,None,-117476.16,-117476.16,None,None,None,None,0,None,0,0,375242.38
9,AFYA,2018-06-30,USD,3816253.51,None,None,None,None,390493.23,435215.95,0,-48811.65,None,-1525939.18,13110912.34,None,None,None,None,-1947610.53,-1947610.53,None,None,None,None,0,None,0,0,5229235.88
10,AFYA,2018-03-31,USD,5580454.22,None,None,None,None,387774.82,1300736.89,0,-13288.23,None,-2185914.47,-85769.51,None,None,None,None,-2301582.51,-2301582.51,None,None,None,None,0,None,0,0,5288717.08
