,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,AMTI,2020-12-31,USD,-16705000,None,None,291000,-263000,755000,1158000,None,None,-19081000,10804000,430000,None,None,None,None,None,None,None,None,None,None,486000,None,-5471000,None,-19081000
1,AMTI,2020-09-30,USD,-13581000,None,None,1720000,-335000,401000,1763000,None,None,-16793000,2246000,-752000,None,None,None,None,None,None,None,None,None,None,87000,None,-12087000,None,-16793000
