,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,SDC,2020-12-31,USD,-14912000,33157000,None,-19487000,-7965000,56390000,28373000,-8645000,3146000,-32951000,-28373000,-13036000,None,2925000,2925000,None,None,None,None,None,0,None,-4080000,None,-56321000,None,-9727000
1,SDC,2020-09-30,USD,17183000,647000,None,11517000,-12717000,14042000,20907000,-9868000,-1684000,-43482000,-20907000,-12202000,None,2447000,2447000,None,None,None,None,None,0,None,-2447000,None,-15926000,None,-12590000
2,SDC,2020-06-30,USD,-15444000,None,None,-15545000,-25614000,13916000,19738000,-33466000,384000,-94666000,-19738000,199719000,None,1462000,1462000,None,None,None,None,None,1007000,None,-1462000,None,-51641000,None,-26799000
3,SDC,2020-03-31,USD,-70395000,3094000,None,12444000,5876000,11442000,28123000,-421000,9756000,-107400000,-28123000,4494000,None,3067000,3067000,None,None,None,None,None,15800000,None,-2145000,None,-94024000,None,-29250000
4,SDC,2019-12-31,USD,-141177000,None,None,-28938000,44720000,27336000,40006000,34068000,3798000,-433560000,-40006000,-47922000,None,4081000,4081000,None,None,None,None,None,None,None,-12830000,None,-229105000,None,-26217000
5,SDC,2019-09-30,USD,-94123000,None,None,None,None,6514000,28207000,None,884000,-387564000,-28207000,520805000,None,None,None,None,None,None,None,None,None,None,507673000,None,None,None,-88296000
6,SDC,2019-06-30,USD,-59108000,None,None,None,None,5068000,17547000,None,1420000,-32435000,-17547000,-15441000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-32435000
7,SDC,2019-03-31,USD,-38784000,None,None,None,None,4655000,20601000,None,3548000,-20480000,-20601000,-13360000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-20480000
8,SDC,2018-12-31,USD,-31606000,None,None,None,None,8861000,11475000,None,2095000,-26014000,-21888000,88111000,None,None,None,None,None,None,None,None,None,None,400212000,None,None,None,-26014000
9,SDC,2018-09-30,USD,-35685000,None,None,None,None,2232000,14011000,None,-1390000,-14951000,-14011000,318925000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-14951000
10,SDC,2018-06-30,USD,None,None,None,None,None,None,None,None,None,-13975000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-13975000
11,SDC,2018-03-31,USD,None,None,None,None,None,None,None,None,None,-19831000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-19831000
