,SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
0,WAFU,2020-03-31,USD,-98174,None,None,None,None,None,0,None,None,None,-1277994,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1,WAFU,2019-12-31,USD,-98174,None,None,None,None,None,0,None,None,None,-1277994,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2,WAFU,2019-09-30,USD,566933,None,None,None,None,113770,63110,None,None,None,-31556,4892550,None,None,None,None,None,None,None,None,None,None,4866510,None,None,None,-1183370
3,WAFU,2019-06-30,USD,566933,None,None,None,None,56884,31556,None,None,None,-31556,2446276,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-612514
4,WAFU,2019-03-31,USD,-88962,None,None,None,None,131020,350280,0,39136,None,-38281,11720,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-1018530
5,WAFU,2018-12-31,USD,-88962,None,None,None,None,36495,145187,0,39136,None,-38281,-997,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-545186
6,WAFU,2018-09-30,USD,-335390,None,None,None,None,58030,280180,0,-39136,None,83930,13720,None,None,None,None,0,0,None,None,None,None,0,None,0,0,223570
7,WAFU,2018-06-30,USD,-167693,None,None,None,None,29017,29955,0,-39136,None,41966,6859,None,None,None,None,0,0,None,None,None,None,0,None,0,0,72094
8,WAFU,2018-03-31,USD,-441650,None,None,None,None,121930,556280,None,52,None,-1257950,351330,None,None,None,None,0,0,None,None,None,None,0,None,None,None,1203480
9,WAFU,2017-12-31,USD,-43574,None,None,None,None,31647,4582,None,52,None,-179433,22324,None,None,None,None,0,0,None,None,None,None,0,None,None,None,268774
10,WAFU,2017-09-30,USD,-354500,None,None,None,None,58640,455690,None,None,None,-899080,306690,None,None,None,None,None,None,None,None,None,None,None,None,None,None,713640
