trade_date,issuer,symbol,lead_jointlead_managers,offer_price,opening_price,firstday_close,firstday_percent_pxchng,dollar_change_opening,dollar_change_close,star_ratings,performed
2012-05-10,Western Asset Management Capital,WMC,Deutsche Bank Securities/ J.P. Morgan/ Citigroup/ Jefferies,20,18.8,18.8,-0.06,-1.2,-1.2,1,
2012-05-04,PetroLogistics LP,PDH,Morgan Stanley/ Citigroup/ UBS Investment Bank,17,16.5,16.5,-0.03,-0.5,-0.5,1,
2012-05-04,Tillys,TLYS,"Goldman, Sachs/ BofA Merrill Lynch/ Piper Jaffray",15.5,18.8,16.81,0.08,3.3,1.31,3,
2012-05-03,Pacific Coast Oil Trust,ROYT,Barclays/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan/ UBS Investment Bank/ Wells Fargo Securities,20,20,20,0,0,0,1,
2012-05-01,Supernus Pharmaceuticals,SUPN,Citigroup/ Piper Jaffray,5,6.5,5.37,0.07,1.5,0.37,1,
2012-04-27,Edgen Group,EDG,Jefferies/ Morgan Stanley/ Citigroup,11,10.35,9.5,-0.14,-0.65,-1.5,1,
2012-04-26,Ares Commercial Real Estate,ACRE,Wells Fargo Securities/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan,18.5,18.13,18,-0.03,-0.37,-0.5,1,
2012-04-25,ClearSign,CLIR,MDB Capital Group LLC,4,4.11,4.2,0.05,0.11,0.2,1,
2012-04-25,Envivio,ENVI,"Goldman, Sachs/ Deutsche Bank Securities/ Stifel Nicolaus Weisel",9,9.35,8.49,-0.06,0.35,-0.51,2,Missed
2012-04-20,Infoblox,BLOX,"Morgan Stanley/ Goldman, Sachs/ UBS Securities",16,22.5,21.3,0.33,6.5,5.3,3,
2012-04-20,Midstates Petroleum,MPO,"Goldman, Sachs/ Morgan Stanley/ Wells Fargo Securities",13,13.25,15.03,0.16,0.25,2.03,1,
2012-04-20,Proofpoint,PFPT,Credit Suisse/ Deutsche Bank Securities,13,16.85,14.05,0.08,3.85,1.05,3,
2012-04-19,Splunk,SPLK,Morgan Stanley/ Credit Suisse/ J.P. Morgan/ BofA Merrill Lynch,17,32,35.48,1.09,15,18.48,3,
2012-04-19,Tumi Holdings,TUMI,"Goldman, Sachs/ Credit Suisse/ J.P. Morgan",18,26,26.5,0.47,8,8.5,3,
2012-04-18,SandRidge Mississippian Trust II,SDR,Morgan Stanley/ Raymond James,21,21.8,21.4,0.02,0.8,0.4,1,
2012-04-17,Digital Cinema Destinations,DCIN,Maxim Group/ Dominick & Dominick,6.1,5.9,6.17,0.01,-0.2,0.07,1,
2012-04-12,Forum Energy Technologies,FET,J.P. Morgan/BofA Merrill Lynch/ Credit Suisse/ Citigroup/ Deutsche Bank Securities,20,22.5,21.75,0.09,2.5,1.75,2,
2012-04-12,MRC Global,MRC,"Goldman, Sachs/ Barclays ",21,20.5,21.04,0,-0.5,0.04,2,Missed
2012-04-12,Oaktree Capital Group,OAK,"Goldman, Sachs/ Morgan Stanley",43,41,42.39,-0.01,-2,-0.61,1,
2012-04-05,Retail Properties of America,RPAI,J.P. Morgan/ Citigroup/ Deutsche Bank Securities/ KeyBanc Capital Markets,8,8.78,8.75,0.09,0.78,0.75,1,
2012-04-04,TCP Capital,TCPC,Deutsche Bank Securities/ Stifel Nicolaus Weisel,14.75,14.25,14.55,-0.01,-0.5,-0.2,1,
2012-03-30,Enphase Energy,ENPH,Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities,6,7.5,7.34,0.22,1.5,1.34,1,
2012-03-30,GasLog Ltd.,GLOG,"Goldman, Sachs/ Citigroup",14,12.5,12.41,-0.11,-1.5,-1.59,1,
2012-03-29,CafePress,PRSS,J.P. Morgan/ Jefferies,19,21.1,19.03,0,2.1,0.03,2,
2012-03-29,Merrimack Pharmaceuticals,MACK,J.P. Morgan,7,6.16,6.04,-0.14,-0.84,-0.96,1,
2012-03-29,Millennial Media,MM,"Morgan Stanley/ Goldman, Sachs/ Barclays Capital",13,25,25,0.92,12,12,3,
2012-03-29,Rexnord,RXN,"BofA Merrill Lynch/ Goldman, Sachs/ Credit Suisse/ Deutsche Bank Securities/ Barclays Capital",18,19.05,20,0.11,1.05,2,2,
2012-03-28,Annie’s,BNNY,Credit Suisse/ J.P. Morgan,19,31.11,35.92,0.89,12.11,16.92,3,
2012-03-28,Regional Management,RM,Jefferies/ Stephens,15,17,16.45,0.1,2,1.45,1,
2012-03-28,Vocera Communications,VCRA,J.P. Morgan/ Piper Jaffray,19,24,21.03,0.11,5,2.03,2,
2012-03-23,Vipshop Holdings,VIPS,Goldman Sachs (Asia)/ Deutsche Bank Securities,6.5,6,5.5,-0.15,-0.5,-1,1,
2012-03-23,Whiting USA Trust II,WHZ,Raymond James/ Morgan Stanley,20,21,24.46,0.22,1,4.46,1,Missed
2012-03-22,CaesarStone Sdot-Yam Ltd.,CSTE,J.P. Morgan/ Barclays Capital/ Credit Suisse,11,10.99,11.11,0.01,-0.01,0.11,1,
2012-03-22,ExactTarget,ET,"J.P. Morgan/ Deutsche Bank Secutities/ Stifel, Nicolaus Weisel",19,23.05,25.11,0.32,4.05,6.11,3,
2012-03-22,Vantiv,VNTV,"J.P. Morgan/ Morgan Stanley/ Credit Suisse/ Goldman, Sachs & Co./ Deutsche Bank Securities",17,19,19.5,0.15,2,2.5,2,
2012-03-21,BGS Acquisition,BGSCU,PrinceRidge/ Mitsubishi UFJ Securities,10,9.94,9.87,-0.01,-0.06,-0.13,1,
2012-03-15,Allison Transmission Holdings,ALSN,"BofA Merrill Lynch/ Citi/ J.P. Morgan/ Credit Suisse/ Morgan Stanley/ Goldman, Sachs & Co.",23,23,23.4,0.02,0,0.4,1,
2012-03-15,Demandware,DWRE,"Goldman, Sachs/ Deutsche Bank Securities",16,25.25,23.85,0.49,9.25,7.85,3,
2012-03-15,M/A-COM Technology Solutions Holdings,MTSI,Barclays Capital/ J.P. Morgan/ Jefferies,19,19.1,20.55,0.08,0.1,1.55,2,
2012-03-08,Nationstar Mortgage Holdings,NSM,BofA Merrill Lynch/Citigroup/ Credit Suisse/ Wells Fargo Securities,14,13.57,14.25,0.02,-0.43,0.25,1,
2012-03-02,Yelp!,YELP,"Goldman, Sachs/ Citigroup/ Jefferies",15,22.01,24.58,0.64,7.01,9.58,3,
2012-02-29,Home Loan Servicing Solutions,HLSS,Wells Fargo Securities/ Barclays Capital/ Citigroup/ Deutsche Bank Securities,14,13.25,13.56,-0.03,-0.75,-0.44,1,
2012-02-24,Proto Labs,PRLB,Jefferies/ Piper Jaffray,16,25,29,0.81,9,13,3,
2012-02-21,Ceres,CERE,"Goldman, Sachs/ Barclays Capital",13,14.8,14.8,0.14,1.8,1.8,1,
2012-02-17,Brightcove,BCOV,"Morgan Stanley/ Stifel, Nicolaus Weisel",11,14.5,14.3,0.3,3.5,3.3,2,
2012-02-10,GSE Holding,GSE,Oppenheimer & Co./ William Blair & Company/ FBR,9,10.3,11.5,0.28,1.3,2.5,1,
2012-02-10,HomeStreet,HMST,FBR Capital Markets,44,47.51,48,0.09,3.51,4,2,
2012-02-10,Synacor,SYNC,BofA Merrill Lynch/ Citigroup/ Stifel Nicolaus Weisel,5,5.75,5.25,0.05,0.75,0.25,1,
2012-02-09,FX Alliance,FX,"BofA Merrill Lynch/ Goldman, Sachs/ Citigroup/ J.P. Morgan",12,13.6,13.74,0.15,1.6,1.74,1,
2012-02-08,Caesars Entertainment,CZR,Credit Suisse/ Citigroup/ BofA Merrill Lynch/ Deutsche Bank Securities,9,9.06,15.39,0.71,0.06,6.39,1,
2012-02-08,ChemoCentryx,CCXI,J.P. Morgan/ Citigroup,10,10.33,11,0.1,0.33,1,1,
2012-02-08,EPAM Systems,EPAM,Citigroup/ UBS Investment Bank/ Barclays Capital/ RenCap,12,13.75,14,0.17,1.75,2,1,
2012-02-08,Roundys Parent,RNDY,Credit Suisse/ J.P. Morgan/ Jefferies/ Baird,8.5,8.4,9,0.06,-0.1,0.5,2,
2012-02-03,Cempra Holdings,CEMP,Stifel Nicolaus Weisel/ Leerink Swann/ Cowen and Company,6,6.18,6.06,0.01,0.18,0.06,1,
2012-02-02,AVG Technologies N.V.,AVG,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs",16,13.53,13,-0.19,-2.47,-3,3,Missed
2012-02-02,Greenway Medical Technologies,GWAY,J.P. Morgan/ Morgan Stanley/ William Blair,10,10.1,13,0.3,0.1,3,2,
2012-02-02,Matador Resources,MTDR,RBC Capital Markets/ Citigroup,12,11.75,11.75,-0.02,-0.25,-0.25,1,
2012-02-01,U.S. Silica Holdings,SLCA,Morgan Stanley/ BofA Merrill Lynch/ Jefferies,17,17.25,16,-0.06,0.25,-1,2,Missed
2012-01-27,Verastem,VSTM,UBS Investment Bank/ Leerink Swann,10,11,11.09,0.11,1,1.09,1,Missed
2012-01-25,Guidewire Software,GWRE,J.P. Morgan/ Deutsche Bank Securities/ Citigroup,13,16.75,17.12,0.32,3.75,4.12,3,
2012-01-19,Renewable Energy Group,REGI,UBS Investment Bank/ Piper Jaffray,10,10.1,10.1,0.01,0.1,0.1,1,
2011-12-16,"Inergy Midstream, L.P.",NRGM,Morgan Stanley/ Barclays Capital/ BofA Merrill Lynch/ Credit Suisse/ Wells Fargo Securities,17,17,17.65,0.04,0,0.65,1,
2011-12-16,Zynga,ZNGA,"Morgan Stanley/ Goldman, Sachs",10,11,9.5,-0.05,1,-0.5,3,
2011-12-15,Bonanza Creek Energy,BCEI,Morgan Stanley/ Credit Suisse,17,15.5,13.61,-0.2,-1.5,-3.39,1,
2011-12-15,Laredo Petroleum Holdings,LPI,J.P. Morgan,17,17.25,18.1,0.06,0.25,1.1,1,
2011-12-15,Michael Kors Holdings,KORS,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs & Co.",20,25,24.2,0.21,5,4.2,3,
2011-12-15,"Mid-Con Energy Partners, LP",MCEP,RBC Capital Markets,18,17.72,18.05,0,-0.28,0.05,1,
2011-12-14,Sanchez Energy,SN,Johnson Rice & Company/ Macquarie Capital,22,20,18.25,-0.17,-2,-3.75,1,
2011-12-13,Jive Software,JIVE,"Morgan Stanley/ Goldman, Sachs",12,15.12,15.05,0.25,3.12,3.05,3,
2011-12-09,Memorial Production Partners LP,MEMP,Citigroup/ Raymond James/ Wells Fargo Securities,19,18.82,19.79,0.04,-0.18,0.79,1,
2011-12-09,"Rose Rock Midstream, L.P.",RRMS,Barclays Capital/ Citigroup/ Deutsche Bank Securities,20,20.5,20,0,0.5,0,2,
2011-12-02,Vanguard Energy,VNGEU,Paulson Investment,1,1.15,1.15,0.15,0.15,0.15,1,
2011-11-23,BlackRock Utility & Infrastructure Trust (BUI),BUI,Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Ameriprise Financial Services/ RBC Capital Markets,20,20,20,0,0,0,1,
2011-11-18,Digital Domain Media Group,DDMG,Roth Capital Partners,8.5,8.5,7.15,-0.16,0,-1.35,1,
2011-11-18,Intermolecular,IMI,Morgan Stanley/ J.P. Morgan/ Barclays Capital,10,10,9.5,-0.05,0,-0.5,1,
2011-11-18,Manning & Napier,MN,BofA Merrill Lynch,12,12,12,0,0,0,1,
2011-11-18,Mattress Firm Holding,MFRM,Barclays Capital/ UBS Investment Bank/ William Blair & Company,19,22,22,0.16,3,3,3,
2011-11-17,Angie’s List,ANGI,BofA Merrill Lynch,13,18,16.28,0.25,5,3.28,3,
2011-11-17,Delphi Automotive PLC,DLPH,"Goldman, Sachs/ J.P. Morgan",22,21.5,21.33,-0.03,-0.5,-0.67,1,
2011-11-16,Clovis Oncology,CLVS,J.P. Morgan/ Credit Suisse,13,13.05,12.56,-0.03,0.05,-0.44,2,Missed
2011-11-16,InvenSense,INVN,Goldman Sachs/Morgan Stanley,7.5,8.3,8.9,0.19,0.8,1.4,2,
2011-11-11,Chesapeake Granite Wash Trust,CHKR,Morgan Stanley/ Raymond James,19,19,18.87,-0.01,0,-0.13,1,
2011-11-11,"LRR Energy, L.P.",LRE,Wells Fargo Securities,19,19,19.05,0,0,0.05,1,
2011-11-11,NewLink Genetics,NLNK,Stifel Nicolaus Weisel/ Canaccord Genuity,7,7,7.08,0.01,0,0.08,1,
2011-11-09,Imperva,IMPV,J.P. Morgan/ Deutsche Bank Securities,18,23,24,0.33,5,6,3,
2011-11-08,Selway Capital Acquisition,SWCAU,Aegis Capital/ Chardan Capital Markets,10,10,9.95,-0.01,0,-0.05,1,
2011-11-04,Groupon,GRPN,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse",20,28,26.11,0.31,8,6.11,3,
2011-11-04,"Rentech Nitrogen Partners, L.P.",RNF,Morgan Stanley/ Credit Suisse,20,20,19.85,-0.01,0,-0.15,2,Missed
2011-11-03,Enduro Royalty Trust,NDRO,"Barclays Capital/ Citigroup/ Goldman, Sachs/ RBC Capital Markets/ Wells Fargo Securities",22,21.75,21.26,-0.03,-0.25,-0.74,1,
2011-10-25,Committed Capital Acquisition,CCACU,Broadband Capital Management,5,5.1,5.1,0.02,0.1,0.1,1,
2011-10-19,ZELTIQ Aesthetics,ZLTQ," J.P. Morgan/ Goldman, Sachs & Co. ",13,14.5,15.5,0.19,1.5,2.5,1,
2011-10-14,Ubiquiti Networks,UBNT,UBS Investment Bank/ Deutsche Bank Securities/ Raymond James,15,16.5,17.5,0.17,1.5,2.5,1,
2011-08-17,Tudou Holdings Limited,TUDO,Credit Suisse/ Deutsche Bank Securities,29,25.11,25.59,-0.12,-3.89,-3.41,2,Missed
2011-08-11,Carbonite,CARB,BofA Merrill Lynch/ J.P. Morgan,10,10.93,12.35,0.24,0.93,2.35,1,
2011-08-11,SandRidge Permian Trust,PER,Morgan Stanley/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,18,18,18,0,0,0,1,
2011-08-04,American Capital Mortgage Investment,MTGE,Citi/ Deutsche Bank Securities/ UBS Investment Bank/ Wells Fargo Securities,20,19,18.41,-0.08,-1,-1.59,1,
2011-07-29,C&J Energy Services,CJES,"Goldman, Sachs/ J.P. Morgan/ Citi",29,30,30.5,0.05,1,1.5,3,
2011-07-28,Chefs Warehouse Holdings,CHEF,Jefferies/ BMO Capital Markets/ Wells Fargo Securities,15,17,17.5,0.17,2,2.5,2,
2011-07-28,Horizon Pharma,HZNP,Stifel Nicolaus Weisel/ Cowen/ JMP Securities,9,9,9.15,0.02,0,0.15,1,
2011-07-28,Teavana Holdings,TEA,"BofA Merrill Lynch/ Goldman, Sachs",17,28.95,27.8,0.64,11.95,10.8,3,
2011-07-28,Wesco Aircraft Holdings,WAIR,Barclays Capital/ Morgan Stanley,15,14.75,14.92,-0.01,-0.25,-0.08,1,
2011-07-27,"American Midstream Partners, LP",AMID,Cit/ BofA Merrill Lynch,21,21,20.95,0,0,-0.05,2,Missed
2011-07-27,Dunkin Brands Group,DNKN,"J.P. Morgan/ Barclays Capital/ Morgan Stanley/ BofA Merrill Lynch/ Goldman, Sachs",19,25,27.85,0.47,6,8.85,3,
2011-07-27,Tangoe,TNGO,Deutsche Bank/Stifel Niclous Weisel,10,11,11.65,0.17,1,1.65,1,Missed
2011-07-22,Apollo Residential Mortgage,AMTG,Morgan Stanley/ Credit Suisse/ J.P. Morgan,20,19,18.65,-0.07,-1,-1.35,1,
2011-07-22,Francescas Holdings,FRAN,"Goldman, Sachs/ J.P. Morgan/ Jefferies",17,23,27.65,0.63,6,10.65,3,
2011-07-21,SunCoke Energy,SXC,"Credit Suisse/BofA Merrill Lynch/ Goldman, Sachs & Co.",16,17,17,0.06,1,1,3,
2011-07-20,Skullcandy,SKUL,BofA Merrill Lynch/ Morgan Stanley,20,23,20,0,3,0,3,
2011-07-20,Zillow,Z,Citi,20,60,35.77,0.79,40,15.77,3,
2011-07-15,Blue Wolf Mongolia Holdings,MNGLU,Deutsche Bank Securities,10,9.99,10.03,0,-0.01,0.03,1,
2011-07-15,Nautilus Marine Acquisition,NMAR.U,Maxim Group,10,9.95,9.92,-0.01,-0.05,-0.08,1,
2011-07-14,"Oiltanking Partners, L.P.",OILT,Citi/ Barclays Capital/ J.P. Morgan/ Morgan Stanley,21.5,24,23.7,0.1,2.5,2.2,2,
2011-06-30,Azteca Acquisition,AZTAU,Deutsche Bank Securities,10,10,10,0,0,0,1,
2011-06-30,AG Mortgage Investment Trust,MITT,Deutsche Bank Securities/ Stifel Nicolaus Weisel/ RBC Capital Markets,20,19.64,19.64,-0.02,-0.36,-0.36,1,
2011-06-29,HomeAway,AWAY,Morgan Stanley,27,36.1,40.21,0.49,9.1,13.21,3,
2011-06-24,KiOR,KIOR,"Credit Suisse/ UBS Investment Bank/ Goldman, Sachs",15,15,15,0,0,0,1,
2011-06-22,Fidus Investment,FDUS,Morgan Keegan,15,14.75,15,0,-0.25,0,1,
2011-06-22,Vanguard Health Systems,VHS,BofA Merrill Lynch/ Barclays Capital/ Citi/ Deutsche Bank Securities/ J.P. Morgan,18,18.01,18.05,0,0.01,0.05,1,
2011-06-21,Trio Merger,TMRGU,EarlyBirdCapital,10,10,10.01,0,0,0.01,1,
2011-06-17,Bankrate,RATE,"Goldman, Sachs/ BofA Merrill Lynch / Citi/ J.P. Morgan",15,14,15.34,0.02,-1,0.34,1,
2011-06-16,Empeiria Acquisition,EPAQU,"Cohen & Company Capital Markets, LLC   I-Bankers Securities",10,9.95,10,0,-0.05,0,1,
2011-06-15,Compressco Partners L.P.,GSJK,Raymond James/JPMorgan,20,20,19,-0.05,0,-1,2,Missed
2011-06-15,Pandora Media,P,Morgan Stanley/ J .P. Morgan Securities/ Citi,16,20,17.42,0.09,4,1.42,3,
2011-06-09,Fusion-io,FIO,"Goldman, Sachs/ Morgan Stanley/ J.P. Morgan/ Credit Suisse",19,25,22.5,0.18,6,3.5,1,
2011-06-09,Taomee Holdings,TAOM,Credit Suisse/ Deutsche Bank Securities,9,8.49,8.23,-0.09,-0.51,-0.77,1,
2011-05-31,China Growth Equity Investment,CGEIU,Deutsche Bank Securities,10,10.02,10.03,0,0.02,0.03,1,
2011-05-26,Lone Pine Resources,LPR,J.P. Morgan/ Credit Suisse/ TD Securities,13,12.45,11.55,-0.11,-0.55,-1.45,1,
2011-05-26,Spirit Airlines,SAVE,Citi/ Morgan Stanley,12,11.35,12.11,0.01,-0.65,0.11,1,
2011-05-26,Solazyme,SZYM,"Morgan Stanley/ Goldman, Sachs",18,19.6,20.71,0.15,1.6,2.71,2,
2011-05-24,Yandex N.V.,YNDX,"Morgan Stanley/ Deutsche Bank Securities/ Goldman, Sachs",25,35,38.84,0.55,10,13.84,3,
2011-05-24,Active Network (The),ACTV,BofA Merrill Lynch/ Citi,15,15,15.9,0.06,0,0.9,2,
2011-05-19,LinkedIn,LNKD,Morgan Stanley/ BofA Merrill Lynch /J..P. Morgan Securities,45,83,94.25,1.09,38,49.25,3,
2011-05-13,Global Eagle Acquisition,REAGLU,Citi,10,10,10.2,0.02,0,0.2,1,
2011-05-12,China Zenix Auto International,ZX,Morgan Stanley,6,6,5.85,-0.03,0,-0.15,1,
2011-05-12,NGL Energy Partners LP,NGL,Wells Fargo Securities/ RBC Capital Markets/ SunTrust Robinson Humphrey/ BMO Capital Markets,21,21,20.98,0,0,-0.02,1,
2011-05-12,Phoenix New Media,FENG,Morgan Stanley/ Deutsche Bank Securities/ Macquarie Capital,11,11.1,14.75,0.34,0.1,3.75,1,
2011-05-11,FriendFinder Network,FFN,Imperial Capital/ Ladenburg Thalmann & Co. Inc.,10,10,7.85,-0.22,0,-2.15,1,
2011-05-11,Jiayuan.com International,DATE,BofA Merrill Lynch/ Citi,11,11,10.52,-0.04,0,-0.48,2,Missed
2011-05-11,Kosmos Energy,KOS,Credit Suisse/ Barclays Capital / Citi/,18,19.5,18.24,0.01,1.5,0.24,2,
2011-05-11,RLJ Lodging Trust,RLJ,BofA Merrill Lynch/ Barclays Capital/ Wells Fargo Securities,18,17.25,17.68,-0.02,-0.75,-0.32,1,
2011-05-10,Universal Business Payment Solutions Acquisition,UBPSU,EarlyBirdCapital/ Rodman & Renshaw,6,6,6,0,0,0,1,
2011-05-05,NetQin Mobile,NQ,Piper Jaffray,11.5,11.5,9.3,-0.19,0,-2.2,2,Missed
2011-05-05,SMG Indium Resources,SGMEU,Sunrise Securities/ Rodman & Renshaw,5,5.05,5,0,0.05,0,1,
2011-05-05,Thermon Group Holdings,THR,Barclays Capital/ Jefferies,12,12.05,12.28,0.02,0.05,0.28,1,
2011-05-05,VOC Energy Trust,VOC,Raymond James/ Morgan Stanley,21,22.26,21,0,1.26,0,2,
2011-05-04,Boingo Wireless,WIFI,Credit Suisse/ Deutsche Bank Securities,13.5,12.5,12.1,-0.1,-1,-1.4,3,Missed
2011-05-04,Renren,RENN,Morgan Stanley/ Deutsche Bank Securities/ Credit Suisse,14,19.5,18.01,0.29,5.5,4.01,3,
2011-05-04,RPX Corporation,RPXC,"Goldman, Sachs/ Barclays Capital",19,24.1,23.88,0.26,5.1,4.88,3,
2011-04-21,21Vianet Group,VNET,Morgan Stanley/ Barclays Capital/ J.P. Morgan Securities,15,20.26,18.8,0.25,5.26,3.8,3,
2011-04-21,Responsys,MKTG,Morgan Stanley/ Credit Suisse,12,16,15.4,0.28,4,3.4,2,
2011-04-20,Sagent Pharmaceuticals,SGNT,Morgan Stanley/ BofA Merrill Lynch/ Jefferies & Company,16,18.25,19.9,0.24,2.25,3.9,1,
2011-04-20,Tesoro Logistics LP,TLLP,Citi/ Wells Fargo Securities/ BofA Merrill Lynch/ Credit Suisse,21,23.25,23.5,0.12,2.25,2.5,1,
2011-04-18,Global Cornerstone Holdings,GCRSF,Citi/ Deutsche Bank Securities,10,10,9.95,-0.01,0,-0.05,1,
2011-04-18,Air Lease,AL, J.P. Morgan/ Credit Suisse/ Barclays Capital/ FBR Capital Markets/ RBC Capital Markets/ Wells Fargo Securities ,26.5,27.25,27.95,0.05,0.75,1.45,1,
2011-04-15,Ellie Mae,ELLI,Barclays Capital,6,6,6.77,0.13,0,0.77,1,
2011-04-15,Sequans Communications S.A.,SQNS,UBS Investment Bank/ Jefferies,10,9,8.25,-0.18,-1,-1.75,2,Missed
2011-04-15,STAG Industrial,STIR,BofA Merrill Lynch/ J.P. Morgan/ UBS Investment Bank,13,12,12.5,-0.04,-1,-0.5,1,
2011-04-14,Arcos Dorados Holdings,ARCO,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Itau BBA/ Citi,17,21,21.2,0.25,4,4.2,3,
2011-04-14,Box Ships,TEU,UBS Investment Bank/ Morgan Stanley,12,12,11,-0.08,0,-1,1,
2011-04-14,TMS International,TMS,BofA Merrill Lynch/Credit Suisse/J.P. Morgan,13,12.4,12.58,-0.03,-0.6,-0.42,1,
2011-04-14,Zipcar,ZIP,Goldman Sachs/J.P. Morgan,18,29,28,0.56,11,10,3,
2011-04-13,SCG Financial Acquisition,SCGQU,Lazard Capital Markets/ Ladenburg Thalmann,10,10,10,0,0,0,1,
2011-04-08,"CVR Partners, LP",UAN,"Morgan Stanley/ Barclays Capital/ Goldman, Sachs & Co.",16,18,17.55,0.1,2,1.55,3,
2011-04-08,Golar LNG Partners LP,GMLP,Citi/ BofA Merrill Lynch/ Morgan Stanley,22.5,24.5,24.85,0.1,2,2.35,1,Missed
2011-04-08,PennantPark Floating Rate Capital Ltd.,PFLT,Morgan Stanley/ SunTrust Robinson Humphrey/ UBS Investment Bank,15,14.11,13.4,-0.11,-0.89,-1.6,1,
2011-04-07,SandRidge Mississippian Trust I,SDT, Raymond James/ Morgan Stanley ,21,21.75,24.21,0.15,0.75,3.21,2,
2011-04-04,Tranzyme,TZYM,Citi,4,4,4,0,0,0,1,
2011-04-01,GNC Holdings,GNC,"Goldman, Sachs & Co. / J.P. Morgan",16,16.6,16.75,0.05,0.6,0.75,2,
2011-04-01,Preferred Apartment Communities,APTS,Wunderlich Securities,10,10,9.85,-0.02,0,-0.15,1,
2011-03-30,Apollo Global Management,APO,"Goldman, Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Citi/ Credit Suisse/ Deutsche Bank Securities/ UBS Investment Bank",19,18.7,18.2,-0.04,-0.3,-0.8,1,
2011-03-30,Qihoo 360 Technology,QIHU,UBS Investment Bank/ Citi,14.5,27,34,1.34,12.5,19.5,3,
2011-03-25,ServiceSource International,SREV,Morgan Stanley/ Deutsche Bank Securities,10,13.65,12.18,0.22,3.65,2.18,3,
2011-03-21,Lone Oak Acquisition,LOKAF,EarlyBirdCapita,8,8.03,7.98,0,0.03,-0.02,1,
2011-03-17,Cornerstone OnDemand,CSOD,"Goldman, Sachs/ Barclays Capital",13,18,19.07,0.47,5,6.07,2,
2011-03-11,MagnaChip Semiconductor,MX,Barclays Capital/ Deutsche Bank Securities,14,14,14.01,0,0,0.01,1,
2011-03-10,HCA Holdings,HCA,"BofA Merrill Lynch/ Citi/ J.P. Morgan/ Barclays Capital/ Credit Suisse/ Deutsche Bank Securities/ Goldman, Sachs/ Morgan Stanley/ Wells Fargo Securities",30,31.2,31.02,0.03,1.2,1.02,2,
2011-02-25,Solar Senior Capital Ltd.,SUNS,Citi/ Wells Fargo Securities/ Deutsche Bank Securitie/ SunTrust Robinson Humphrey,20,19.7,19.6,-0.02,-0.3,-0.4,1,
2011-02-22,China VantagePoint Acquisition,CHVF,EarlyBirdCapital,6,5.99,5.99,0,-0.01,-0.01,1,
2011-02-16,RLJ Acquisition,RLJAU,Lazard Capital Markets,10,10,10.02,0,0,0.02,1,
2011-02-15,Zuoan Fashion Limited,ZA,Cowen ,7,7,7.04,0.01,0,0.04,1,
2011-02-11,AcelRx Pharmaceuticals,ACRX,Piper Jaffray,5,5,4.55,-0.09,0,-0.45,1,
2011-02-11,Kinder Morgan,KMI,"Goldman, Sachs/ Barclays Capital",30,31.7,31.05,0.04,1.7,1.05,2,
2011-02-11,Kips Bay Medical,KIPS,"Rodman & Renshaw, LLC/ Newbridge Securities Corporation",8,8,7.93,-0.01,0,-0.07,1,
2011-02-10,Fluidigm,FLDM,Deutsche Bank Securities/ Piper Jaffray,13.5,13.5,14.02,0.04,0,0.52,1,
2011-02-09,Gevo,GEVO,UBS Investment Bank/ Piper Jaffray/ Citi,15,15.6,16.44,0.1,0.6,1.44,2,
2011-02-09,Summit Hotel Properties,INN,Deutsche Bank Securities/ Baird/ RBC Capital Markets,9.75,9.9,9.69,-0.01,0.15,-0.06,1,
2011-02-08,China Century Dragon Media,CDM,WestPark Capital/I-Bankers Securities,5.25,5.25,5.3,0.01,0,0.05,1,
2011-02-08,Imperial Holdings,IFT,FBR Capital Markets,10.75,10.75,10.81,0.01,0,0.06,1,
2011-02-04,Endocyte,ECYT,RBC Capital Markets/ Leerink Swann,6,6.4,7.73,0.29,0.4,1.73,1,
2011-02-04,BG Medicine,BGMD,Lazard Capital Markets,7,7.38,8.05,0.15,0.38,1.05,1,
2011-02-03,Pacira Pharmaceuticals,PCRX,Barclays Capital/ Piper Jaffray,7,7,7.02,0,0,0.02,1,
2011-02-03,Tornier B.V.,TRNX,BofA Merrill Lynch/J.P. Morgan,19,19,18.05,-0.05,0,-0.95,3,Missed
2011-02-03,Trunkbow International Holdings,TBOW,Roth Capital Partners,5,4.65,4.74,-0.05,-0.35,-0.26,1,
2011-02-02,Epocrates,EPOC,J.P.Morgan/ Piper Jaffray,16,20,21.96,0.37,4,5.96,3,
2011-02-02,NeoPhotonics,NPTN,BofA Merrill Lynch/ Deutsche Bank Securities,11,14,13.25,0.2,3,2.25,3,
2011-01-28,BankUnited,BKU,"Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities/ Goldman, Sachs",27,29.6,28.4,0.05,2.6,1.4,3,
