symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,netInterestIncome,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
CVT,6/30/2013,USD,38119000,26935000,5177000,5177000,-1624000,21075000,2790000,0,0,0,0,0,0,0,0,0,-1241000,1098000,0,0,0,0,0,-2287000
CWH,9/30/2016,USD,280236000,991071000,710835000,723886000,87741000,186255000,0,192495000,0,0,0,17037000,0,0,0,6219000,70704000,2288000,0,0,0,87741000,93960000,68416000
CWK,6/30/2018,USD,409600000,1974300000,1564700000,1564700000,32500000,311900000,0,-1597200000,0,0,0,52000000,0,2400000,0,0,-17100000,15100000,0,-32200000,0,100100000,0,-32200000
CYNI,3/31/2013,USD,0,26319000,14827000,14827000,0,18119000,7239000,0,0,0,0,126000,0,0,0,0,0,21000,0,0,0,0,0,0
DADA,6/30/2020,CNY,222918000,1323049000,1100131000,1100131000,-471911000,551052000,128601000,1794960000,0,13172000,15286000,2114000,0,0,0,0,-458739000,-1253000,0,-457486000,0,-456625000,0,-457486000
DANG,12/31/2010,USD,0,110932000,85088000,85088000,1287000,23513000,0,0,0,0,0,0,0,0,0,0,2005000,0,0,0,0,0,0,2276000
DAO,9/30/2019,CNY,89234000,345908000,256674000,256674000,-234742000,249047000,74929000,580650000,0,-4071000,-4071000,-0.01,0,0,0,0,-229874000,802000,0,-230676000,0,-234742000,0,-231130000
DATE,3/31/2011,USD,0,10444000,3355000,3355000,2526000,4563000,294000,0,0,0,0,0,0,0,0,0,2544000,689000,0,0,0,0,0,1855000
DAVA,6/30/2018,USD,21415000,61473000,40058000,40058000,9352083.06,14982000,0,1.05899E+14,0,0,0,-114338.28,0,0,0,0,8779077.41,2341963.46,0,6437113.94,0,8285000,0,6437113.94
DBX,3/31/2018,USD,195700000,316300000,120600000,120600000,-465900000,283100000,378500000,661600000,1400000,0,0,1200000,0,3400000,34100000,0,-463700000,1800000,0,-465500000,-464100000,-465900000,0,-465500000
DEP,12/31/2006,USD,0,184376000,164195000,164195000,14278000,0,0,0,0,0,0,0,0,0,0,0,15065000,0,0,0,0,0,0,15065000
DERM,9/30/2014,USD,0,0,7706000,7706000,-7716000,1688000,6028000,7716000,0,0,0,47000,0,-84000,0,0,-7847000,0,0,-7847000,0,-7800000,0,-7847000
DESP,9/30/2017,USD,93599000,131468000,37869000,37869000,18277000,56415000,18907000,74166000,0,0,0,-16515000,0,0,0,0,15397000,4190000,0,47168000,0,22068000,0,11207000
DFPHU,3/31/2020,USD,0,0,0,0,-87774,38074,0,87774,0,42685,42685,0,0,0,0,0,-45089,0,0,-45089,0,-87774,0,-45089
DMTX,9/30/2015,USD,0,2061000,12500000,12500000,0,0,10372000,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0
DNJR,3/31/2018,USD,2453876,4907750,0,0,-412000,5454810,138473,2865876,0,0,0,-510,0,0,0,0,-337909,33719,0,-371627,0,-641980,0,-373964
DNK,12/31/2019,CNY,2015123000,2129348000,114225000,114225000,-837694000,2299510000,50124000,2967042000,0,-83298000,-83298000,99427000,0,0,0,0,-920992000,0,0,-920992000,0,-821565000,0,-919806000
DOLE,9/30/2009,USD,0,1938173000,1723807000,1723807000,27823000,148979000,0,0,0,0,0,69955000,0,0,0,0,0,0,0,0,0,0,0,0
DOTAU,9/30/2017,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6550,1207,0,5343,0,0,0,5343
DOVA,6/30/2017,USD,0,0,0,0,33000,5198000,3293000,-15726000,0,0,0,295000,0,0,0,0,10848000,0,0,16189000,0,15726000,0,-83000
DOYU,6/30/2019,CNY,301050000,1872729000,1571679000,1571679000,-9960000,241103000,84404000,1882689000,0,35166000,35166000,0,0,0,0,0,21440000,0,0,23156000,0,-9960000,0,22276000
DPHCU,3/31/2019,USD,0,0,0,0,-88263,88263,0,88263,0,431214,431214,0,0,0,0,0,342951,80060,0,262896,0,-88263,0,262896
DPLO,9/30/2014,USD,40165000,595529000,552578000,552578000,5859000,33703000,0,34306000,0,0,0,734000,0,-231000,0,0,6968000,2427000,0,4541000,0,5628000,0,4541000
DPRX,3/31/2014,USD,0,0,0,0,0,2544000,1817000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRII,6/30/2013,USD,182873000,173200000,-9000000,-9000000,304593000,87285000,0,-121720000,0,0,0,-24794000,0,-8000,0,0,18367000,411000,0,17956000,0,304585000,0,17956000
DRTX,6/30/2012,USD,0,0,0,0,0,18920000,16528000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSKY,6/30/2014,USD,0,30226000,17248000,17248000,0,30330000,1804000,0,0,0,0,0,0,0,0,0,0,1363000,0,0,0,0,0,0
DTEA,5/31/2015,USD,0,25044694.02,12782489.11,12782489.11,0,12702269.08,0,0,0,0,0,236076.09,0,0,0,0,0,0,0,0,0,0,0,0
DUO,9/30/2019,CNY,198849000,947963000,749114000,749114000,76836000,48614000,73399000,871127000,0,0,0,0,0,0,0,0,80308000,-3.64,0,80308000,0,76836000,0,80308000
DWRE,3/31/2012,USD,10671000,16090000,5419000,5419000,-1843000,9043000,3471000,12514000,0,0,0,74000,0,-200000,0,0,-2117000,126000,0,-2243000,0,-2043000,0,-2243000
EAF,3/31/2018,USD,306750000,451899000,145149000,145149000,290445000,15876000,429000,16305000,0,0,0,37865000,0,-1890000,0,0,250690000,28643000,0,222047000,0,284807000,0,223673000
EBON,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367524,0,0,0,0,0,0
EB,9/30/2018,USD,42151000,73628000,31477000,31477000,-13054000,42349000,12856000,55205000,0,0,0,3300000,0,1414000,1300000,0,-35633000,-117000,0,-35516000,0,-13054000,0,-35516000
EDTK,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872003,0,0,0,0,0,0
EEX,3/31/2017,USD,99065000,135654000,36589000,36589000,56525000,31965000,0,42540000,0,0,0,9648000,0,0,200000,0,46877000,18530000,0,28347000,0,56525000,0,28347000
EHIC,12/31/2014,USD,132465772,38673000,20243000,20243000,-17852857,8360000,0,869018043,0,0,0,3866000,0,0,0,0,-91233780,1821657,0,-93145437,0,-17852857,0,-93145437
EH,12/31/2019,CNY,33196000,54684000,21488000,21488000,2145000,17521000,15468000,52539000,0,-191000,237000,428000,0,0,0,0,476000,627000,0,-156000,0,2679000,0,-1933000
ELVT,3/31/2017,USD,58978000,156367000,97389000,97389000,21616000,34754000,0,37362000,0,0,0,19246000,0,435000,0,2608000,2805000,1137000,0,1668000,1591000,21616000,24224000,1668000
ENP,9/30/2007,USD,0,33545000,11386000,11386000,5026000,6972000,0,0,0,0,0,4873000,0,0,0,0,-315000,31000,0,0,0,0,0,-282000
ENTX,6/30/2018,USD,0,0,0,0,-1356000,409000,1765000,1356000,0,0,0,-23000,0,0,0,0,1563000,0,0,1563000,0,-1356000,0,1563000
ENVI,3/31/2012,USD,8280000,13416000,5136000,5136000,-2149000,8432000,1994000,10429000,0,0,0,9000,0,27000,0,0,-2131000,106000,0,-2237000,0,-2122000,0,-2237000
ENZY,9/30/2013,USD,0,17754000,8781000,8781000,3233000,5355000,1445000,0,0,0,0,0,0,0,0,0,3342000,82000,0,0,0,0,0,3260000
EOPN,8/31/2012,USD,0,22891000,5276000,5276000,4767000,12462000,3557000,0,0,0,0,159000,0,0,0,0,4598000,32000,0,0,0,0,0,4566000
EPRT,6/30/2018,USD,21313000,21664000,380000,380000,16757000,2987000,0,11505000,0,0,0,8634000,0,2412000,0,7611000,3486000,87000,0,1087000,3400000,16757000,24368000,3399000
EQH,3/31/2018,USD,2835000000,2835000000,1925000000,1925000000,370000000,0,0,2465000000,0,0,0,46000000,0,0,0,0,247000000,79000000,0,291000000,-670000000,293000000,0,168000000
ESSCU,3/31/2020,USD,0,0,0,0,-94824,0,0,94824,0,792381,792381,0,0,0,0,0,697557,0,0,697557,0,-94824,0,697557
ESTA,6/30/2018,USD,8217000,13709000,5492000,5492000,-6317000,11218000,3705000,14534000,0,0,0,2173000,0,3671000,0,0,-5208000,152000,0,-5360000,0,-2646000,0,-5360000
ESTC,10/31/2018,USD,44988000,63575000,18587000,18587000,-27070000,46726000,25332000,72058000,0,0,0,0,0,264000,0,0,-26806000,733000,0,-27539000,0,-26806000,0,-27539000
ETTX,9/30/2018,USD,-5000000,5000000,10124000,10124000,-21928000,2548000,8086000,-12027000,0,0,0,0,0,-8473000,0,0,-8473000,0,0,-8473000,0,-8473000,0,-8473000
EVBG,9/30/2016,USD,13759000,19932000,6173000,6173000,-2429000,12271000,3917000,16188000,0,0,0,195000,0,30000,0,400000,-2594000,35000,0,-2629000,-2563000,-2429000,-2029000,-2629000
EVDY,3/31/2014,USD,37505000,37505000,11421000,11421000,-1493000,28802000,10762000,-38998000,0,0,0,1863000,0,-4114000,0,0,-7470000,289000,0,-7759000,0,-5607000,0,-7759000
EVOP,6/30/2018,USD,140891000,140891000,50364000,50364000,-45973000,115567000,0,186864000,0,0,0,21560000,0,-2620000,9500000,20933000,-11896000,-28609000,0,-40667000,15082000,-45973000,-25040000,16713000
EVVV,6/30/2005,USD,0,31540000,11616000,11616000,0,44188000,12759000,0,0,0,0,6346000,0,0,0,0,0,0,0,0,0,0,0,0
EXA,7/31/2012,USD,0,11833000,2786000,2786000,887000,7737000,4157000,0,0,0,0,409000,0,0,0,0,1249000,367000,0,0,0,0,0,882000
EXPCU,9/30/2019,USD,0,0,0,0,-43053,43053,0,43053,0,168280,168280,0,0,0,0,0,125227,0,0,99139,0,-43053,0,99139
EYEN,12/31/2017,USD,0,0,0,0,-5132367,2151000,1690000,5132367,0,0,0,0,0,0,0,0,-5129987,0,0,-5129987,0,-5132367,0,-5129987
FAMI,3/31/2018,USD,2968330,16799050,13830720,13830720,1277590,1168000,0,1167990,0,0,-85760,-43069,0,0,0,0,1199280,796,0,598843,0,1980680,0,1199350
FBM,12/31/2016,USD,132257000,462194000,329937000,329840000,-8804000,110089000,0,127862000,0,0,0,15309000,0,-7265000,6867000,17773000,-18179000,-9375000,0,-28370000,-9682000,-8804000,8969000,-8804000
FCB,6/30/2014,USD,44607000,44607000,10535000,10535000,75351000,30744000,0,-30744000,0,0,0,13872000,0,0,0,0,13863000,4697000,0,9166000,0,75351000,0,9166000
FDC,9/30/2015,USD,0,2920000000,1691000000,1691000000,422000000,521000000,0,0,0,0,0,388000000,0,0,0,0,-43000000,32000000,0,0,0,0,0,0
FEDU,11/30/2017,USD,102711000,13132000,22907000,22907000,15813000,5340000,0,110695500,0,0,0,0,0,0,0,0,3460000,1861000,0,22377000,0,40949500,0,1653000
FELP,6/30/2014,USD,109836000,266677000,155282000,155282000,66174000,2565000,0,43662000,0,0,0,31949000,0,-4979000,0,0,31744000,0,0,30845000,0,61195000,0,30354000
FGL,12/31/2013,USD,119255000,336111000,216856000,216856000,70359000,26004000,0,48896000,0,0,0,5624000,0,0,0,0,64735000,22041000,0,42694000,0,70359000,0,42694000
FGXI,9/30/2007,USD,0,53919000,21694000,21694000,6484000,21130000,0,0,0,0,0,6038000,0,0,0,0,502000,539000,0,0,0,0,0,0
FIO,6/30/2011,USD,0,71689000,22938000,22938000,9634000,37800000,8966000,0,0,0,0,1590000,0,0,0,0,7024000,1260000,0,0,0,0,0,5764000
FIXX,3/31/2018,USD,823372,823372,7997605,7997605,-11002255,3828022,7997605,11825627,0,0,0,0,0,479483,220596,0,-10522772,0,0,-10522772,-10535629,-11002255,0,-10522772
FLGT,9/30/2016,USD,2868000,5011000,2143000,2143000,-695000,2040000,1523000,3563000,0,0,0,0,0,5000,0,304000,-690000,417000,0,-1107000,-1107000,-695000,-391000,-1107000
FLLCU,6/30/2019,USD,0,0,0,0,-172,172,0,172,0,0,0,0,0,0,0,0,-172,0,0,-172,0,-172,0,-172
FLTX,9/30/2012,USD,0,33225000,6549000,6549000,2463000,21140000,1870000,0,0,0,0,563000,0,0,0,0,2082000,868000,0,0,0,0,0,1214000
FMI,9/30/2013,USD,5350000,8208000,2858000,2858000,-11124000,9486000,6988000,16474000,0,0,0,61000,0,-1278000,1086000,1086000,-12463000,0,0,-12463000,-12463000,-11124000,-10038000,-12463000
FMR,9/30/2006,USD,0,33576000,18950000,18950000,14021000,0,0,0,0,0,0,2841000,0,0,0,0,10844000,3918000,0,0,0,0,0,6926000
FMSA,9/30/2014,USD,135112000,373479000,228583000,229887000,114930000,29954000,0,29954000,0,-16567000,0,16567000,0,-2206000,0,0,75598000,21436000,0,54162000,0,114930000,0,54077000
FMTX,6/30/2020,USD,0,0,0,0,-26959000,6448000,20511000,26959000,0,895000,895000,0,0,0,0,0,-28678000,-3238000,0,-25440000,0,-24095000,0,-25440000
FOGO,6/30/2015,USD,20150000,68210000,48060000,48060000,-8444000,25038000,0,28594000,0,0,0,3813000,0,7000,0,0,-12100000,-14616000,0,2516000,0,-8437000,0,2461000
FPH,3/31/2017,USD,9207000,92303000,83096000,83096000,-20248000,27175000,0,29455000,0,0,0,0,0,-2876000,0,0,-23124000,0,0,-23124000,-7828000,-23124000,0,-7842000
FRF,12/31/2010,USD,0,50115000,39992000,39992000,8831000,0,0,0,0,0,0,2342000,0,0,0,0,6392000,1831000,0,0,0,0,0,4510000
FRLN,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRSH,4/30/2014,USD,13454000,23117000,8411000,8411000,812000,10283000,0,12623000,0,0,0,2316000,0,-1234000,0,0,-2719000,-1112000,0,-1607000,0,-422000,0,-1607000
FRTA,9/30/2016,USD,101313000,409376000,339819000,339819000,42499000,62355000,0,60760000,0,-31756000,0,31756000,0,0,16300000,0,16522000,8154000,31756000,4368000,9163000,42499000,0,8368000
FSACU,6/30/2017,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1686,0,0,-1686,0,0,0,-1686
FSLY,6/30/2019,USD,25389000,46173000,20784000,20784000,-11681000,25826000,11244000,37070000,0,-2128000,861000,2989000,0,-1696000,3900000,0,-15505000,82000,0,-15587000,-15594000,-11681000,0,-15587000
FTCH,9/30/2018,USD,67387000,134541000,67154000,67154000,-76800000,138173000,19034000,144192000,0,0,0,-537000,0,0,0,0,-76072000,1183000,0,-77255000,0,-70146000,0,-77255000
FTHM,6/30/2020,USD,2331965,38688744,36356779,36356779,184457,2147508,0,2147508,0,-32659,0,32659,0,10000,8000,0,161798,1000,0,160798,0,184457,0,160798
FTSV,6/30/2018,USD,0,0,0,0,-16958000,16861000,15853000,16958000,0,0,0,0,0,0,0,0,-16722000,0,0,-16722000,0,-16958000,0,-16722000
FUEL,9/30/2013,USD,30581000,62458000,30176000,30176000,-4246000,30363000,4464000,34827000,0,0,0,251000,0,-2230000,0,0,-6727000,133000,0,-6860000,0,-6476000,0,-6860000
FUSN,6/30/2020,USD,0,0,0,0,-7261000,3988000,3325000,7261000,0,22000,22000,0,0,0,0,0,-44583000,150000,0,-44733000,0,-1098000,0,-44733000
FUTU,3/31/2019,HKD,175158000,236449000,61291000,61291000,62304000,59429000,0,112854000,0,87448000,107873000,20425000,0,0,0,0,61377000,15836000,0,45541000,0,0,0,45541000
FVRR,6/30/2019,USD,20607000,25912000,5305000,5305000,-9323000,21473000,8457000,29930000,0,-10000,-10000,-10000,0,0,0,0,-9333000,20000,0,-9353000,0,-8413000,0,-9353000
GBIO,6/30/2020,USD,0,0,0,0,-17764000,4308000,13456000,17764000,0,33000,0,0,0,0,0,0,-17731000,0,0,-17731000,0,-16939000,0,-17731000
GDS,9/30/2016,USD,65642000,44333000,23897000,23897000,1836000,9299000,321000,132102000,0,0,0,-32892000,0,0,0,0,0,-4626000,0,0,0,126054000,0,61424000
GFL,3/31/2020,USD,79021000,931324000,852303000,852303000,-76100000,149189000,0,155059000,0,-269409000,-287000000,269409000,0,0,0,0,-365700000,-87726000,0,-277950000,0,-430880000,0,-278000000
GHG,3/31/2018,USD,22264524.96,196000000,10367179.68,10367179.68,19387718.18,94600000,0,13243986.47,0,0,0,-86279.12,0,0,0,0,19168499.8,4811467.4,0,14357032.4,0,113200000,0,14361732.51
GHIVU,12/31/2019,USD,0,0,0,0,-17785,16672,0,17785,0,0,0,0,0,0,0,0,-17771,0,0,-17771,0,-17785,0,-17771
GHSI,3/31/2019,USD,149046,194464,93492,93492,-1181493,1301511,29028,1330539,0,-17572,-17570,17572,242538,0,0,68102,-1388830,0,17572,-977887,-977887,-1181493,-1113391,-1385099
GH,9/30/2018,USD,21692000,21692000,10051000,10051000,-24205000,21593000,14253000,45897000,0,0,0,304000,0,43000,1700000,0,-24458000,0,0,-23508000,-24297000,-24205000,0,-24458000
GIMO,6/30/2013,USD,23554000,32409000,8855000,8206000,-32345000,55899000,17097000,55899000,0,0,0,0,0,0,0,0,0,-22569000,0,0,0,0,0,-9793000
GI,6/30/2015,USD,0,18642000,10874000,10874000,0,18167000,4623000,0,0,0,0,1503000,0,0,0,0,0,280000,0,0,0,0,0,0
GLBL,6/30/2015,USD,0,25681000,4120000,4120000,11442000,6783000,0,0,0,0,0,28186000,0,0,0,0,0,0,0,0,0,0,0,0
GMAB,6/30/2019,DKK,31.97,773914000,0,0,137167000,73371000,563376000,636747000,0,-26639000,-26639000,-1.1,0,0,0,0,110528000,25643000,0,84885000,0,137167000,0,84885000
GMDA,9/30/2018,USD,0,0,0,0,-7570000,2438000,5132000,7570000,0,0,0,-2356000,0,0,0,0,-9822000,0,0,-9822000,0,-12028000,0,-9822000
GNLN,3/31/2019,USD,8986785,49897604,40910819,40910819,-5163541,13466000,0,14150326,0,-601880,-12665000,601880,0,-12489143,357000,684077,-17652684,11665,0,-17664349,0,-5163541,-4479464,-17664349
GNPX,3/31/2018,USD,0,0,0,0,-686631,634063,51621,686631,0,0,0,7398,0,28,0,0,-694001,0,0,-694001,0,-685656,0,-694001
GNRSU,12/31/2019,USD,0,0,0,0,-2200,0,0,0,0,0,0,0,0,0,0,0,-2200,0,0,0,0,0,0,-2200
GNRT,6/30/2015,USD,92734000,116480000,23746000,23746000,29621000,52102000,0,63298000,0,0,0,3513000,0,-6022000,0,0,19901000,0,0,19901000,0,23414000,0,19901000
GOED,6/30/2020,USD,2599873,15285031,12685158,12685158,-60230,2568313,0,15345261,0,-762919,1062,234908,0,0,0,0,-4705781,-688953,0,-4016828,0,-493571,0,-4016828
GOMO,12/31/2013,USD,0,16740000,4197000,4197000,3655000,8888000,2883000,0,0,0,0,0,0,0,0,0,3706000,0,0,0,0,0,0,5202000
GOOS,3/31/2017,USD,68943138.29,38380530.31,17506196.95,17506196.95,-11877112.6,30039059.57,0,158144670.6,0,0,0,3013595.73,0,0,0,0,-17041237.89,-3935251.26,0,-13105986.63,0,-11877112.6,0,-13105986.63
GRCYU,6/30/2020,USD,0,0,0,0,-1203,1203,0,1203,0,0,0,0,0,0,0,0,-1203,0,0,-1203,0,-1203,0,-1203
GRIL,12/31/2019,USD,-1615698,-337941,1277757,1415340,-883615,676032,0,2837404,0,-1615698,0,1615698,1277757,-2841,74235,90318,-23010130,0,1615698,-23010130,-23010130,-883615,-793297,-23010130
GRM,12/31/2009,USD,0,534666000,408685000,408685000,57469000,28912000,9900000,0,0,0,0,50742000,0,0,0,0,0,5193000,0,0,0,0,0,0
GRNVU,12/31/2019,USD,0,0,0,0,-107938,107938,0,107938,0,93286,93286,0,0,0,0,0,-16303,0,0,-12879,0,-107938,0,-12879
GSHD,3/31/2018,USD,14588881,14589000,6835425,6835425,4763000,9209046,0,9825669,0,0,0,995402,0,0,0,0,3767810,0,0,3767810,0,4763000,0,3767810
GSUM,9/30/2016,USD,0,14803000,817000,817000,0,15367000,5965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSX,6/30/2019,CNY,439600000,622834000,183234000,183234000,58953000,309077000,41128000,380647000,0,3990000,5106000,0,0,0,0,0,64683000,4539000,0,16374000,0,69928000,0,50265000
GTES,12/31/2017,USD,302000000,781800000,479800000,425800000,91900000,191600000,68600000,3245600000,0,0,0,55600000,0,-12100000,0,0,13400000,-105400000,0,60700000,114100000,91900000,0,118800000
GTHX,6/30/2017,USD,0,0,0,0,-15379000,1712000,13667000,15379000,0,0,0,0,0,185000,0,0,-15194000,0,0,-15194000,0,-15194000,0,-15194000
GTH,6/30/2020,CNY,64223000,101735000,37512000,37512000,-52876000,88524000,29845000,-1270000,0,-629000,198000,827000,0,0,0,0,-2832363000,0,0,-2832363000,0,-2831269000,0,-2832363000
HABT,12/31/2014,USD,37277000,48353000,38567000,38567000,1290000,6015000,0,165105000,0,0,0,153000,0,0,0,0,943000,299000,0,7552000,0,9514000,0,-32000
HAPP,9/30/2019,USD,32247070,63936190,31689120,31689120,9822250,8242490,567253,10404190,0,0,-13050,-21443,0,0,0,0,9904450,740577,0,4211649,0,22217890,0,8423300
HARP,12/31/2018,USD,-7655000,1063000,8717000,8717000,-9869000,2215000,8717000,10932000,0,0,0,0,0,-8000,0,300000,-9731000,0,0,-9731000,-9732000,-9869000,-9569000,-9729000
HAWK,3/31/2013,USD,185050000,185050000,43358000,43358000,300000,168829000,0,184750000,0,0,0,0,0,277000,0,0,577000,318000,0,259000,0,577000,0,346000
HCCOU,12/31/2019,USD,0,0,0,0,-96257,96257,0,96257,0,137528,137528,0,0,0,0,0,28305,0,0,22272,0,-96257,0,22272
HCDI,9/30/2020,USD,622600,7806500,7183900,7183900,-835600,0,0,8642100,0,-163900,0,163900,0,0,0,0,-1011900,-571600,0,-440300,0,-636200,0,-437100
HDP,12/31/2014,USD,0,12660000,58394000,58394000,0,46281000,11501000,0,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,0
HHHHU,12/31/2018,USD,0,0,0,0,-60840,0,0,0,0,0,0,0,0,0,0,0,-60840,0,0,0,0,0,0,-60840
HHR,3/31/2019,RUB,1198300000,1678400000,480200000,480200000,579793000,436500000,0,618400000,0,-141623000,26207000,167830000,0,0,0,0,415529000,176782000,0,238747000,0,387000000,0,209391000
HIFR,12/31/2014,USD,99335000,45044000,9255000,9255000,30003000,5786000,0,51976000,0,0,0,8377000,0,0,0,0,4057000,297000,0,29780000,0,82439000,0,2924000
HIRE,6/30/2007,USD,0,18576000,8813000,8813000,3127000,6315000,1023000,0,0,0,0,0,0,0,0,0,3243000,1343000,0,0,0,0,0,1900000
HKIB,6/30/2019,HKD,286727894,196022160,25639284,25639284,258668974,28003280,0,53698204,0,-5433843,110927830,5417177,0,0,0,0,252684655,33013010,0,219671645,0,363612490,0,219671645
HOTH,3/31/2019,USD,0,0,0,0,-829370,621990,144750,829365,0,0,0,0,0,0,0,0,-829370,0,0,-829365,0,-829063,0,-829370
HPTX,6/30/2012,USD,0,0,0,0,0,4753000,2732000,0,0,0,0,1282000,0,0,0,0,0,0,0,0,0,0,0,0
HUD,12/31/2017,USD,1085500000,450400000,168900000,168900000,12100000,240200000,0,1731600000,0,0,0,7500000,0,0,0,0,100000,34900000,0,-26000000,0,39100000,0,-53900000
HUIZ,12/31/2019,CNY,97827000,258263000,160436000,160436000,-7757000,95904000,11825000,108172000,0,-1521000,115000,-75000,0,0,0,0,-7774000,-319000,0,-7545000,0,-6688000,0,-7545000
HUYA,3/31/2018,USD,20866013.85,134317649.9,113451636,113451636,4482286.44,9827720.72,8193296.71,129835363.4,0,0,0,0,0,0,0,0,4289945.07,-710771.44,0,5000716.5,0,4482286.44,0,5000716.5
HYRE,6/30/2018,USD,1076952,2273499,1196547,1196547,-3169681,3949675,296958,4246633,0,0,0,1874685,0,2081,0,0,-5042285,0,0,-5042285,0,-3169681,0,-5042285
IBEX,6/30/2020,USD,31871000,100880000,69009000,69009000,2303000,15313000,0,8019000,0,-2238000,0,-4737000,0,0,0,0,-2972000,833000,0,-3805000,0,-1697000,0,-3805000
ICEL,6/30/2013,USD,0,2812000,7531000,7531000,0,0,3911000,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
ICLK,12/31/2017,USD,9720000,39760000,30050000,30050000,-11379000,14030000,1200000,15540000,0,0,0,130000,0,0,0,0,-30330000,49000,0,-30098500,0,-10610000,0,-30980000
IFRX,9/30/2017,USD,0,0,0,0,-12345000,4132000,3299000,12345000,0,0,0,1070000,0,0,0,0,-15460000,0,0,-15460000,0,-12345000,0,-15460000
IGMS,9/30/2019,USD,-4323000,0,4323000,4323000,-10673000,2394000,8279000,10673000,0,0,0,0,0,0,0,0,-10172000,0,0,-10172000,0,-9313000,0,-10172000
IIIV,6/30/2018,USD,21619000,84536000,62917000,55705000,2923000,10696000,0,14847000,0,-2644000,0,2644000,0,-242000,0,0,128000,692000,0,-655000,0,2923000,0,-564000
IMAB,12/31/2019,CNY,0,30000000,0,0,-333471000,654553000,262038000,333471000,0,7217000,7742000,525000,0,0,0,0,-348570000,0,0,-348570000,0,-1413367000,0,-348570000
IMDZ,6/30/2014,USD,0,1064000,5690000,5690000,-10200000,0,3883000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14349000
IMPR,6/30/2014,USD,16358000,23234000,6875000,6875000,-3460000,13527000,6291000,19818000,0,0,0,0,0,-31000,0,0,-3491000,61000,0,-3552000,0,-3491000,0,-3552000
IMRA,3/31/2020,USD,0,0,0,0,-7352000,1559000,5793000,7352000,0,132000,132000,0,0,0,0,0,-7215000,0,0,-7215000,0,-7328000,0,-7215000
IMS,3/31/2014,USD,0,645000000,298000000,298000000,75000000,165000000,0,0,0,0,0,89000000,0,0,0,0,0,0,0,0,0,0,0,0
INAQU,9/30/2020,USD,0,0,0,0,-85001,0,0,85001,0,1386,1386,0,0,0,0,0,-83615,0,0,-83615,0,-85001,0,-83615
INDO,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDUU,6/30/2017,USD,0,0,0,0,-45000,1674946,0,0,0,0,0,0,0,0,0,0,-874,0,0,-874,0,0,0,-874
INMD,6/30/2019,USD,33922000,38797000,4875000,4875000,15727000,16611000,1584000,23070000,0,382000,382000,0,0,0,0,0,16109000,274000,0,15835000,0,15801000,0,15797000
INNL,6/30/2014,USD,0,1791000,1892000,1892000,0,3921000,732000,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0
INSP,3/31/2018,USD,7748000,10042000,2294000,2294000,7748000,11213000,1730000,12943000,0,0,0,213000,0,-19000,0,90000,-6501000,0,1385000,-6501000,7748000,7748000,-5105000,-6501000
INST,9/30/2015,USD,14100000,20894000,6794000,5983000,-10103000,24200000,6525000,24203000,0,0,0,28000,0,-52000,737000,0,-10186000,26000,0,0,-10212000,-10103000,0,-10212000
INVN,12/31/2011,USD,0,41229000,18025000,18025000,13506000,9185000,4758000,0,0,0,0,0,0,0,0,0,13463000,2887000,0,0,0,0,0,10576000
INZY,6/30/2020,USD,0,0,0,0,-9548000,1671000,7877000,9548000,0,71000,71000,0,0,0,0,0,-9473000,0,0,-9473000,0,-9522000,0,-9473000
IOTS,9/30/2015,USD,5033000,11143000,6110000,5764000,-1229000,5953000,3217000,6262000,0,0,0,336000,0,494000,0,300000,-1071000,5000,0,0,-1031000,-735000,-435000,-1076000
IQ,3/31/2018,USD,4631159.94,776579094,771947934.1,771947934.1,-169171244.3,112130722.1,61671682.19,945750338.4,0,0,0,-1325531.41,0,0,0,0,-63090995.94,81044.5,0,-63172040.44,0,-169171244.3,0,-63003423.29
