SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
MBRX,2018-09-30,USD,-21000,-21000,None,None,-2591000,1248000,1332000,2591000,None,1000,None,-1000,None,552000,None,None,-2038000,None,None,-2040000,-2023000,-2591000,None,-2038000
MBRX,2018-06-30,USD,3000,3000,None,None,-5458000,1220000,4231000,5458000,None,3000,None,-3000,None,330000,None,None,-5125000,None,None,-5128000,-5119000,-5458000,None,-5125000
MBRX,2018-03-31,USD,1000,1000,None,None,-2637000,1392000,1237000,2637000,None,1000,None,-1000,None,709000,None,None,-1927000,None,None,-2637000,-2637000,-2637000,None,-1927000
MBRX,2017-12-31,USD,3000,3000,None,None,-3393000,1103000,2285000,3393000,None,2000,None,-2000,None,None,None,None,-9805000,None,-2000,-3393000,-3393000,-3393000,None,-3185000
MBRX,2017-09-30,USD,7000,7000,None,None,-2404000,1338000,1061000,2404000,None,-1000,None,1000,None,-470000,None,None,-2875000,None,1000,-2403000,-2403000,-2404000,None,-2866000
MBRX,2017-06-30,USD,0,0,None,None,-1320000,800000,515000,1320000,None,0,None,0,None,-3342000,None,None,-4662000,None,0,-1320000,-1320000,-1320000,None,-3424000
MBRX,2017-03-31,USD,-1000,-1000,None,None,-1535000,848000,683000,1535000,None,-1000,None,1000,None,1058000,None,None,-478000,None,1000,-1536000,-1536000,-1535000,None,-329000
MBRX,2016-12-31,USD,-5907,-5907,None,None,-1417407,533811,879063,1417407,None,-5907,None,5907,None,None,None,None,-3926000,None,5907,-1417407,-1417407,-1417407,None,-1423314
MBRX,2016-09-30,USD,-10402,-10402,None,None,-1421677,924041,496659,1421677,None,-10402,None,10402,None,None,None,None,-1432079,None,10402,-1421677,-1421677,-1421677,None,-1432079
MBRX,2016-06-30,USD,-15235,-15235,None,None,-723492,618001,105000,723492,None,-15235,None,15235,None,None,None,None,-738727,None,15235,-723492,-723492,-723492,None,-711822
