SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
FIO,2014-03-31,USD,None,100528000,44156000,44156000,None,80762000,30548000,None,None,None,None,45000,None,None,None,None,None,343000,None,None,None,None,None,None
FIO,2013-12-31,USD,None,94501000,36254000,36254000,None,73234000,26730000,None,None,None,None,61000,None,None,None,None,None,339000,None,None,None,None,None,None
FIO,2013-09-30,USD,None,86293000,31454000,31454000,None,76784000,29468000,None,None,None,None,51000,None,None,None,None,None,262000,None,None,None,None,None,None
FIO,2013-06-30,USD,None,106052000,39713000,39713000,None,84456000,26465000,None,None,None,None,27000,None,None,None,None,None,97000,None,None,None,None,None,None
FIO,2013-03-31,USD,None,87650000,32120000,32120000,None,72576000,26035000,None,None,None,None,44000,None,None,None,None,None,None,None,None,None,None,None,None
FIO,2012-12-31,USD,None,120569000,43229000,43229000,6894000,66871000,23559000,None,None,None,None,18000,None,None,None,None,6990000,5258000,None,None,None,None,None,1732000
FIO,2012-09-30,USD,None,118115000,45533000,45533000,8449000,60945000,22173000,None,None,None,None,30000,None,None,None,None,8504000,4571000,None,None,None,None,None,3933000
FIO,2012-06-30,USD,None,106596000,43112000,43112000,None,61622000,19456000,None,None,None,None,43000,None,None,None,None,None,1487000,None,None,None,None,None,None
FIO,2012-03-31,USD,None,94237000,43389000,43389000,None,53325000,15919000,None,None,None,None,44000,None,None,None,None,None,None,None,None,None,None,None,None
FIO,2011-12-31,USD,None,84131000,39744000,39744000,None,46310000,13479000,None,None,None,None,44000,None,None,None,None,None,1021000,None,None,None,None,None,None
FIO,2011-09-30,USD,None,74385000,26127000,26127000,5985000,40681000,11152000,None,None,None,None,46000,None,None,None,None,5463000,None,None,None,None,None,None,7189000
FIO,2011-06-30,USD,None,71689000,22938000,22938000,9634000,37800000,8966000,None,None,None,None,1590000,None,None,None,None,7024000,1260000,None,None,None,None,None,5764000
FIO,2011-03-31,USD,None,67251000,29736000,29736000,7775000,27978000,7731000,None,None,None,None,336000,None,None,None,None,7425000,390000,None,None,None,None,None,7035000
FIO,2010-12-31,USD,None,31218000,11972000,11972000,None,21289000,5721000,None,None,None,None,505000,None,None,None,None,None,25000,None,None,None,None,None,None
FIO,2010-09-30,USD,None,27046000,14850000,14850000,None,17379000,4820000,None,None,None,None,24000,None,None,None,None,None,19000,None,None,None,None,None,None
FIO,2010-06-30,USD,None,10926000,5810000,5810000,None,16852000,4308000,None,None,None,None,None,None,None,None,None,None,10000,None,None,None,None,None,None
FIO,2010-03-31,USD,None,13363000,5426000,5426000,None,14626000,4333000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
FIO,2009-12-31,USD,None,7137000,2717000,2717000,None,10737000,3588000,None,None,None,None,None,None,None,None,None,None,2000,None,None,None,None,None,None
FIO,2009-09-30,USD,None,4790000,2065000,2065000,None,9531000,3748000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
FIO,2009-06-30,USD,None,10150000,4329000,4329000,None,30032000,11707000,None,None,None,None,733000,None,None,None,None,None,1000,None,None,None,None,None,None
