SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
ZNGA,2020-12-31,USD,339801000,590251000,250450000,249650000,-27592000,271199000,121956000,314455000,1448000,-9062000,1300000,9062000,599313000,-11690000,None,None,-46896000,6073000,9062000,-52969000,3174000,-27592000,None,-52969000
ZNGA,2020-09-30,USD,260070000,496010000,235940000,235940000,-121635000,223080000,165947000,435027000,1029000,-7322000,1029000,7322000,503332000,-3051000,None,46000000,-131006000,-8800000,7322000,-122206000,-90878000,-121635000,-75635000,-122206000
ZNGA,2020-06-30,USD,265519000,444727000,179208000,179208000,-129319000,173847000,227952000,418099000,3598000,-6961000,3598000,6961000,451688000,571000,None,16300000,-132100000,18200000,6961000,-150311000,-132615000,-129319000,-113019000,-150300000
ZNGA,2020-03-31,USD,-148038000,401931000,146202000,146202000,-91654000,151374000,197845000,365619000,5525000,-6955000,5525000,6955000,403767000,-2330000,None,None,-95414000,8511000,6955000,-103925000,-133881000,-91654000,None,-103925000
ZNGA,2019-12-31,USD,-148528000,397650000,141715000,141715000,4332000,153988000,104428000,207816000,6110000,-6813000,6110000,6813000,404463000,1458000,None,None,5087000,8587000,6813000,-3500000,23175000,4332000,None,-3500000
ZNGA,2019-09-30,USD,-128921000,350231000,133859000,133859000,-73663000,147610000,137487000,329697000,6597000,-6728000,6597000,6728000,345293000,313757000,None,None,239983000,9900000,6728000,230083000,199499000,-73663000,None,230083000
ZNGA,2019-06-30,USD,-129039000,304333000,126872000,126872000,-61234000,138768000,102094000,257362000,889000,-2167000,889000,2167000,306500000,3877000,None,None,-58635000,-2805000,2167000,-55830000,-66394000,-61234000,None,-55830000
ZNGA,2019-03-31,USD,-121643000,265403000,121643000,121643000,-141635000,123515000,161880000,302995000,443000,-1263000,443000,1263000,265403000,2112000,None,None,-139080000,-10252000,1263000,-128828000,-121851000,-141635000,None,-128828000
ZNGA,2018-12-31,USD,-82842000,248688000,82842000,82842000,721000,94142000,70983000,145338000,1518000,-108000,None,108000,248688000,3132000,None,None,5371000,4812000,108000,559000,-14670000,721000,None,559000
ZNGA,2018-09-30,USD,-78592000,233243000,78592000,78592000,4770000,78757000,71124000,159205000,1421000,-133000,None,133000,233243000,4014000,None,None,10205000,5000,133000,10200000,7101000,4770000,None,10200000
ZNGA,2018-06-30,USD,142863000,217045000,74182000,74182000,-2986000,78458000,67391000,152249000,1800000,None,None,9000,217045000,2605000,None,None,1419000,2330000,None,-911000,-30632000,-2986000,None,-911000
ZNGA,2018-03-31,USD,139190000,208232000,69042000,69042000,4257000,74108000,60825000,135404000,1810000,None,None,None,208232000,3401000,None,None,9468000,3859000,None,5609000,28716000,4257000,None,5609000
ZNGA,2017-12-31,USD,169265000,233280000,64015000,64015000,9060000,98976000,61229000,161784000,1761000,None,None,None,233280000,2319000,None,None,13140000,211000,None,12929000,10655000,9060000,None,12929000
ZNGA,2017-09-30,USD,158688000,224595000,65907000,65907000,19952000,77770000,60966000,139687000,1502000,None,None,None,224595000,1181000,None,None,22635000,4544000,None,18091000,38554000,19952000,None,18091000
ZNGA,2017-06-30,USD,145059000,209231000,64172000,64172000,5692000,74752000,64615000,140767000,1109000,None,None,None,None,1614000,None,None,8415000,3322000,None,5093000,16597000,5692000,None,5093000
ZNGA,2017-03-31,USD,129407000,194284000,64877000,64877000,-8980000,69185000,69202000,138425000,937000,None,None,None,None,1436000,None,None,-6607000,2867000,None,-9474000,-3970000,-8980000,None,-9474000
ZNGA,2016-12-31,USD,127911000,190540000,62629000,62629000,-34461000,69955000,92417000,191038000,791000,None,None,None,None,1476000,None,None,-32194000,3238000,None,-35432000,-57571000,-34461000,None,-35432000
ZNGA,2016-09-30,USD,119749000,182424000,62675000,62675000,-46299000,71458000,73913000,165866000,800000,None,None,None,None,980000,None,None,-44519000,-2782000,None,-41737000,-47774000,-46299000,None,-41737000
ZNGA,2016-06-30,USD,125632000,181735000,56103000,56103000,-6606000,66005000,66233000,132238000,761000,None,None,None,None,1905000,None,None,-3299000,506000,None,-4446000,-35383000,-6606000,None,-3805000
ZNGA,2016-03-31,USD,129582000,186721000,57139000,57139000,-26883000,68728000,87737000,160176000,705000,None,None,None,None,2100000,None,None,-24078000,2480000,None,-26558000,-43751000,-26883000,None,-26558000
