SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
NMM,2020-12-31,USD,24280000,69233000,44953000,44953000,16112000,8168000,None,53121000,None,-5398000,125000,5523000,None,None,None,None,-50167000,None,None,-50167000,None,-44644000,None,-50167000
NMM,2020-09-30,USD,58154000,64499000,6345000,6345000,12647000,29005000,None,49503000,None,-5274000,-5656000,5417000,None,None,None,None,6991000,None,None,6991000,None,26805000,None,6991000
NMM,2020-06-30,USD,6631000,46549000,39918000,39918000,-7832000,6983000,None,46901000,None,-6099000,-6809000,6275000,None,None,None,None,-14641000,None,None,-14641000,None,12331000,None,-14641000
NMM,2020-03-31,USD,5001000,46490000,41489000,41489000,-5653000,4145000,None,45634000,None,-6749000,-5071000,6944000,None,None,None,None,-10724000,None,None,-10724000,None,16982000,None,-10724000
NMM,2019-12-31,USD,23757000,61268000,37511000,37511000,-12045000,6559000,None,44070000,None,-9282000,-50902000,10062000,None,None,None,None,-62947000,None,None,-62947000,None,-9978000,None,-62947000
NMM,2019-09-30,USD,29264000,63548000,34284000,34284000,25069000,3897000,None,38181000,None,-9574000,-8210000,11432000,None,None,None,None,16859000,None,None,16859000,None,41620000,None,16859000
NMM,2019-06-30,USD,13995000,47745000,33750000,33750000,3764000,6515000,None,40265000,None,-10455000,-10287000,12246000,None,None,None,None,-6523000,None,None,-6523000,None,18963000,None,-6523000
NMM,2019-03-31,USD,11604000,46818000,35214000,35214000,231000,4013000,None,39227000,None,-9771000,-9754000,11514000,None,None,None,None,-9523000,None,None,-9523000,None,22828000,None,-9523000
NMM,2018-12-31,USD,20630000,57542000,36912000,36912000,11845000,5924000,0,45697000,None,None,None,-11380000,None,None,None,None,517000,0,None,517000,None,27642000,None,517000
NMM,2018-09-30,USD,27075000,62571000,35496000,35496000,23187000,3490000,0,39384000,None,None,None,-10739000,None,None,None,None,10457000,0,None,10457000,None,26454000,None,10457000
NMM,2018-06-30,USD,22158000,58196000,36038000,36038000,16376000,5513000,0,41820000,None,None,None,-10794000,None,None,None,None,-29533000,0,None,-29533000,None,19121000,None,-29533000
NMM,2018-03-31,USD,18089000,53052000,34963000,34963000,12755000,3531000,0,40297000,None,None,None,-9853000,None,None,None,None,5478000,0,None,5478000,None,30248000,None,5478000
NMM,2017-12-31,USD,22834000,59269000,36435000,36435000,17636000,5198000,0,168103000,None,None,None,9843000,None,None,None,None,-24024000,0,None,-9479000,None,35926000,None,-24379000
NMM,2017-09-30,USD,14995000,59954000,44959000,44959000,11107000,3888000,0,37988000,None,None,None,9882000,None,None,None,None,9173000,0,None,-21127000,None,36070000,None,9289000
NMM,2017-06-30,USD,14245000,50018000,35773000,35773000,9380000,4865000,0,-71154000,None,None,None,8145000,None,None,None,None,4447000,0,None,21410000,None,31270000,None,4092000
NMM,2017-03-31,USD,8178000,42411000,34233000,34233000,4966000,3212000,0,37445000,None,None,None,7200000,None,None,None,None,-5655000,0,None,-5655000,None,21475000,None,-5655000
NMM,2016-12-31,USD,170387000,49665000,2995000,2995000,10281000,19774000,0,160884000,None,None,None,7419000,None,None,None,None,-52549000,0,None,-52549000,None,24299000,None,-52686000
NMM,2016-09-30,USD,51083000,50341000,2258000,2258000,1248000,17248000,0,36844000,None,None,None,7608000,None,None,None,None,0,0,None,0,None,13497000,None,17137000
NMM,2016-06-30,USD,-85000000,44877000,3488000,3488000,5249000,17331000,0,-77000000,None,None,None,8369000,None,None,None,None,-209000,0,None,0,None,-13000000,None,-17209000
NMM,2016-03-31,USD,42000000,45641000,3313000,3313000,6316000,17207000,0,39000000,None,None,None,7664000,None,None,None,None,209000,0,None,0,None,6000000,None,209000
NMM,2015-12-31,USD,212434000,53314000,2814000,2814000,15006000,16688000,0,155605000,None,None,None,7717000,None,None,None,None,7807000,0,None,41805000,None,68071000,None,7807000
