,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,PROS,2020-12-31,USD,47320000,199732000,152412000,None,-2519000,24380000,None,36621000,-1118000,-3975000,None,3975000,178088000,None,None,None,-331000,3589000,3975000,2158000,14173000,-2519000,None,-3920000
1,PROS,2020-09-30,USD,30506000,194142000,163636000,None,6126000,22986000,None,22986000,-1024000,-4216000,None,4216000,172376000,None,None,None,1930000,412000,4216000,1498000,19791000,6126000,None,1518000
2,PROS,2020-06-30,USD,52906000,207412000,154506000,None,25101000,26415000,None,26415000,-532000,-3067000,None,3067000,181629000,None,None,None,22313000,4751000,3067000,17283000,94306000,25101000,None,17562000
3,PROS,2020-03-31,USD,40278000,214821000,174543000,None,11904000,26637000,None,26637000,-539000,-3105000,-3105000,3105000,205662000,None,None,None,9056000,1988000,3105000,6811000,-54373000,11904000,None,7068000
4,PROS,2019-12-31,USD,50012000,225105000,175093000,175093000,21666000,26497000,None,26527000,-457000,-3075000,-3070000,3075000,207311000,None,None,None,12404000,3884000,3075000,14742000,12043000,21666000,None,8520000
5,PROS,2019-09-30,USD,46721000,219870000,173149000,173149000,13592000,25967000,None,25967000,-426000,-3216000,-3216000,3216000,202455000,None,None,None,10327000,2015000,3216000,8361000,13398000,13592000,None,8312000
6,PROS,2019-06-30,USD,47464000,220112000,172648000,172648000,14266000,26028000,None,207850000,None,-3147000,-3147000,3147000,None,None,None,None,11041000,2423000,None,8696000,32025000,14188000,None,8618000
7,PROS,2019-03-31,USD,48066000,212972000,164906000,164906000,20872000,27194000,None,194211000,None,-3362000,-3362000,3362000,None,None,None,None,17255000,3815000,None,13695000,41192000,20617000,None,13440000
8,PROS,2018-12-31,USD,None,203575000,None,None,19933000,24965000,None,None,None,None,None,3170000,None,None,None,None,17419000,3299000,None,13464000,5754000,20589000,None,14120000
9,PROS,2018-09-30,USD,47555000,201726000,154171000,154171000,22504000,25051000,None,179222000,None,None,None,3092000,None,None,None,None,18983000,3809000,None,15603000,14617000,22075000,None,15174000
10,PROS,2018-06-30,USD,46339000,199525000,153186000,153186000,21459000,24880000,None,178066000,None,None,None,3084000,None,None,None,None,18177000,3723000,None,14652000,3224000,21261000,None,14454000
11,PROS,2018-03-31,USD,40821000,181046000,140225000,140225000,15599000,25222000,None,165447000,None,None,None,-3031000,None,None,None,None,12568000,2558000,None,10010000,None,15599000,None,10795000
