,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,YJ,2020-09-30,CNY,315009000,1066710000,751701000,751701000,-24389000,301286000,None,1091099000,None,-19596000,None,None,None,None,None,None,-46223000,-4401000,None,-43615000,None,-24389000,None,-42406000
1,YJ,2020-06-30,CNY,433224000,1486929000,1053705000,1053705000,-45170000,486594000,None,-8200000,None,28232000,28232000,None,None,None,None,None,-20600000,-3305000,None,-17498000,None,-41508000,None,-11950000
2,YJ,2020-03-31,CNY,501182000,1649206000,1148024000,1148024000,-6106000,522866000,None,-15578000,None,-9804000,-9804000,None,None,None,None,None,-9889000,3145000,None,-13238000,None,-12127000,None,-13110000
3,YJ,2019-12-31,CNY,594448000,2449354000,1854906000,1854906000,-10794000,662395000,0.04,-32106000,None,-30027000,-29953000,0,None,0,None,None,-9641000,-4812000,None,-4914000,None,-74791000,None,-4497000
4,YJ,2019-09-30,CNY,492631000,2773065000,2280434000,2280434000,-132276000,636400000,0.04,-11493000,None,51889000,51889000,0,None,0,None,None,-57843000,-8170000,None,-51269000,None,-132051000,None,-51354000
5,YJ,2019-06-30,CNY,680953000,3064050000,2383097000,2383097000,-111901000,792854000,0.06,3175951000,None,16032000,16032000,-0.01,None,0,None,None,-90236000,-6003000,None,-84513000,None,-109549000,None,-84656000
6,YJ,2019-03-31,CNY,654518000,3385555000,2731037000,2731037000,168000,654350000,0.05,3385387000,None,14921000,9659000,-0.01,None,0,None,None,20387000,2265000,None,16862000,None,5430000,None,14745000
7,YJ,2018-12-31,USD,117304935.67,649248673.40,531943737.73,531943737.73,358944.54,109158828.23,7787162.90,648889728.87,None,None,None,-2169222.94,None,0,None,None,778222,2023551.65,None,-1245329.65,None,358944.54,None,-1357418.04
8,YJ,2018-06-30,USD,96123725.25,488246400.72,392122675.46,392122675.46,7595680.86,83730803.84,4797240.55,480650719.86,None,None,None,0,None,0,None,None,15183263.35,2068986.20,None,13114277.14,None,7595680.86,None,13114277.14
9,YJ,2018-03-31,USD,54555051.35,351839503.22,297284451.87,297284451.87,-12388663.32,64047607.67,2896107,0,None,None,None,0,None,0,None,None,-14559509.59,-1558633.87,None,-13000875.73,None,-12388663.32,None,-13000875.73
10,YJ,2017-12-31,USD,71748351.70,372784514.42,301036162.72,301036162.72,-16125993.21,85045414.73,2828930.18,0,None,None,None,0,None,0,None,None,-16060675.92,-3934098.70,None,-12126577.22,None,-16125993.21,None,-12126577.22
