,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,SQZ,2020-12-31,USD,2487000,2487000,None,None,-17615000,6372000,13730000,20102000,17000,17000,17000,None,None,-3000,None,None,-17601000,None,None,17600000,-17616000,-17615000,None,-17601000
1,SQZ,2020-09-30,USD,6121,6121000,None,None,-12401000,4612000,13910000,18522000,None,56000,56000,None,None,-6000,None,None,-12351000,None,None,-12351000,None,-12401000,None,-12351000
