,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,BILL,2020-12-31,USD,40072000,50117000,13973000,13973000,-14171000,33757000,20486000,54243000,589000,-3928000,589000,3928000,54045000,-3341000,None,1000000,-17512000,-333000,3928000,-17179000,-18099000,-14171000,-13171000,-17179000
1,BILL,2020-09-30,USD,34103000,46179000,12106000,12106000,-13781000,30098000,17786000,47884000,864000,-30000,864000,30000,46209000,830000,None,924000,-12951000,None,30000,-12951000,-14253000,-13781000,-12857000,-12951000
2,BILL,2020-06-30,USD,32010000,42079000,10100000,10100000,-10261000,27342000,14929000,42271000,785000,-31000,785000,31000,42110000,-2382000,None,1052000,-9497000,1000,31000,-9498000,-6084000,-10261000,-9209000,-9498000
3,BILL,2020-03-31,USD,31120000,41207000,10110000,10110000,-9715000,26866000,13969000,40835000,1416000,-23000,6555000,23000,41230000,1397000,None,1100000,-8318000,1000,23000,-8319000,-9333000,-9715000,-8615000,-8319000
