,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,PTON,2020-12-31,USD,424800000,1064800000,640000000,640000000,58800000,318500000,47500000,366000000,None,1900000,1900000,None,1064800000,-100000,None,None,60600000,-3000000,None,63600000,67500000,58800000,None,63600000
1,PTON,2020-09-30,USD,328700000,757900000,429200000,429200000,68900000,223200000,36600000,259800000,None,2400000,2400000,None,757900000,-700000,None,None,70600000,1300000,None,69300000,71900000,68900000,None,69300000
2,PTON,2020-06-30,USD,288800000,607100000,318200000,318200000,90000000,170400000,28400000,198800000,None,3500000,None,None,607100000,-700000,None,None,92900000,3800000,None,89000000,98900000,90000000,None,89100000
3,PTON,2020-03-31,USD,245800000,524700000,278800000,269100000,-58400000,281600000,22500000,304200000,None,5600000,5600000,None,524600000,-2900000,None,None,-55700000,-100000,None,-55600000,-58600000,-58400000,None,-55600000
4,PTON,2019-12-31,USD,197100000,466200000,269100000,278800000,-61500000,238000000,20700000,258700000,None,5900000,5900000,None,466300000,-100000,None,None,-55800000,-400000,None,-55400000,-50900000,-61500000,None,-55400000
5,PTON,2019-09-30,USD,105100000,228000000,122900000,122900000,-50900000,138500000,17400000,156000000,None,1300000,1300000,None,None,-100000,None,None,-49700000,100000,None,-49800000,-51100000,-50900000,None,-49800000
6,PTON,2019-06-30,USD,100100000,223300000,123200000,278800000,-49400000,281700000,17000000,149400000,None,1800000,None,None,None,0,None,None,-47500000,-100000,None,-47300000,-48200000,-49400000,None,-47400000
7,PTON,2019-03-31,USD,120600000,316700000,196100000,196100000,-41400000,148100000,13800000,162000000,None,3000000,None,None,None,0,None,None,-38400000,200000,None,-38600000,-38200000,-41400000,None,-38600000
8,PTON,2018-12-31,USD,111300000,262800000,151500000,None,-56000000,None,12400000,167300000,None,None,None,None,None,-300000,None,None,None,None,None,None,-54400000,-56000000,None,-55100000
9,PTON,2018-09-30,USD,51500000,112100000,60600000,60600000,-55600000,95500000,11600000,107100000,None,None,None,None,None,None,None,None,-54500000,None,None,-54500000,-54600000,-55600000,None,-54500000
