,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,FUTU,2020-12-31,HKD,None,944273000,None,None,None,201435000,None,None,None,272517000,336935000,64418000,None,None,None,None,578620000,46318000,None,532460000,None,None,None,532460000
1,FUTU,2020-09-30,HKD,764111000,898815000,None,None,None,322770000,None,None,None,229002000,276359000,47357000,None,None,None,None,434578000,32700000,None,401721000,None,None,None,401721000
2,FUTU,2020-06-30,HKD,533762000,687564000,153802000,153802000,None,146969000,None,264235000,None,167660000,207853000,40193000,None,None,None,None,264834000,28260000,None,236488000,None,278232000,None,236488000
3,FUTU,2020-03-31,HKD,372722000,490642000,117920000,117920000,176260000,112392000,None,196462000,None,111358000,144480000,33122000,None,None,None,None,172591000,17515000,None,154854000,None,172147000,None,154854000
4,FUTU,2019-12-31,HKD,224090000,310910000,86820000,86820000,42725000,107043000,0,181365000,None,96784000,127958000,31174000,None,0,None,None,40958000,-3318000,None,43942000,None,40290000,None,43942000
5,FUTU,2019-09-30,HKD,184533000,254342000,69809000,69809000,31794000,81853000,0,152739000,None,96349000,115204000,18855000,None,0,None,None,27931000,7341000,None,20851000,None,28453000,None,20851000
6,FUTU,2019-06-30,HKD,196070000,259854000,63784000,63784000,51132000,81226000,0,144938000,None,95084000,113868000,18784000,None,0,None,None,48227000,-7573000,None,55330000,None,47287000,None,55330000
7,FUTU,2019-03-31,HKD,175158000,236449000,61291000,61291000,62304000,59429000,0,112854000,None,87448000,107873000,20425000,None,0,None,None,61377000,15836000,None,45541000,None,0,None,45541000
8,FUTU,2018-12-31,USD,15000702.27,26140940.03,11140237.75,11140237.75,7983834.93,7016867.35,0,18157105.10,None,None,None,0,None,0,None,None,7735229.90,2860936.96,None,4874292.94,None,0,None,4874292.94
9,FUTU,2018-09-30,USD,101873,363607,261734,261734,-111065,212938,None,474672,None,None,None,-25583,None,None,None,None,-136563,0,None,-136563,None,-111065,None,-294938
10,FUTU,2018-06-30,USD,11595666.03,20697386.87,9101720.84,9101720.84,4946845.12,6648820.91,0,15750541.75,None,None,None,0,None,0,None,None,4738559.59,1649075.84,None,3089483.75,None,0,None,3089483.75
11,FUTU,2018-03-31,USD,230799,772258,541459,541459,-92223,323022,None,864481,None,None,None,-25661,None,None,None,None,-111645,0,None,-111645,None,-92223,None,-111645
12,FUTU,2017-12-31,USD,187276,823226,635950,635950,-117037,304313,None,940263,None,None,None,-25528,None,None,None,None,-98565,0,None,-98565,None,-117037,None,-98565
13,FUTU,2017-09-30,USD,231286,839585,608299,608299,-60319,291605,None,899904,None,None,None,-25492,None,None,None,None,-164798,0,None,-164798,None,-60319,None,-164798
14,FUTU,2017-06-30,USD,257536,955423,697887,697887,-45260,302796,None,1000683,None,None,None,-25518,None,None,None,None,-46259,0,None,-46259,None,-45260,None,-46259
15,FUTU,2017-03-31,USD,293943,995428,701485,701485,-66210,360153,None,0,None,None,None,25475,None,None,None,None,-70937,0,None,-70937,None,-45462,None,-70937
16,FUTU,2016-12-31,USD,226485,914536,688051,688051,-138192,364677,None,0,None,None,None,25250,None,None,None,None,-162778,0,None,-162778,None,-137528,None,-162778
