,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,SXTC,2020-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,117508,None,None,None,None,None,None
1,SXTC,2020-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,117508,None,None,None,None,None,None
2,SXTC,2020-03-31,USD,2703700,5162270,2458570,2458570,None,4044820,None,9670730,None,None,None,None,None,None,None,None,None,-48278,None,None,None,-13540080,None,None
3,SXTC,2019-12-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-48278,None,None,None,None,None,None
4,SXTC,2019-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2583,None,None,None,None,None,None
5,SXTC,2019-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2583,None,None,None,None,None,None
6,SXTC,2019-03-31,USD,4611540,7012030,2400490,2400490,1769500,2842040,None,1324540,None,None,-5170,-3338,None,None,None,None,1791460,-40087,None,273432,None,222619,None,1539230
7,SXTC,2018-12-31,USD,2678690,3917710,1239020,1239020,222619,2842040,None,2842040,None,None,None,-3338,None,None,None,None,233345,-40087,None,273432,None,1328960,None,273432
8,SXTC,2018-09-30,USD,812030,1432720,620690,620690,1326940,511980,None,511980,None,None,1500,-3338,None,None,None,None,1327450,166203,None,496182,None,315230,None,995050
9,SXTC,2018-06-30,USD,812030,1432720,620690,620690,662127,511980,None,511980,None,None,None,-3338,None,None,None,None,662385,166203,None,496182,None,315230,None,496182
10,SXTC,2018-03-31,USD,4611540,7012030,2400490,2400490,300050,2842040,None,2842040,None,None,-1270,-1269,None,None,None,None,286730,104865,None,181869,None,1786290,None,181870
11,SXTC,2017-12-31,USD,2589470,5586530,2997060,2997060,1332220,1257250,None,None,None,None,490,None,None,None,None,None,1340950,335240,None,None,None,None,None,1005710
12,SXTC,2017-09-30,USD,1658010,3889850,2231840,2231840,1046640,611370,None,1421605,None,None,-300,-150,None,None,None,None,1049740,131217,None,393652,None,523320,None,787310
13,SXTC,2017-03-31,USD,2589470,5586530,2997060,2997060,1602000,1257250,None,1257250,None,None,None,40000,None,None,None,None,1580000,395000,None,374810,None,1441120,None,1185000
14,SXTC,2016-03-31,USD,None,3719000,2836000,2836000,209000,585000,None,None,None,None,None,51000,None,None,None,None,189000,47000,None,None,None,None,None,142000
