,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,SQFT,2020-09-30,USD,5663568,5663568,0,2108621,-5265422,1366380,None,5101918,None,-2143960,0,2143960,332714,-12270,None,1626917,-1625643,122602,2143960,-7697919,-1384468,-5265422,-3638505,-1748245
1,SQFT,2020-06-30,USD,6121404,6121404,0,1999834,3275895,1278971,None,5746709,None,-2273355,0,2273355,334096,8400,None,None,-1871447,51369,2273355,927015,-1607534,3275895,None,-1922816
2,SQFT,2020-03-31,USD,7029151,7029151,0,2381092,4648059,1351345,None,5306963,None,-2553846,0,2553846,-9835,-6995,None,None,-1023499,83631,2553846,1735110,-932119,4648059,None,-1107130
3,SQFT,2019-12-31,USD,7339990,7339990,0,2587958,4752032,636071,None,4874271,None,-2640408,141306,2781714,75453,None,None,None,-159768,-689,2781714,2127923,-142043,4752032,None,-159079
4,SQFT,2019-09-30,USD,7000870,7000870,0,2533064,4467806,1451873,None,5740190,None,-2830859,-1,2830858,4853185,None,None,None,2875577,338713,2830859,5405275,2953588,4467806,None,2536864
5,SQFT,2019-06-30,USD,7120987,7120987,0,None,4594985,1419668,None,5694783,None,-2491870,0,2491870,176392,None,None,None,-884865,191809,2491870,1717374,-1076674,4594985,None,-1076674
6,SQFT,2019-03-31,USD,7179264,7179264,0,None,4415714,1760703,None,6734334,None,-2545203,0,2545203,1214242,None,None,None,-880507,81430,2545203,2160962,-961937,4415714,None,-961937
7,SQFT,2018-12-31,USD,7672162,7672162,0,None,4815870,491250,None,5042368,None,-3479863,55909,3535772,11404617,None,None,None,9776397,293226,3535772,11376021,9699570,4815870,None,9483171
8,SQFT,2018-09-30,USD,8282601,8282602,1,None,5564307,1348781,None,6905116,None,-3281088,0,3281088,8316387,None,None,None,-1813242,69683,3281088,2161824,-1598787,5564307,None,-1882925
9,SQFT,2018-06-30,USD,8164416,8164416,0,None,5502193,1357578,None,6285690,None,-3147179,0,3147179,8198930,None,None,None,-2809089,88671,3147179,-870563,-2496998,5502193,None,-2496998
10,SQFT,2018-03-31,USD,5574925,8224834,2649909,2649909,5574924,1333465,None,6322418,None,-3076975,0,3076975,8020319,None,None,None,-1285768,32423,3076975,2321894,-1151061,5574924,None,-1318191
11,SQFT,2017-12-31,USD,5989840,8646068,2656228,2656228,6271418,1240390,None,6260243,None,-3130637,4675,3135312,8748002,None,None,None,-658990,54492,3135312,3117619,-486155,6271418,None,-713482
12,SQFT,2017-09-30,USD,5169402,7963474,2794071,2794071,5169403,1330365,None,6516009,None,-3180635,10517,3191152,7871728,None,None,None,-1722981,53566,3191150,1907292,-1576366,5169403,None,-1776547
13,SQFT,2017-06-30,USD,5882011,8518074,2636063,2636063,5882011,1439820,None,6519700,None,-3305592,5829,3311421,9280174,None,None,None,33058,13746,3311421,3889203,164625,5882011,None,19312
14,SQFT,2017-03-31,USD,5609424,8246527,2637103,2637103,5609424,1257211,None,6397830,None,-3306928,9268,3316196,8556095,None,None,None,-986284,27416,3316196,2719611,-944185,5609424,None,-1013700
15,SQFT,2016-12-31,USD,5859987,8360187,2500200,2500200,5859987,1350550,None,6383563,None,-3335855,7499,3343354,8054538,None,None,None,-1825808,-18738,3343354,-1807070,-1668558,5859987,None,-1807070
16,SQFT,2016-09-30,USD,5276853,7853633,2576781,2576781,5276852,1252299,None,6393291,None,-3313848,9892,3323740,23379587,None,None,None,-1902132,87898,3323740,-1990029,-1887139,5276852,None,-1990030
17,SQFT,2016-06-30,USD,5666037,7806274,2140237,2140237,4060731,1232319,None,6316962,None,-3454606,46593,3501199,2251085,None,None,None,-835273,76152,3501199,-911425,-815386,4060731,None,-911425
18,SQFT,2016-03-31,USD,8439870,8457574,17704,17704,4786586,1230411,None,6363293,None,-232261,21739,254000,1225484,None,None,None,-1035413,68548,254000,-1103961,-1200000,4786586,None,-1103961
19,SQFT,2015-12-31,USD,4130546,6903149,2772603,2772603,-6732684,1718260,None,6194150,None,-162968,88032,251000,-11246333,None,None,None,2334204,5623,251000,-3281305,-2904753,-6732684,None,2328581
