,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,INMD,2020-12-31,USD,64612000,75187000,10575000,10575000,35440000,26912000,2260000,39747000,None,1228000,1228000,None,None,None,None,None,36668000,598000,None,36070000,None,35549000,None,36114000
1,INMD,2020-09-30,USD,50319000,59714000,9395000,9395000,23293000,25067000,1959000,36421000,None,798000,798000,None,None,None,None,None,24091000,207000,None,23884000,None,23401000,None,23895000
2,INMD,2020-06-30,USD,26070000,30765000,4695000,4695000,8105000,16149000,1816000,22660000,None,636000,636000,None,None,None,None,None,8741000,161000,None,8580000,None,8210000,None,8588000
3,INMD,2020-03-31,USD,34257000,40441000,6184000,6184000,6003000,24822000,3432000,34438000,None,629000,629000,None,None,None,None,None,6632000,141000,None,6491000,None,6097000,None,6549000
4,INMD,2019-12-31,USD,40957000,47002000,6045000,6045000,17978000,21392000,1587000,29024000,None,1159000,1159000,None,None,None,None,None,19137000,165000,None,18972000,None,18066000,None,19038000
5,INMD,2019-09-30,USD,34963000,40010000,5047000,5047000,15981000,17653000,1329000,24029000,None,479000,479000,None,None,None,None,None,16460000,267000,None,16193000,None,16058000,None,16186000
6,INMD,2019-06-30,USD,33922000,38797000,4875000,4875000,15727000,16611000,1584000,23070000,None,382000,382000,None,None,None,None,None,16109000,274000,None,15835000,None,15801000,None,15797000
7,INMD,2019-03-31,USD,26281000,30552000,4271000,4271000,9932000,15150000,1199000,20620000,None,403000,403000,None,None,None,None,None,10335000,177000,None,10158000,None,9995000,None,10124000
8,INMD,2018-12-31,USD,24844000,28783000,3939000,3939000,9313000,14177000,1354000,19470000,None,None,None,None,None,None,None,None,826000,1045000,None,-219000,None,9313000,None,-219000
9,INMD,2018-09-30,USD,21749000,25418000,3669000,3669000,8394000,12350000,1005000,17024000,None,None,None,None,None,None,None,None,8809000,171000,None,8638000,None,8394000,None,8638000
10,INMD,2018-06-30,USD,21133000,25050000,3917000,3917000,7843000,12349000,941000,None,None,None,None,-121000,None,None,None,None,7773000,193000,None,7580000,None,7843000,None,7580000
