,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,TLS,2020-09-30,USD,14549000,45427000,30878000,30878000,4513000,12049000,None,12354000,None,-2013000,0,2013000,47440000,2000,None,305000,-192000,8000,2013000,2494000,-202000,4513000,4818000,-200000
1,TLS,2020-06-30,USD,15577000,46614000,31037000,31037000,5066000,12507000,None,12812000,None,-1996000,0,1996000,None,4000,None,305000,268000,2000,1996000,3072000,268000,5066000,5371000,266000
2,TLS,2020-03-31,USD,-28755000,36963000,26738000,26738000,403000,11839000,None,12144000,None,-2017000,0,2017000,None,None,None,305000,-2390000,-146000,2017000,-1460000,-2245000,403000,708000,-2244000
3,TLS,2019-12-31,USD,17040000,44476000,29433000,29433000,1153000,15887000,None,22537000,None,-1997000,0,1997000,None,None,None,5306000,-3397000,83000,1997000,-921000,-3491000,1153000,6459000,-3480000
4,TLS,2019-09-30,USD,-31188000,43561000,29218000,29218000,5676000,10637000,None,10637000,None,-1970000,0,1970000,None,None,None,305000,2223000,-10000,1970000,3718000,2231000,5676000,5981000,2233000
5,TLS,2019-06-30,USD,-27773000,34308000,26033000,26033000,-422000,10437000,None,10437000,None,-1740000,0,1740000,None,None,None,305000,-1721000,20000,1740000,-1994000,-1741000,-422000,-117000,-1741000
6,TLS,2019-03-31,USD,-23950000,29406000,22190000,22190000,-1382000,10358000,None,10358000,None,-1760000,0,1760000,None,None,None,305000,-3610000,-197000,1760000,-2940000,-3411000,-1382000,-1077000,-3413000
7,TLS,2018-12-31,USD,14465000,33820000,21512000,21512000,444000,14021000,None,20419000,None,-2157000,0,2157000,None,None,None,None,-3608000,72000,2157000,-1783000,-3686000,444000,None,-3680000
8,TLS,2018-09-30,USD,-20125000,32978000,18408000,18408000,6436000,9851000,None,9851000,None,-1717000,0,1717000,None,None,None,None,4007000,-106000,1717000,4828000,4111000,6436000,None,4113000
9,TLS,2018-06-30,USD,-24574000,33234000,22865000,22865000,2156000,9922000,None,9922000,None,-1709000,0,1709000,None,None,None,None,-81000,6000,1709000,444000,-92000,2156000,None,-87000
10,TLS,2018-03-31,USD,8557000,63127000,22169000,22169000,-22000,10254000,None,10254000,None,-1675000,0,1675000,None,None,None,None,-1927000,59000,1675000,-1752000,-1988000,-22000,None,-1986000
11,TLS,2017-12-31,USD,15470000,33580000,19808000,19881000,3001000,12468000,None,17654000,None,-1697000,0,1697000,None,None,None,None,403000,-3296000,1697000,4604000,3699000,3001000,None,3699000
12,TLS,2017-09-30,USD,7567000,26548000,18981000,18981000,-34000,9296000,None,9296000,None,-1723000,-1000,1722000,None,None,None,None,-2833000,211000,1696000,-1966000,-3037000,-34000,None,-3044000
13,TLS,2017-06-30,USD,5731000,19436000,13705000,13705000,-1353000,8744000,None,8744000,None,-1660000,0,1660000,None,None,None,None,-3250000,139000,1660000,-3150000,-3397000,-1353000,None,-3389000
14,TLS,2017-03-31,USD,6832000,21499000,14667000,14667000,-1200000,9643000,None,9643000,None,-1611000,0,1611000,None,None,None,None,-2920000,179000,1611000,-2986000,-3091000,-1200000,None,-3099000
15,TLS,2016-12-31,USD,8874000,24733000,17178000,17393000,-2053000,10926000,None,15270000,None,-1318000,0,1318000,None,None,None,None,-4152000,153000,1318000,-3519000,-4314000,-2053000,None,-4305000
16,TLS,2016-09-30,USD,13172000,53574000,40402000,40402000,2868000,11670000,None,30408000,None,-1366000,0,1366000,None,None,None,None,67000,158000,1366000,950000,-94000,2868000,None,-91000
17,TLS,2016-06-30,USD,8067000,25413000,17346000,17346000,59000,9393000,None,9993000,None,-1385000,0,1385000,None,None,None,None,-1898000,14000,1385000,-1337000,-1916000,59000,None,-1912000
18,TLS,2016-03-31,USD,9186000,25682000,16496000,16496000,1237000,9345000,None,9945000,None,-1396000,0,1396000,None,None,None,None,-859000,8000,1396000,-157000,-862000,1237000,None,-867000
19,TLS,2015-12-31,USD,8051000,25502000,18875000,18967000,-1261000,9312000,None,11826000,None,-1424000,0,1424000,None,None,None,None,-3310000,6070000,1424000,-8754000,-9376000,-1261000,None,-9380000
