,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,CAP,2020-12-31,USD,None,0,None,None,-147070,147070,None,147070,None,None,12580,None,None,None,None,None,-134490,None,None,-134490,None,-147070,None,-134490
1,CAP,2020-09-30,USD,None,0,None,None,-10130,10130,None,10130,None,None,None,None,None,None,None,None,-10130,None,None,-10130,None,-10130,None,-10130
2,CAP,2020-06-30,USD,None,None,None,None,-300,None,None,None,None,None,None,None,None,None,None,None,-300,None,None,None,None,None,None,-300
3,CAP,2020-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4,CAP,2019-12-31,USD,None,0,None,None,-3770,2551,None,2551,None,None,None,None,None,None,None,None,-3770,None,None,-2551,None,-2551,None,-3770
5,CAP,2019-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
6,CAP,2019-06-30,USD,None,None,None,None,-1000,None,None,None,None,None,None,None,None,None,None,None,-1000,None,None,None,None,None,None,-1000
7,CAP,2018-12-31,USD,0,115567000,26634000,26634000,-30,0,0,0,None,None,None,0,None,None,None,None,-30,192000,None,0,None,0,None,-30
8,CAP,2018-09-30,USD,0,115452000,70536000,70536000,-200,0,0,0,None,None,None,0,None,None,None,None,-200,1228000,None,0,None,0,None,-200
9,CAP,2018-06-30,USD,0,105705000,0,0,39919000,0,0,0,None,None,None,0,None,None,None,None,0,753000,None,0,None,0,None,0
10,CAP,2018-03-31,USD,0,95374000,0,0,34716000,0,0,0,None,None,None,0,None,None,None,None,0,714000,None,0,None,0,None,0
11,CAP,2017-12-31,None,0,258232000,0,0,79122000,0,0,0,None,None,None,0,None,None,None,None,0,-14760000,None,0,None,0,None,0
12,CAP,2017-09-30,USD,0,7469000,0,0,7126000,0,0,0,None,None,None,0,None,None,None,None,0,-58000,None,0,None,0,None,0
13,CAP,2017-06-30,USD,0,1186000,0,0,6817000,0,0,0,None,None,None,0,None,None,None,None,0,-736000,None,0,None,0,None,0
14,CAP,2017-03-31,USD,0,81506000,0,0,17951000,0,0,0,None,None,None,0,None,None,None,None,0,693000,None,0,None,0,None,0
15,CAP,2016-12-31,None,0,215882000,0,0,45924000,0,0,0,None,None,None,0,None,None,None,None,0,2018000,None,0,None,0,None,0
16,CAP,2016-09-30,USD,0,6830000,0,0,-7496000,0,0,0,None,None,None,0,None,None,None,None,0,1465000,None,0,None,0,None,7166000
17,CAP,2016-06-30,USD,0,4676000,0,0,-3598000,0,0,0,None,None,None,0,None,None,None,None,0,-772000,None,0,None,0,None,-14332000
18,CAP,2016-03-31,USD,0,66966000,0,0,18456000,0,0,0,None,None,None,0,None,None,None,None,0,1133000,None,0,None,0,None,7166000
19,CAP,2015-12-31,None,0,183550000,0,0,44186000,7284000,0,0,None,None,None,-8968000,None,None,None,None,0,2980000,None,0,None,0,None,13849000
20,CAP,2015-09-30,USD,0,6751000,0,0,220000,312000,0,0,None,None,None,-80000,None,None,None,None,0,215000,None,0,None,0,None,100000
