,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,WTRE,2020-12-31,USD,None,221044000,None,None,None,10055000,None,158254000,None,-2912000,31560000,2912000,None,None,None,None,62790000,359000,None,62431000,None,None,None,62431000
1,WTRE,2020-09-30,USD,None,235858000,None,None,None,7346000,None,156635000,None,-2912000,34553000,2912000,None,None,None,None,79223000,69000,None,79154000,None,None,None,79154000
2,WTRE,2020-06-30,USD,None,132403000,None,None,None,7841000,None,144156000,None,-2911000,36453000,2911000,None,None,None,None,189535000,-402000,None,189937000,None,189289000,None,189937000
3,WTRE,2020-03-31,USD,None,140172000,None,None,-268709000,7139000,None,148961000,None,-2912000,37824000,2912000,None,None,None,None,-266608000,None,None,-266608000,None,-263696000,None,-266608000
4,WTRE,2019-12-31,USD,29356000,134014000,164440000,164440000,-5169000,10674000,None,173647000,None,-2950000,40775000,2950000,None,None,None,None,-15655000,None,None,-15655000,None,-12705000,None,-15655000
5,WTRE,2019-09-30,USD,16625000,126411000,123826000,123826000,9598000,7877000,None,133115000,None,-2841000,41376000,2841000,None,None,None,None,6924000,None,None,6924000,None,9765000,None,6924000
6,WTRE,2019-06-30,USD,28945000,151991000,146833000,146833000,19194000,11443000,None,155911000,None,38596000,38596000,-2841000,None,None,None,None,18753000,20000,None,18733000,None,18312000,None,18733000
7,WTRE,2019-03-31,USD,60216000,146686000,144824000,144824000,52976000,13040000,None,151472000,None,43141000,-437000,-2841000,None,None,None,None,52539000,None,None,52539000,None,52021000,None,52539000
8,WTRE,2018-12-31,USD,-50577000,113019000,163596000,163596000,-56614000,6037000,None,169633000,None,None,None,-26500000,None,None,None,None,-90350000,None,None,-90350000,None,-56614000,None,-90350000
9,WTRE,2018-09-30,USD,26965000,157700000,130735000,130735000,21164000,5801000,None,136536000,None,None,None,-26500000,None,None,None,None,23746000,None,None,23746000,None,21164000,None,23746000
10,WTRE,2018-06-30,USD,18924000,174032000,155108000,155108000,13508000,5416000,None,160524000,None,None,None,-26500000,None,None,None,None,14056000,24000,None,14032000,None,13508000,None,14032000
11,WTRE,2018-03-31,USD,24032000,156984000,132952000,132952000,18975000,5057000,None,138009000,None,None,None,None,None,None,None,None,17692000,3000,None,17689000,None,18975000,None,17689000
