,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,OPT,2020-12-31,AUD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1761416,None,None,None,None,None,None
1,OPT,2020-09-30,AUD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1761416,None,None,None,None,None,None
2,OPT,2020-06-30,AUD,-97054,72593,None,None,None,2203737,None,None,None,None,None,None,None,None,None,None,None,-2343966,None,None,None,None,None,None
3,OPT,2020-03-31,AUD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2343966,None,None,None,None,None,None
4,OPT,2019-12-31,AUD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1922596,None,None,None,None,None,None
5,OPT,2019-09-30,AUD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1922596,None,None,None,None,None,None
