,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,VIR,2020-12-31,USD,1734000,1734000,None,None,-108404000,23043000,87095000,110138000,288000,288000,288000,None,None,2437000,None,124000,-105679000,-30000,None,-105649000,-106442000,-108404000,-108280000,-105649000
1,VIR,2020-09-30,USD,1928000,1928000,None,None,-87615000,18859000,70684000,89543000,-32000,412000,412000,None,None,2616000,None,306000,-84587000,22000,None,-84609000,-84799000,-87615000,-87309000,-84609000
2,VIR,2020-06-30,USD,66988000,66988000,None,None,-29051000,16386000,79653000,96039000,825000,825000,825000,None,None,-2895000,None,306000,-31121000,46000,None,-31167000,-31710000,-29051000,-28745000,-31167000
3,VIR,2020-03-31,USD,5718000,5718000,None,None,-71910000,12649000,64979000,77628000,1755000,1755000,1755000,None,None,-7069000,None,306000,-77224000,16000,None,-77240000,-76391000,-71910000,-71604000,-77240000
4,VIR,2019-12-31,USD,980000,980000,48350000,48350000,-63759000,11808000,52931000,64739000,1947000,1947000,1947000,None,None,-1810000,None,305000,-63622000,149000,None,-63771000,-64453000,-63759000,-63454000,-63771000
5,VIR,2019-09-30,USD,-38460000,1403000,39863000,39863000,-47681000,9220000,39863000,49083000,None,2012000,2012000,None,None,-2659000,None,None,-48327000,-13000,None,-48314000,-48473000,-47681000,None,-48314000
6,VIR,2019-06-30,USD,-24809500,2047000,27663500,27663500,-35769000,8011000,29805000,37817000,None,2307000,2307000,None,None,-447000,None,None,-33909000,19000,None,-33928000,-33783000,-35769000,None,-33928000
7,VIR,2019-03-31,USD,-24809500,3661000,27663500,27663500,-30770000,8559000,25872000,34431000,None,2245000,2245000,None,None,-145000,None,None,-28670000,9500,None,-28670000,-28561000,-30770000,None,-28670000
8,VIR,2018-12-31,USD,None,3126000,None,None,-26796000,7949000,21973000,29922000,None,None,None,None,None,-198000,None,None,-26373000,20000,None,None,-26366000,-26796000,None,-26393000
9,VIR,2018-09-30,USD,-26952000,2885000,29837000,29837000,-34346000,7394000,29837000,37231000,None,None,None,None,None,178000,None,None,-33456000,None,None,-33456000,-33481000,-34346000,None,-33456000
10,VIR,2018-06-30,USD,-20866000,2224000,23194500,23194500,-27760000,13788000,None,27218000,None,None,None,None,None,None,None,None,-28267500,-250000,None,-28017500,None,-54212000,None,-24446000
11,VIR,2018-03-31,USD,-20866000,2433000,23194500,23194500,-27760000,6894000,None,34989000,None,None,None,None,None,None,None,None,-28267500,-250000,None,-28017500,None,-27760000,None,-31589000
