,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,DOYU,2020-09-30,CNY,369433000,2546489000,2177056000,2177056000,37948000,254438000,109585000,2508541000,None,26982000,26982000,None,None,None,None,None,59339000,None,None,59603000,None,37948000,None,85860000
1,DOYU,2020-06-30,CNY,522882000,2508152000,1985270000,1985270000,238888000,221528000,94920000,2269264000,None,50106000,50106000,None,None,None,None,None,280612000,None,None,295744000,None,238888000,None,336045000
2,DOYU,2020-03-31,CNY,485854000,2278035000,1792181000,1792181000,217607000,191937000,92888000,2060428000,None,45044000,45044000,None,None,None,None,None,252634000,None,None,254526000,None,217607000,None,260450000
3,DOYU,2019-12-31,CNY,375173000,2062902000,1687729000,1687729000,124097000,210551000,100200000,1938805000,None,47861000,47861000,0,None,0,None,None,164058000,0,None,157441000,None,124097000,None,161599000
4,DOYU,2019-09-30,CNY,316806000,1858476000,1541670000,1541670000,-197372000,406156000,119862000,2055848000,None,42118000,42118000,0,None,0,None,None,-166358000,0,None,-165400000,None,-197372000,None,-164637000
5,DOYU,2019-06-30,CNY,301050000,1872729000,1571679000,1571679000,-9960000,241103000,84404000,1882689000,None,35166000,35166000,0,None,0,None,None,21440000,0,None,23156000,None,-9960000,None,22276000
6,DOYU,2019-03-31,CNY,203127839,1489123619,1285995780,1285995780,-48435000,187027174,79420532,1537558005,None,33952167,65997000,0,None,0,None,None,17449000,0,None,18151521,None,-61106369,None,18755000
7,DOYU,2018-12-31,CNY,766439.01,24520816.20,23754377.20,23754377.20,-7033144.46,5227231.64,1953763.95,31553960.67,None,None,None,0,None,0,None,None,-5736811.81,0,None,-5736811.81,None,-7033144.46,None,-5736811.81
8,DOYU,2018-06-30,USD,4887372.53,120412267.55,115524895.02,115524895.02,-31337282.54,26980053.99,12428314.34,151749550.09,None,None,None,0,None,0,None,None,-34298440.31,0,None,-34298440.31,None,-31337282.54,None,-34298440.31
9,DOYU,2018-03-31,USD,30299423.05,819882508.30,789583085.25,789583085.25,-191656774.51,132656342.72,89303305.45,2849686830.52,None,None,None,0,None,0,None,None,-191492567.35,0,None,-191492567.35,None,-191656774.51,None,-191492567.35
10,DOYU,2017-12-31,USD,135191061.61,819994365.32,684803303.71,684803303.71,-57303435.81,112864252.43,87768988.83,2191312002.73,None,None,None,0,None,0,None,None,-53822288.94,0,None,-53822288.94,None,-57303435.81,None,-53822288.94
