,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,FSLY,2020-12-31,USD,48896000,82711000,33753000,33753000,-57344000,80650000,25590000,106240000,178000,-452000,178000,452000,81863000,-697000,None,19700000,-58335000,-12631000,452000,-45684000,-45822000,-57344000,-37644000,-45704000
1,FSLY,2020-09-30,USD,41346000,70361000,29292000,29292000,-23454000,46529000,18271000,64800000,353000,-410000,353000,410000,70771000,69000,4900000,100000,-23478000,300000,410000,-23778000,-24039000,-23454000,-23354000,-23778000
2,FSLY,2020-06-30,USD,44966000,74663000,29697000,29697000,-14438000,42749000,16655000,59404000,378000,-371000,378000,371000,74663000,-53000,4700000,100000,-14484000,-24000,371000,-14460000,-14762000,-14438000,-14338000,-14460000
3,FSLY,2020-03-31,USD,35659000,62924000,27265000,27265000,-11976000,33337000,14298000,47635000,719000,-316000,719000,316000,62924000,402000,4700000,100000,-11171000,819000,316000,-11990000,-11499000,-11976000,-11876000,-11990000
4,FSLY,2019-12-31,USD,33408000,58480000,25528000,25528000,-14031000,34488000,12951000,47439000,856000,-391000,856000,391000,58871000,-198000,4800000,16200,-13764000,309000,391000,-14073000,-13855000,-14031000,-14014800,-14073000
5,FSLY,2019-09-30,USD,27505000,49172000,22292000,22292000,-12759000,28143000,12121000,40264000,1154000,-621000,1154000,621000,49793000,109000,4000000,36200,-12117000,46000,621000,-12163000,-12198000,-12759000,-12722800,-12163000
6,FSLY,2019-06-30,USD,25389000,46173000,20784000,20784000,-11681000,25826000,11244000,37070000,None,-2128000,861000,2989000,None,-1696000,3900000,None,-15505000,82000,None,-15587000,-15594000,-11681000,None,-15587000
7,FSLY,2019-03-31,USD,25838000,45556000,19718000,19718000,-8077000,23739000,10176000,33915000,None,-819000,-819000,1235000,None,-776000,3700000,None,-9627000,100000,None,-9727000,-9671000,-8077000,None,-9727000
8,FSLY,2018-12-31,USD,23088000,40797000,17709000,17709000,-7059000,20840000,9307000,30147000,None,None,None,591000,None,23000,3600000,None,-7265000,41000,None,None,-7310000,-7059000,None,-7306000
9,FSLY,2018-09-30,USD,20109000,36820000,16711000,16711000,-7720000,18596000,9233000,27829000,None,None,None,479000,None,-530000,3400000,None,-8436000,51000,None,-8487000,-8517000,-7720000,None,-8487000
10,FSLY,2018-06-30,USD,18753000,34448000,15695000,15695000,-5449000,16103000,8099000,24202000,None,None,None,359000,None,-140000,None,None,-5801000,35000,None,-5836000,-5874000,-5449000,None,-5836000
