,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,MEG,2020-09-30,USD,32877000,84705000,51828000,51828000,-14709000,24442000,None,86010000,None,-3043000,-3043000,3043000,None,None,None,None,-27389000,3348000,None,-30737000,None,-1202000,None,-30737000
1,MEG,2020-06-30,USD,27877000,73766000,45889000,45889000,-3808000,23301000,None,78974000,None,-5260000,-6660000,5260000,None,None,None,None,11465000,-1759000,None,13224000,None,26509000,None,13224000
2,MEG,2020-03-31,USD,16633000,61031000,44398000,44398000,-11977000,20931000,None,119000,None,-2593000,-2593000,2593000,None,None,None,None,-44400000,-3152000,None,-41248000,None,-34247000,None,-41248000
3,MEG,2019-12-31,USD,20141000,67876000,47735000,47735000,-8945000,15199000,None,70825000,None,-2165000,-6755000,2165000,None,None,None,None,-26678000,None,None,-11310000,None,-3515000,None,-23557000
4,MEG,2019-09-30,USD,17819000,57623000,39804000,39804000,-2249000,12656000,None,59872000,None,-2130000,None,2130000,None,None,None,None,-7095000,-412000,None,-6683000,None,2703000,None,-6683000
5,MEG,2019-06-30,USD,18052000,57401000,39349000,39349000,375000,11156000,None,120000,None,-1181000,None,1181000,None,None,None,None,-2034000,-1712000,None,-322000,None,5548000,None,-322000
6,MEG,2019-03-31,USD,13859000,50954000,37095000,37095000,-3196000,10447000,None,159000,None,None,-1279000,None,None,None,None,None,-4426000,816000,None,None,None,3302000,None,-5242000
7,MEG,2016-09-30,USD,377356000,377356000,167481000,167481000,-28150000,74623000,0,405506000,None,None,None,-28526000,None,-29375000,None,None,-57525000,10029000,None,-67554000,None,12612000,None,-68707000
8,MEG,2016-06-30,USD,362619000,362619000,165675000,165675000,59791000,247858000,0,302828000,None,None,None,-28529000,None,-28407000,None,None,31384000,12156000,None,19228000,None,31384000,None,18498000
9,MEG,2016-03-31,USD,344231000,344231000,163209000,163209000,-17636000,239816000,0,361867000,None,None,None,-28556000,None,-28482000,None,None,-46118000,-20405000,None,-25713000,None,-46118000,None,-26190000
10,MEG,2015-12-31,USD,366162000,366162000,164794000,164794000,54937000,586984000,0,442378000,None,None,None,-150860000,None,-117520000,None,None,-31367000,8603000,None,-39970000,None,-62583000,None,14832000
11,MEG,2015-09-30,USD,321640000,321640000,156314000,156314000,-30442000,234867000,0,352082000,None,None,None,29481000,None,-365000,None,None,-60288000,-4374000,None,-55914000,None,-30807000,None,-48493000
12,MEG,2015-06-30,USD,320719000,320719000,146216000,146216000,36852000,225586000,0,283867000,None,None,None,-29288000,None,-1827000,None,None,64313000,3616000,None,60697000,None,35025000,None,1635000
13,MEG,2015-03-31,USD,296734000,296734000,140134000,140134000,20647000,125876000,0,144934000,None,None,None,31023000,None,2677000,None,None,-7699000,-3157000,None,-4542000,None,23324000,None,-7433000
14,MEG,2014-12-31,USD,216710000,216710000,72355000,72355000,38632000,376130000,0,-42671000,None,None,None,16272000,None,39737000,None,None,62097000,31757000,None,30340000,None,78369000,None,27940000
15,MEG,2014-09-30,USD,160224000,160224000,59846000,59846000,35181000,99961000,0,125043000,None,None,None,9826000,None,19000,None,None,25374000,11525000,None,13849000,None,35200000,None,13395000
16,MEG,2014-06-30,USD,154111000,154111000,55765000,55765000,22037000,104870000,0,132074000,None,None,None,9616000,None,None,None,None,12421000,5529000,None,6892000,None,22037000,None,6786000
17,MEG,2014-03-31,USD,143918000,143918000,55578000,55578000,19254000,50615000,0,69297000,None,None,None,9990000,None,-183000,None,None,9081000,3642000,None,5439000,None,19071000,None,5385000
18,MEG,2013-12-31,USD,35572000,35572000,39744000,39744000,14906000,284278000,0,-87657000,None,None,None,-46391000,None,-4329000,None,None,56968000,4600000,None,52368000,None,10577000,None,54597000
19,MEG,2013-09-30,USD,78479000,78479000,23063000,23063000,8198000,63106000,0,70281000,None,None,None,20339000,None,42000,None,None,-12099000,2517000,None,-14616000,None,8240000,None,-14616000
20,MEG,2013-06-30,USD,81909000,81909000,22102000,22102000,4957000,63704000,0,76952000,None,None,None,19497000,None,-225000,None,None,-14765000,1924000,None,-16689000,None,4732000,None,-16146000
