,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,AFYA,2020-09-30,BRL,197118000,309410000,112292000,112292000,94290000,104105000,None,215120000,None,-16348000,4142000,16891000,None,None,None,None,84265000,4690000,None,79575000,None,127555000,None,74832000
1,AFYA,2020-06-30,BRL,167528000,274211000,106683000,106683000,76619000,90039000,None,90728000,None,-19057000,1810000,15764000,None,None,None,None,70227000,6341000,None,63886000,None,92167000,None,60679000
2,AFYA,2020-03-31,BRL,183053000,272304000,89251000,89251000,96271000,86723000,None,86782000,None,11154000,30013000,18859000,None,None,None,None,109727000,6057000,None,103670000,None,148130000,None,99816000
3,AFYA,2019-12-31,BRL,135990000,220846000,84856000,84856000,53851000,77042000,0,75338000,None,-34307000,-28161000,556000,None,0,None,None,57449000,4473000,None,52976000,None,77713000,None,49797000
4,AFYA,2019-09-30,BRL,119363000,206713000,87350000,87350000,48623000,71260000,0,70740000,None,5066000,29652000,24586000,None,0,None,None,54732000,5748000,None,48984000,None,83932000,None,46267000
5,AFYA,2019-06-30,BRL,96210000,178493000,82283000,82283000,37202000,59584000,0,59008000,None,-16755000,1410000,15721000,None,0,None,None,23051000,1725000,None,21326000,None,28287000,None,16317000
6,AFYA,2019-03-31,BRL,90214000,144578000,54364000,54364000,58774000,31234000,0,85804000,None,-7718000,-6676000,9369000,None,0,None,None,51705000,2229000,None,49476000,None,70128000,None,49476000
7,AFYA,2018-12-31,BRL,11011524.68,22167030.34,11155505.66,11155505.66,6402341,4648946.06,0,0,None,None,None,0,None,0,None,None,6553292.02,264728.52,None,0,None,0,None,6288563.50
8,AFYA,2018-09-30,USD,44239000,92426000,48187000,48187000,402326.17,19421000,0,1022401.75,None,None,None,-693.67,None,0,None,None,438134.74,22767.65,None,415367.09,None,30045000,None,375242.38
9,AFYA,2018-06-30,USD,36555000,75235000,38680000,38680000,5743419.37,14583000,0,13483516.48,None,None,None,-60056.22,None,0,None,None,5841553.80,68234.09,None,5773319.70,None,24053000,None,5229235.88
10,AFYA,2018-03-31,USD,10003926.07,18518965.93,8515039.86,8515039.86,5923532.25,4307501.81,0,12595433.68,None,None,None,-60703.07,None,0,None,None,6115909.64,420995.41,None,5694914.23,None,5923532.25,None,5288717.08
