,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,BQ,2020-12-31,CNY,56142000,312926000,256784000,256784000,-93593000,150475000,None,406519000,None,-1519000,5471000,6990000,None,None,None,None,-82560000,-603000,None,-81935000,None,-75570000,None,-83177000
1,BQ,2020-09-30,CNY,42635000,229190000,186555000,186555000,-34183000,77076000,None,263373000,None,-1929000,6374000,6416000,None,None,None,None,-26930000,500000,None,-27450000,None,-35426000,None,-28067000
2,BQ,2020-06-30,CNY,43270000,238438000,195168000,195168000,-39216000,51812000,None,280565000,None,-5427000,-3583000,7143000,None,None,None,None,-42551000,-309000,None,-42299000,None,-35426000,None,-42578000
3,BQ,2020-03-31,CNY,30844000,156606000,125762000,125762000,-17862000,58808000,None,184563000,None,-17661000,-10576000,17713000,None,None,None,None,-28438000,None,None,-28162000,None,-10725000,None,-27642000
4,BQ,2019-12-31,CNY,36915000,170594000,133679000,133679000,-108948000,43666000,None,296821000,None,-17082000,-38734000,17212000,None,None,None,None,-147487000,-122000,None,-56410000,None,-32464000,None,-151382000
5,BQ,2019-09-30,CNY,43826000,188951000,145125000,145125000,-31360000,50631000,None,201954000,None,-12092000,136000,12228000,None,None,None,None,-43139000,-55000,None,-43461000,None,-30238000,None,-44346000
6,BQ,2019-06-30,CNY,43826000,188951000,145125000,145125000,-35334000,50631000,None,None,None,None,-12489000,None,None,None,None,None,-47752000,-25000,None,None,None,-30238000,None,-49231000
7,BQ,2019-03-31,CNY,39025000,158260000,119235000,119235000,-36989000,76025000,None,None,None,None,-14304000,None,None,None,None,None,-51264000,None,None,None,None,None,None,-51100000
