,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,PUYI,2020-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,188500,None,None,None,None,None,None
1,PUYI,2020-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,188500,None,None,None,None,None,None
2,PUYI,2019-12-31,USD,21722500,31180000,9457500,9457500,-17817000,39539500,None,48997000,None,None,None,None,None,None,None,None,-12679000,-1385500,None,-11293500,None,-17817000,None,-11017500
3,PUYI,2019-09-30,USD,21722500,31180000,9457500,9457500,-17817000,39539500,None,48997000,None,None,None,None,None,None,None,None,-12679000,-1385500,None,-11293500,None,-17817000,None,-11017500
4,PUYI,2019-06-30,USD,30467500,39490500,9023000,9023000,1853500,28614000,None,37637000,None,None,None,None,None,None,None,None,3459500,241500,None,3218000,None,1853500,None,3518000
5,PUYI,2019-03-31,USD,30467500,39490500,9023000,9023000,1853500,28614000,None,37637000,None,None,None,None,None,None,None,None,3459500,241500,None,3218000,None,1853500,None,3518000
6,PUYI,2018-12-31,USD,55602000,62125000,6523000,6523000,26186500,29415500,None,35938500,None,None,None,-524000,None,None,None,None,27250000,4456500,None,22793500,None,26186500,None,23247500
7,PUYI,2018-09-30,USD,55602000,62125000,6523000,6523000,26186500,29415500,None,35938500,None,None,None,-524000,None,None,None,None,27250000,4456500,None,22793500,None,26186500,None,23247500
8,PUYI,2018-06-30,USD,None,25049000,4073000,4073000,9501000,11193000,None,None,None,None,None,None,None,None,None,None,10859000,1248000,None,None,None,None,None,9759000
9,PUYI,2017-12-31,USD,35600500,44466000,8865500,8865500,18450000,17150500,None,26016000,None,None,None,-524000,None,None,None,None,20268500,2797000,None,17471500,None,18450000,None,17242500
10,PUYI,2017-09-30,USD,35600500,44466000,8865500,8865500,18450000,17150500,None,26016000,None,None,None,-524000,None,None,None,None,20268500,2797000,None,17471500,None,18450000,None,17242500
11,PUYI,2017-06-30,USD,None,22966000,7631000,7631000,6968000,8121000,None,None,None,None,None,341000,None,None,None,None,7012000,1127000,None,None,None,None,None,5578000
