,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,STSA,2020-09-30,USD,-82000,-82000,None,None,-12170000,3420000,8750000,12170000,209000,-82000,209000,82000,None,None,62000,None,-12043000,None,82000,-11961000,-12193000,-12170000,None,-12043000
1,STSA,2020-06-30,USD,-94000,-94000,None,None,-11500000,2671000,8829000,11500000,325000,-94000,325000,94000,None,None,57000,None,-11019000,None,94000,-11175000,-11019000,-11500000,None,-11269000
2,STSA,2020-03-31,USD,-104000,-104000,None,None,-12171000,2523000,9648000,12171000,502000,-104000,502000,104000,None,None,49000,None,-11773000,None,104000,-11669000,-11805000,-12171000,None,-11773000
3,STSA,2019-12-31,USD,-117000,-117000,None,None,-11275000,2125000,9150000,11275000,587000,-117000,587000,117000,None,-4000,39000,None,-10809000,None,117000,-10696000,-10792000,-11275000,None,-10809000
