,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,PINE,2020-12-31,USD,4774000,5385000,611000,611000,703000,1125000,None,4682000,None,-487000,None,487000,None,None,None,None,216000,None,None,216000,None,3649000,None,186000
1,PINE,2020-09-30,USD,4547321,5100803,553482,553482,732736,1119807,None,4368067,None,-384360,None,384360,None,None,None,None,635751,None,None,635751,None,3427514,None,546103
2,PINE,2020-06-30,USD,4040315,4590400,550085,550085,622810,1132011,None,3967590,None,-343117,-343120,343117,None,None,None,None,279693,None,None,279693,None,2908304,None,240238
3,PINE,2020-03-31,USD,3570923,4171311,600388,600388,263803,1283790,None,3907508,None,-249171,-249170,249171,None,None,None,None,14632,None,None,14632,None,2287133,None,12669
4,PINE,2019-12-31,USD,2906280,3804820,898540,898540,700770,606520,None,3104053,None,None,-41230,-41230,None,None,None,None,659540,None,None,659539,None,700769,None,665600
5,PINE,2019-09-30,USD,2992630,3379595,386965,386965,998739,564251,None,2380856,None,0,None,-41230,None,None,None,None,998739,None,None,998739,None,2428379,None,998739
6,PINE,2019-06-30,USD,2709275,3087597,378322,378322,1051232,342392,None,2036365,None,0,None,0,None,None,None,None,1051232,None,None,1051232,None,2366883,None,1051232
7,PINE,2019-03-31,USD,2586038,2959290,373252,373252,875848,508687,None,2083442,None,0,None,0,None,None,None,None,875848,None,None,875848,None,2077351,None,875848
8,PINE,2018-12-31,USD,2329290,2884560,555270,555270,854620,217670,None,None,None,None,None,None,None,None,None,None,854610,None,None,None,None,None,None,854610
9,PINE,2018-09-30,USD,2811630,3190835,379205,379205,1305985,336401,None,1884850,None,None,None,None,None,None,None,None,1305985,None,None,1305985,None,1305985,None,1305985
