,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,JMIA,2020-12-31,EUR,27930000,41761000,13831000,13831000,-39958000,68466000,None,81719000,None,-5746000,1954000,7700000,None,None,None,None,-45704000,1228000,None,-46932000,None,-35981000,None,-47084000
1,JMIA,2020-09-30,EUR,23247000,33672000,10425000,10425000,-27955000,51849000,None,61627000,None,-3638000,1036000,4674000,None,None,None,None,-31593000,793000,None,-32386000,None,-25026000,None,-32323000
2,JMIA,2020-06-30,EUR,23272000,34939000,11667000,11667000,-37570000,38290000,None,60842000,None,-1310000,None,1310000,None,None,None,None,-38880000,479000,None,-39359000,None,-38053000,None,-39306000
3,JMIA,2020-03-31,EUR,18392000,29252000,10860000,10860000,-43746000,39265000,None,62138000,None,1577000,2637000,1060000,None,None,None,None,-42169000,115000,None,-42284000,None,-38397000,None,-42217000
4,JMIA,2019-12-31,EUR,24836000,49276000,24440000,24440000,-52343000,54690000,21638225.28,85949000,None,-5372000,-1476000,1003000,None,0,None,None,-63069000,522000,None,-63591000,None,-62517000,None,-63461000
5,JMIA,2019-09-30,EUR,18120000,40057000,21937000,21937000,-54611000,45576000,15158267.78,72731000,None,4493000,4493000,103000,None,0,None,None,-50118000,-208000,None,-49910000,None,-43478000,None,-49818000
6,JMIA,2019-06-30,EUR,17280000,39234000,21954000,21954000,-66651000,60188000,19870614.74,83931000,None,-930000,-85000,930000,None,0,None,None,-67581000,181000,None,-67762000,None,-64873000,None,-67674000
7,JMIA,2019-03-31,EUR,15666000,31842000,16176000,16176000,-45498000,40090000,16536545.87,61164000,None,-200000,-225000,800000,None,0,None,None,-45722000,100000,None,-45800000,None,-45160000,None,-45735000
8,JMIA,2018-09-30,USD,14469784.67,38943042.37,24473257.70,24473257.70,-46983097.94,55495485.07,6155360.04,85926140.31,None,None,None,-833526.28,None,0,None,None,-47162537.62,186385.74,None,-47348923.36,None,-46983097.94,None,-46351007.18
9,JMIA,2018-06-30,USD,10391061.45,28847765.36,18456703.91,18456703.91,-48775605.21,52516294.23,6339618.25,77623370.58,None,None,None,-164106.15,None,0,None,None,-48972299.81,265363.13,None,-49237662.94,None,-48775605.21,None,-48637104.28
10,JMIA,2018-03-31,USD,10456390.70,34813630.21,24357239.51,24357239.51,-42317628.24,46623200.89,6273834.42,77131258.46,None,None,None,-369049.08,None,0,None,None,-41825562.80,123016.36,None,-41948579.16,None,-42317628.24,None,-41333497.36
