,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,MDWT,2020-12-31,USD,-796271,-831992,-35721,None,-17301306,2724146,None,11642594,2769847,0,None,0,-146185,None,12927,670233,-12474586,-560341,0,-11914245,-3227773,-17301306,-16631073,-11914245
1,MDWT,2020-09-30,USD,-699151,-516257,182894,None,-6168843,1443775,None,3763304,434201,0,None,0,406228,None,12613,0,-4279561,1257681,0,-5537242,-729027,-6168843,-6168843,-5537242
2,MDWT,2020-06-30,USD,-12567949,-12483353,84596,None,-18510609,1354934,None,3636973,-397842,0,None,0,30,None,11996,0,-16120326,479513,0,-16599839,2892718,-18510609,-18510609,-16599839
3,MDWT,2020-03-31,USD,24404269,24413491,9222,None,20684539,824896,None,2394617,1240978,-111,None,111,-405254,None,10316,2913,21956374,407916,111,21610958,-5627800,20684539,20687452,21548458
4,MDWT,2019-12-31,USD,501835,379404,-122431,-92250,-2524163,918606,None,1926177,-210329,-111,None,111,146185,None,11028,2912,-1624436,119538,111,-1666311,-1520990,-2524163,-2521251,-1743974
5,MDWT,2019-09-30,USD,402864,452136,49272,-107154,-2943644,667634,None,1953494,-308100,-111,208292,111,2327,None,9652,2912,-1548172,114642,111,-1616000,-1115759,-2943644,-2940732,-1662814
6,MDWT,2019-06-30,USD,1581072,1562542,-18530,-3395,-2383452,575625,None,2394394,448015,-111,None,111,-249200,None,9506,2914,-1038750,-206898,111,-831852,30154,-2383452,-2380538,-831852
7,MDWT,2019-03-31,USD,1081340,1005706,-75634,3395,-3354374,539449,None,2500724,190995,-111,None,111,-2479,None,9506,2914,-2043370,-548352,111,-1495018,-642650,-3354374,-3351460,-1495018
8,MDWT,2018-12-31,USD,-55564,-961320,-905756,None,-1500858,47683,None,434127,-100025,-111,None,111,-1292610,None,11551,-31801,-2030235,-606504,111,2726740,-1783235,-1500858,-1532659,-1423731
9,MDWT,2018-09-30,USD,310467,611367,300900,414532,-3864916,559377,None,2574646,210981,-111,None,111,456574,None,12524,35161,-2702611,-739332,111,-1223947,-2017648,-3864916,-3829755,-1963279
10,MDWT,2018-06-30,USD,221989,588369,366380,491024,-1871182,429821,None,1507008,201471,-111,None,111,514057,None,12676,1121,4273826,5192465,111,-6111104,-1238329,-1871182,-1870061,-918639
11,MDWT,2018-03-31,USD,284019,637396,353377,474884,-1552943,482716,None,1397281,203461,None,None,121507,457366,None,12558,1121,-1090831,-330946,111,-428939,-1333117,-1552943,-1551822,-759885
12,MDWT,2017-12-31,USD,871650,1317287,445637,679274.65,-244910,413799.69,None,1527133,-992144,None,None,144103.52,1090458,None,14705,None,3616518,3831881,None,-4076791,-103518,-244910,None,-215363
13,MDWT,2017-09-30,USD,566669,954805,388136,563678,-669782,578135,None,1624587,244343,None,None,175542,664391,None,16740,None,916171,1585953,None,-2255735,-585758,-669782,None,-669782
14,MDWT,2017-06-30,USD,628150,1195256,567106,801255,-2014015,528042,None,1985731,250153,None,None,234149,871535,None,17258,None,-2506605,-1716130,None,925655,-488336,-2014015,None,-790475
15,MDWT,2017-03-31,USD,471735,1070823,599088,440383,-2325291,614108,None,2114727,254680,None,None,219232,832847,None,16390,None,-1750645,-706741,None,-337163,-825387,-2325291,None,-1043904
16,MDWT,2016-12-31,USD,623870,1149338,525468,428748,-2337064,773984,None,3486154,244307,None,None,227986,498741,None,22257,None,-4085264,-1748200,None,-588864,320398,-2337064,None,-2337064
17,MDWT,2016-09-30,USD,231629,680716,449087,None,-1148389,None,None,1829105,219778,None,None,None,738522,None,20275,None,312801,134664,None,43473,140857,-1148389,None,178137
18,MDWT,2016-06-30,USD,686701,1090441,403740,None,-2129870,None,None,2010516,201778,None,None,None,932042,None,256010,None,-1479367,-559292,None,-360783,-385422,-2129870,None,-920075
19,MDWT,2016-03-31,USD,675212,1193753,518541,None,-2040769,None,None,1962673,213128,None,None,None,927433,None,35490,None,-1314323,-545403,None,-223517,-319911,-2040769,None,-768920
