,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,SONM,2020-12-31,USD,3729000,16055000,12106000,295000,-7460000,-1369000,5637000,11189000,None,-169000,None,169000,16224000,-26000,None,None,-7442000,-1034000,169000,-6408000,-6408000,-7460000,None,-6408000
1,SONM,2020-09-30,USD,4399000,14393000,9994000,0,-6119000,7129000,3389000,10518000,None,0,None,0,14393000,-13000,None,None,-6314000,150000,0,-6464000,-6464000,-6119000,None,-6464000
2,SONM,2020-06-30,USD,4918000,21058000,16140000,0,-6620000,8282000,3256000,11538000,None,-129000,None,129000,None,6000,None,None,-6916000,180000,129000,-7096000,-7096000,-6620000,None,-7096000
3,SONM,2020-03-31,USD,2165000,12706000,10541000,407000,-9061000,6203000,3936000,11226000,None,-30000,-319000,30000,None,-401000,None,None,-9781000,183000,30000,-9964000,-9964000,-9061000,None,-9964000
4,SONM,2019-12-31,USD,4161000,17803000,13009000,1000000,6059000,6334000,5068000,-12941000,None,0,-854000,0,None,-24000,None,None,7178000,603000,0,-8336000,-8336000,6059000,None,6575000
5,SONM,2019-09-30,USD,6882000,28820000,21968000,21602000,-6259000,5912000,6651000,13141000,None,-30000,-235000,30000,None,-248000,None,None,-6742000,33000,30000,-6775000,-6775000,-6259000,None,-6775000
6,SONM,2019-06-30,USD,14445000,43747000,29302000,28937000,-4581000,11642000,7384000,19026000,None,-555000,-555000,555000,None,-6000,None,None,-5142000,457000,None,-5599000,-5599000,-4581000,None,-5599000
7,SONM,2019-03-31,USD,9021000,26484000,17463000,17463000,-4142000,6202000,6961000,13163000,None,-422000,-422000,422000,None,-265000,None,None,-4829000,295000,None,-6206000,None,-4142000,None,-5124000
8,SONM,2018-12-31,USD,18223000,46527000,28304000,28304000,5530000,6210000,6483000,12693000,None,None,None,None,None,-368000,None,None,4424000,87000,None,None,None,5530000,None,4337000
9,SONM,2018-09-30,USD,14063000,39498000,25435000,25435000,3283000,4783000,5997000,10780000,None,None,None,-538000,None,19000,None,None,2120000,-14000,None,2134000,None,3283000,None,2134000
10,SONM,2018-06-30,USD,10540000,31450000,20910000,20910000,596000,4319000,5625000,9944000,None,None,None,-472000,None,-99000,None,None,25000,148000,None,-123000,None,596000,None,-123000
11,SONM,2018-03-31,USD,5263000,18190000,12927000,12927000,-4014000,4136000,5141000,9277000,None,None,None,-406000,None,-117000,None,None,-4537000,534000,None,-5071000,None,-4014000,None,-5071000
