,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,MNRL,2020-12-31,USD,11894000,23760000,12411000,12411000,-57678000,5057000,None,86495000,None,-60000,None,60000,-67963000,399000,None,12300000,-57474000,-10512000,60000,-46962000,-46962000,-57678000,-45378000,-46962000
1,MNRL,2020-09-30,USD,10732000,22533000,11801000,11801000,-15885000,5162000,None,44125000,None,-60000,None,60000,67963000,4000,None,11700000,-15999000,-2982000,60000,-13017000,-13017000,-15885000,-4185000,-13017000
2,MNRL,2020-06-30,USD,1405000,12605000,11200000,11200000,-7144000,5890000,None,25639000,None,-387000,None,387000,0,23000,None,11100000,-7666000,-850000,387000,-6816000,-6816000,-7144000,3956000,-6816000
3,MNRL,2020-03-31,USD,19454000,32280000,12826000,12826000,10413000,5510000,None,27621000,None,-98000,-32000,98000,0,2000,None,12200000,10383000,1582000,98000,8801000,8801000,10413000,22613000,8801000
4,MNRL,2019-12-31,USD,30792000,33614000,10630000,10630000,14362000,5184000,None,24812000,None,-46000,-496000,46000,-67907000,4000,None,10500000,13911000,1565000,5000,12346000,12346000,14362000,24862000,12346000
5,MNRL,2019-09-30,USD,8865000,25107000,8434000,8434000,9115000,5068000,None,21060000,None,-63000,26000,63000,67992000,130000,None,8300000,9271000,807000,63000,8464000,8464000,9115000,17415000,8464000
6,MNRL,2019-06-30,USD,24529000,24529000,6760000,6760000,5034000,9762000,None,29257000,None,-1270000,-1197000,1270000,73000,6000,None,6600000,-3090000,117000,None,5034000,5034000,5034000,11634000,-3207000
7,MNRL,2019-03-31,USD,13149000,18265000,5116000,5116000,8707000,4442000,None,9558000,None,-3825000,-4510000,3825000,None,29000,None,None,4226000,190000,None,4195000,8707000,8707000,None,4036000
8,MNRL,2018-12-31,USD,15862000,17591000,1050000,1050000,8732000,2566000,None,7243000,None,None,None,-3418000,None,53000,None,None,6941000,-173000,None,7114000,7114000,8732000,None,7114000
9,MNRL,2018-09-30,USD,15573000,18701000,887000,887000,11716000,1290000,None,3787000,None,None,None,-2902000,None,47000,None,None,8581000,428000,None,8153000,8153000,11716000,None,8153000
10,MNRL,2018-06-30,USD,13610000,16889000,912000,912000,10564000,1318000,None,3076000,None,None,None,-652000,None,6000,None,None,9363000,12000,None,-3207000,9351000,10564000,None,9351000
11,MNRL,2018-03-31,USD,10769000,14083000,1095000,1095000,8219000,1464000,None,2885000,None,None,None,-474000,None,None,None,None,8213000,16000,None,-3207000,1241000,8219000,None,8197000
