,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,NFE,2020-12-31,USD,76709000,145696000,68987000,68987000,18031000,32869000,None,42882000,None,-14822000,None,14822000,96073000,-826000,9996000,10013000,3038000,2868000,14822000,-485000,267000,18031000,28044000,170000
1,NFE,2020-09-30,USD,65193000,136858000,71665000,71665000,11053000,30849000,None,40574000,None,-19813000,None,19813000,61472000,-2569000,9370000,9489000,-34522000,1836000,43318000,-36906000,-36625000,11053000,20542000,-36358000
2,NFE,2020-06-30,USD,24667000,94566000,69899000,69899000,-148205000,31846000,None,39466000,None,-17198000,None,17198000,76772000,-999000,7539000,7620000,-137308000,117000,17198000,-166519000,-136990000,-148205000,-140585000,-137425000
3,NFE,2020-03-31,USD,6314000,74530000,68216000,68216000,-36001000,28370000,None,33624000,None,-13890000,-9268000,13890000,-9020000,-611000,5211000,5254000,-8302000,-4000,23447000,-60055000,-8351000,-36001000,-30747000,-8298000
4,NFE,2019-12-31,USD,9617000,69752000,60135000,60135000,-36253000,30091000,None,32300000,None,-4955000,-4955000,4955000,-91827000,2940000,2127000,2209000,-7241000,102000,4955000,-38370000,-7354000,-36253000,-34044000,-7343000
5,NFE,2019-09-30,USD,3824000,49656000,45832000,45832000,-47726000,40913000,None,42843000,None,-4974000,-4974000,4974000,34231000,-1788000,1837000,1930000,-6787000,-64000,4974000,-54424000,-6742000,-47726000,-45796000,-6723000
6,NFE,2019-06-30,USD,39766000,39766000,44043000,44043000,-43959000,32169000,None,34279000,None,-6199000,-6199000,6199000,31738000,-920000,1983000,2110000,-6031000,155000,6199000,-43959000,-51233000,-43959000,-41849000,-6186000
7,NFE,2019-03-31,USD,-7897000,29951000,37848000,33349000,-59337000,49749000,None,89288000,None,-3284000,-3284000,3284000,None,2575000,1580000,1691000,-13311000,246000,None,-60292000,-60292000,-59337000,-57646000,-13557000
8,NFE,2018-12-31,USD,200000,31369000,31169000,27117000,-21960000,21310000,None,53329000,None,None,None,4859000,None,887000,1124000,1063000,-35466000,-737000,None,-34763000,-37849000,-21960000,-20897000,-34729000
9,NFE,2018-09-30,USD,12307000,28424000,68625000,22094000,-9922000,13423000,None,None,None,None,None,3183000,None,-270000,1009000,830000,-13303000,306000,None,None,-13899000,-9922000,-9092000,-13609000
10,NFE,2018-06-30,USD,-803000,26799000,27602000,25766000,-17141000,15535000,None,43940000,None,None,None,1603000,None,199000,910000,732000,-18545000,280000,None,-18825000,-19021000,-17141000,-16409000,-18825000
11,NFE,2018-03-31,USD,3146000,25709000,22563000,20765000,-9465000,11869000,None,35174000,None,None,None,1603000,None,-32000,857000,696000,-11100000,-187000,None,-10913000,-9984000,-9465000,-8769000,-10913000
