,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,CMBM,2020-12-31,USD,42237000,82805000,40568000,40568000,11446000,17328000,11862000,71359000,None,-1197000,None,1197000,None,None,None,None,9838000,-668000,None,10506000,None,12798000,None,10506000
1,CMBM,2020-09-30,USD,36069000,72971000,36902000,36902000,7316000,16897000,10213000,65655000,None,-1259000,None,1259000,None,None,None,None,5739000,144000,None,5595000,None,8805000,None,5595000
2,CMBM,2020-06-30,USD,30472000,62254000,31782000,31782000,4813000,14660000,9299000,57441000,None,-1525000,None,1525000,None,None,None,None,3310000,-2000,None,3312000,None,6688000,None,3312000
3,CMBM,2020-03-31,USD,30632000,60429000,29797000,29797000,373000,16750000,11814000,60056000,None,-1345000,-1129000,1345000,None,None,None,None,-756000,82000,None,-838000,None,2434000,None,-838000
4,CMBM,2019-12-31,USD,33295000,64062000,30767000,30767000,1887000,17381000,12126000,62175000,None,-1402000,-1402000,1402000,None,None,None,None,190000,1239000,None,-1049000,None,3638000,None,-1049000
5,CMBM,2019-09-30,USD,31832000,65703000,33871000,33871000,4129000,16359000,9895000,61574000,None,-2105000,-2166000,2105000,None,None,None,None,1963000,3000,None,1960000,None,5636000,None,1960000
6,CMBM,2019-06-30,USD,34312000,69151000,34839000,34839000,-9394000,27290000,15189000,78545000,None,-2301000,-2357000,2301000,None,None,None,None,-11751000,8623000,None,-20374000,None,-8057000,None,-20374000
7,CMBM,2019-03-31,USD,31790000,68112000,36322000,36322000,4679000,15348000,10482000,63433000,None,-2268000,-2268000,2268000,None,None,None,None,2277000,415000,None,1862000,None,5905000,None,1862000
8,CMBM,2018-12-31,USD,30471000,63309000,32838000,32838000,2820000,16008000,None,None,None,None,None,None,None,None,None,None,493000,-73000,None,None,None,None,None,744000
9,CMBM,2018-09-30,USD,27512000,58981000,31469000,31469000,-1071000,16325000,9810000,60052000,None,None,None,-2033000,None,None,None,None,-3220000,-665000,None,-2555000,None,1342000,None,-2555000
10,CMBM,2018-06-30,USD,29309000,61019000,31710000,31710000,2894000,14389000,9688000,58125000,None,None,None,-2088000,None,None,None,None,696000,171000,None,525000,None,5215000,None,525000
11,CMBM,2018-03-31,USD,28203000,58453000,30250000,30250000,1708000,14740000,9385000,56745000,None,None,None,-1758000,None,None,None,None,-281000,-54000,None,-227000,None,1708000,None,-227000
12,CMBM,2017-03-31,USD,25709000,48808000,23099000,23099000,5141000,11530000,6950000,43667000,None,None,None,-1493000,None,None,None,None,3613000,771000,None,2842000,None,5141000,None,2672000
