,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,ARQT,2020-12-31,USD,None,0,None,None,-34064000,6690000,27374000,34064000,None,None,None,None,None,None,None,None,-34049000,None,None,-34049000,None,-34029000,None,-34049000
1,ARQT,2020-09-30,USD,None,0,None,None,-38303000,5560000,32743000,38303000,None,None,None,None,None,None,None,None,-38204000,None,None,-38204000,None,-38273000,None,-38204000
2,ARQT,2020-06-30,USD,None,0,None,None,-35627000,5618000,30009000,35627000,None,None,None,None,None,None,None,None,-35412000,None,None,-35412000,None,-35627000,None,-35412000
3,ARQT,2020-03-31,USD,None,0,None,None,-28651000,3469000,25182000,28651000,None,None,None,None,None,None,None,None,-28013000,None,None,-28013000,None,-28586000,None,-28013000
4,ARQT,2019-12-31,USD,None,0,None,None,-12994000,2237000,10757000,12994000,None,None,None,None,None,None,None,None,-12568000,None,None,-12568000,None,-12843000,None,-12568000
5,ARQT,2019-09-30,USD,None,0,None,None,-14648000,2300000,12348000,14648000,None,None,None,-542000,None,None,None,None,-14480000,None,None,-14480000,None,-14629000,None,-14480000
6,ARQT,2019-06-30,USD,None,0,None,None,-8538000,1324000,7214000,8538000,None,None,None,-542000,None,None,None,None,-8290000,None,None,-8290000,None,-8537000,None,-8290000
7,ARQT,2019-03-31,USD,None,0,None,None,-6952000,749000,6203000,6952000,None,None,None,-542000,None,None,None,None,-6658000,None,None,-6658000,None,-6928000,None,-6658000
8,ARQT,2018-12-31,USD,None,None,None,None,-5953000,606000,None,None,None,None,None,None,None,None,None,None,-5601000,None,None,None,None,None,None,-5601000
9,ARQT,2018-09-30,USD,None,None,None,None,-7695000,614000,7081000,7695000,None,None,None,-33000,None,None,None,None,-7675000,None,None,-7675000,None,-7695000,None,-7675000
10,ARQT,2018-06-30,USD,None,None,None,None,-6087000,575000,None,None,None,None,None,None,None,None,None,None,-5979000,None,None,None,None,None,None,-5979000
