,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,ALRS,2020-12-31,USD,60502000,60502000,1400000,None,55723000,1779000,None,4779000,None,23153000,25201000,2048000,38696000,None,None,2293000,13323000,3144000,2048000,10179000,10274000,55723000,58016000,10179000
1,ALRS,2020-09-30,USD,63578000,63578000,3500000,None,58560000,2674000,None,5018000,None,21765000,24289000,2524000,45256000,None,None,2344000,23307000,5648000,2524000,17659000,18431000,58560000,60904000,17659000
2,ALRS,2020-06-30,USD,54873000,54873000,3500000,None,50794000,3059000,None,4079000,None,20091000,23506000,3415000,38230000,None,None,2238000,15087000,3613000,3415000,11474000,14096000,50794000,53032000,11474000
3,ALRS,2020-03-31,USD,43592000,43592000,2500000,None,38650000,2867000,None,4942000,None,18837000,23106000,4269000,27189000,None,None,2075000,6800000,1437000,4269000,5363000,10576000,38650000,40725000,5363000
4,ALRS,2019-12-31,USD,46286000,46286000,1797000,None,42068000,1950000,None,4218000,None,18459000,22887000,4428000,29556000,None,None,2268000,9783000,2131000,4428000,7652000,6503000,42068000,44336000,7652000
