,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,GXGX,2020-12-31,USD,-102500,-102500,None,None,-3561783,None,None,3561783,71292,-102500,71292,102500,None,None,None,None,-3506733,-32861,102500,-3473872,-3473872,-3561783,None,-3473872
1,GXGX,2020-09-30,USD,-40000,-40000,None,None,-208305,None,None,208305,100729,-40000,100729,40000,None,None,None,None,-47488,-9964,40000,-37524,-37524,-208305,None,-37524
