,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,AI,2021-01-31,USD,36883000,49109000,12226000,12226000,-18499000,36634000,18748000,55382000,None,129000,129000,None,None,1850000,None,None,-16649000,203000,None,-16852000,None,-16649000,None,-16852000
1,AI,2020-10-31,USD,31260000,41341000,10081000,10081000,-14524000,29650000,16134000,55865000,None,288000,288000,None,None,None,None,None,-14814000,130000,None,-14944000,None,-13454000,None,-14944000
2,AI,2020-07-31,USD,29984000,40483000,10499000,10499000,-3325000,20045000,13264000,43808000,None,580000,580000,None,None,None,None,None,273000,123000,None,150000,None,-2297000,None,150000
3,AI,2020-04-30,USD,32109000,41618000,9509000,9509000,-30219000,44902000,17426000,71837000,None,1136000,1137000,None,None,None,None,None,-30336000,None,None,-30434000,None,-29483000,None,-30433000
4,AI,2020-01-31,USD,30352000,41283000,10931000,10931000,-10432000,28453000,12331000,51715000,None,1136000,1136000,None,None,None,None,None,-9698000,98000,None,-9796000,None,-10228000,None,-9796000
5,AI,2019-10-31,USD,28746000,38875000,10129000,10129000,-29883000,34756000,23873000,68758000,None,1000000,999000,None,None,None,None,None,-28728000,98000,None,-28825000,None,-29690000,None,-28826000
6,AI,2019-07-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,87000,None,None,None,None,None,None
