,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,CHPM,2020-09-30,USD,None,0,None,None,-140833,140833,None,140833,None,89159,89159,None,None,None,None,None,-51674,8224,None,-59898,None,-140833,None,-59898
1,CHPM,2020-06-30,USD,None,0,None,None,-146810,146810,None,146810,None,679961,679961,None,None,None,None,None,533151,132291,None,400860,None,-146810,None,400860
2,CHPM,2020-03-31,USD,None,0,None,None,-165097,165097,None,165097,None,1147527,1147527,None,None,None,None,None,982430,230481,None,751949,None,-165097,None,751949
3,CHPM,2019-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1445,None,None,-1445,None,None,None,-1445
