,SYMBOL,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
0,AREC,2020-12-31,USD,-1145209,13875,1159084,2867325,-7146920,826891,2770552,-27853317,None,-1450897,41171,1492068,0,None,-4153939,0,-8426614,None,1492068,-14618217,-14618217,-7146920,-7146920,-8426614
1,AREC,2020-09-30,USD,221954,294646,72692,1186958,-2234432,132677,792926,2529078,None,-338411,41172,379583,0,2358413,646438,1228788,123982,None,379583,123982,123982,-2234432,-1005644,123982
2,AREC,2020-06-30,USD,-435720,226836,662556,1359353,-2810938,684307,307247,-3037774,None,-969832,41171,1011003,6820949,4119175,293746,None,1308237,None,1011003,1308237,1308237,-2810938,None,1308237
3,AREC,2020-03-31,USD,524334,524334,0,3243693,-4255076,842925,128159,4779410,None,-418297,82343,500640,-312338,993708,915052,None,-3261368,None,500640,-3261368,-3261368,-4255076,None,-3261368
4,AREC,2019-12-31,USD,-4537827,6294026,10831853,13859289,-39632240,1315637,1324063,6730493,None,4583232,0,-4583232,-394484,-73883056,1551389,None,-40047543,None,-4583232,-113515296,-40047543,-39632240,None,-40047543
5,AREC,2019-09-30,USD,-1109027,1847279,2956306,5572125,-7076252,1434545,1425024,8923531,None,-819467,82343,901810,7362925,-268280,1414942,None,-7344532,None,901810,-7345032,-7345032,-7076252,None,-7344532
6,AREC,2019-06-30,USD,3687558,9342126,5654568,20876,-3354276,3536278,2887448,-12696402,None,-406817,41172,447989,0,-5606766,804889,None,-8961042,None,447989,-8961042,-8961042,-3354276,None,-8961042
7,AREC,2019-03-31,USD,6994276,6994276,0,9257380,-9891406,1372588,1600117,16885682,None,-283683,41171,324854,7362925,-174214,816916,None,-14565190,None,324854,-10065620,-10065620,-9891406,None,-10065620
8,AREC,2018-12-31,USD,7817497,8138141,320644,9593655,-2626847,-4000556,2092972,-10764988,None,-301891,122995,424886,1615182,-43901235,-682018,None,-4767159,None,424886,-2626847,-2626861,-2626847,None,-4767159
9,AREC,2018-09-30,USD,19131371,9038268,-10093103,8563733,-4181513,-3209066,2188833,-13219781,None,-305655,0,305655,-1122591,570287,-649983,None,-3611226,None,305655,-4181513,-4181513,-4181513,None,-3611226
10,AREC,2018-06-30,USD,2403365,7023040,4619675,6047784,-2224802,556683,2365224.63,9247842,None,-311295,0,311295,None,294314,649985,None,-2139100.33,None,311295,-2224802,-2202038,-2224802,None,-1837915
11,AREC,2018-03-31,USD,7325376,7325376,0,6902792,-2463543,-476589,1687173,-9788919,None,-205983,41171,247154,None,-77469,-479571,None,-2541012,None,247154,-2541012,-2412498,-2463543,None,-2541012
12,AREC,2017-12-31,USD,-6820448,5486951,12307399,6247842,-5333161,-1188507,2677303,-10820112,None,307919,298721,-9198,None,None,-701272,None,-5322763,None,-9198,-5333161,-5299480,-5333161,None,-5322763
13,AREC,2017-09-30,USD,7149108,4351968,-2797140,4360304,-1584617,-26940,1035286,-5936585,None,-342683,None,342683,None,None,-697214,None,-1741799,None,342683,-1584557,-1516713,-1584617,None,-1741799
14,AREC,2017-06-30,USD,9028685,4369998,-4658687,6284752,-3928035,-31479,1152187.96,-8538033,None,-96754,None,96754,None,None,-699644,None,-3134873.49,None,96754,-3928035,-3863439,-3928035,None,-4076276
15,AREC,2017-03-31,USD,11463653,6612081,-4851572,6983456,-3089055,-131185,1795205,-9701136,None,-128533,None,128533,None,None,-459644,None,-3040610,None,128533,-3089055,-2912077,-3089055,None,-3040610
16,AREC,2016-12-31,USD,20170,5876766,5856596,None,-16563,-136899,None,36733,None,-143423,None,143423,None,None,250,None,None,None,143423,-15279,-568579,-16563,None,-15279
17,AREC,2016-09-30,USD,3792039,836385,-2955654,None,-3669189,-24194,None,-4505574,None,-48999,None,48999,None,None,-766078,None,None,None,48999,-3669189,-3669189,-3669189,None,-3718188
18,AREC,2016-06-30,USD,18142,63489,45347,None,-51734,16332,None,69876,None,-87108,None,87108,None,None,-760263,None,None,None,87108,-28537,24512,-51734,None,47253
19,AREC,2016-03-31,USD,24533,85565,61032,None,-27471,8609,None,52004,None,None,None,4034,None,None,-484188,None,None,None,None,-27471,-26741,-27471,None,-1353
